Year,Month,Day,DHI (w/m2),DNI (w/m2),Wind Speed (m/s),Relative Humidity (%),Pressure (mbar)
2015,1,1,27,120,0.2,75.54,998
2015,1,2,30,127,0.4,73.16,993
2015,1,3,22,223,0.4,54.87,1017
2015,1,4,15,157,0.4,86.75,1001
2015,1,5,25,106,0.6,81.97,983
2015,1,6,24,190,0.5,64.41,1000
2015,1,7,29,128,0.3,66.43,992
2015,1,8,23,259,0.4,72.34,999
2015,1,9,30,12,0.5,84.9,1000
2015,1,10,28,210,0.4,71.51,1004
2015,1,11,29,144,0.4,73.26,1017
2015,1,12,31,7,0.3,95.11,1006
2015,1,13,34,160,0.5,76.78,1010
2015,1,14,22,246,0.5,74.64,1015
2015,1,15,31,149,0.4,88.96,1001
2015,1,16,29,141,0.4,93.19,983
2015,1,17,28,238,0.6,71.1,1000
2015,1,18,36,140,0.5,84.84,1010
2015,1,19,22,3,0.5,99.73,988
2015,1,20,26,239,0.5,81.15,983
2015,1,21,21,279,0.4,63.55,1000
2015,1,22,30,1,0.4,79.46,1005
2015,1,23,24,251,0.4,73.53,1000
2015,1,24,39,48,0.3,92.61,983
2015,1,25,40,49,0.6,81.28,972
2015,1,26,22,306,0.4,57.61,1002
2015,1,27,33,21,0.7,79.86,990
2015,1,28,29,14,0.4,89.79,985
2015,1,29,22,305,0.5,82.69,1003
2015,1,30,44,74,0.3,83.32,996
2015,1,31,34,44,0.5,94.48,976
2015,2,1,40,164,0.8,80.58,987
2015,2,2,36,116,0.4,77.29,994
2015,2,3,29,290,0.6,86.26,988
2015,2,4,38,193,0.6,81.01,1008
2015,2,5,38,2,0.4,96.36,993
2015,2,6,31,287,0.5,81.24,994
2015,2,7,52,100,0.5,81.28,1000
2015,2,8,55,91,0.4,80.34,1008
2015,2,9,53,121,0.5,80.8,1010
2015,2,10,51,27,0.4,84.38,1002
2015,2,11,44,163,0.5,84.38,999
2015,2,12,39,219,0.5,83.88,990
2015,2,13,52,63,0.5,83.33,983
2015,2,14,33,312,0.4,78.21,1000
2015,2,15,30,43,0.8,90.66,966
2015,2,16,55,77,0.9,82.76,970
2015,2,17,37,272,0.4,82.1,997
2015,2,18,53,117,0.3,85.65,995
2015,2,19,43,10,0.4,91.59,985
2015,2,20,42,248,0.7,84.59,988
2015,2,21,35,337,0.5,81.18,1013
2015,2,22,48,3,0.4,96.42,1003
2015,2,23,67,49,0.4,88.17,995
2015,2,24,39,347,0.5,75.27,1000
2015,2,25,46,35,0.6,87.03,990
2015,2,26,58,93,0.4,78.87,998
2015,2,27,45,319,0.4,75.08,1006
2015,2,28,34,375,0.5,76.03,1018
2015,3,1,43,321,0.5,77.37,1017
2015,3,2,59,11,0.4,91.2,991
2015,3,3,43,355,0.7,77.66,1001
2015,3,4,69,128,0.4,91,989
2015,3,5,77,42,0.5,81.82,994
2015,3,6,41,378,0.4,70.85,1009
2015,3,7,67,192,0.4,79.63,1003
2015,3,8,62,225,0.4,80.16,999
2015,3,9,71,156,0.4,85.56,1000
2015,3,10,74,217,0.4,86.99,1007
2015,3,11,58,209,0.4,96.13,990
2015,3,12,83,71,0.6,72.88,997
2015,3,13,39,401,0.6,64.52,1010
2015,3,14,43,329,0.3,69.99,1009
2015,3,15,62,56,0.8,90.15,981
2015,3,16,82,42,0.8,84.37,983
2015,3,17,71,218,0.3,80.57,984
2015,3,18,84,23,0.8,89.39,972
2015,3,19,82,217,0.7,87.56,990
2015,3,20,43,399,0.6,84.53,1008
2015,3,21,94,123,0.4,92.66,999
2015,3,22,96,37,0.8,91.93,979
2015,3,23,97,163,0.6,83.6,993
2015,3,24,54,361,0.3,88.55,1005
2015,3,25,48,388,0.5,92.61,1010
2015,3,26,75,39,0.3,96.69,996
2015,3,27,79,5,0.2,99.45,990
2015,3,28,73,5,0.5,90.01,990
2015,3,29,50,402,0.5,83.12,998
2015,3,30,69,286,0.5,83.95,997
2015,3,31,101,73,0.3,94.86,984
2015,4,1,52,409,0.4,76.9,992
2015,4,2,53,383,0.5,68.82,1000
2015,4,3,89,120,0.2,97.54,992
2015,4,4,77,49,0.4,96.33,981
2015,4,5,61,318,0.5,64.61,999
2015,4,6,67,336,0.4,65.89,1010
2015,4,7,111,48,0.2,90.06,1010
2015,4,8,63,364,0.3,74.2,1013
2015,4,9,70,312,0.2,71.45,1016
2015,4,10,102,37,0.5,86.59,1002
2015,4,11,96,186,0.4,89.97,983
2015,4,12,67,378,0.4,81.28,1001
2015,4,13,66,368,0.3,86.67,1010
2015,4,14,92,90,0.3,97.07,1001
2015,4,15,58,418,0.3,78.19,1001
2015,4,16,57,433,0.4,68.23,1010
2015,4,17,99,191,0.4,88.04,994
2015,4,18,61,417,0.3,80.24,997
2015,4,19,68,407,0.3,72.58,1003
2015,4,20,66,358,0.3,79.98,1010
2015,4,21,106,17,0.6,97.12,1002
2015,4,22,118,164,0.2,97.49,990
2015,4,23,105,108,0.3,94.78,987
2015,4,24,102,121,0.2,89.86,980
2015,4,25,119,205,0.2,87.61,988
2015,4,26,111,238,0.2,86.35,984
2015,4,27,111,44,0.3,95.15,980
2015,4,28,139,117,0.4,95.28,977
2015,4,29,90,290,0.4,89.1,983
2015,4,30,103,52,0.4,92.24,992
2015,5,1,113,185,0.3,87.09,1000
2015,5,2,104,280,0.2,78.54,1000
2015,5,3,80,358,0.4,87.05,1000
2015,5,4,64,399,0.3,84.2,1003
2015,5,5,91,286,0.3,85.94,1000
2015,5,6,53,440,0.3,78.2,1000
2015,5,7,104,270,0.3,80.21,1000
2015,5,8,77,236,0.2,71.37,1010
2015,5,9,125,109,0.3,77.43,1010
2015,5,10,130,88,0.2,95.53,1000
2015,5,11,116,30,0.2,86.18,1005
2015,5,12,91,13,0.3,96.49,991
2015,5,13,105,101,0.5,89.52,990
2015,5,14,55,443,0.3,78.31,1005
2015,5,15,59,421,0.4,73.37,1010
2015,5,16,55,427,0.2,75.11,1010
2015,5,17,130,27,0.2,92.15,1010
2015,5,18,56,446,0.3,75.51,1008
2015,5,19,87,229,0.3,80.01,996
2015,5,20,81,42,0.3,93.6,985
2015,5,21,88,381,0.4,77.64,992
2015,5,22,71,2,0.3,95.8,995
2015,5,23,110,181,0.5,82.99,999
2015,5,24,102,266,0.4,85.79,1001
2015,5,25,96,333,0.3,84.39,1002
2015,5,26,111,35,0.3,96.95,1004
2015,5,27,108,264,0.3,90.38,1000
2015,5,28,138,134,0.3,94.13,1000
2015,5,29,106,148,0.2,91.27,1008
2015,5,30,129,202,0.3,90.05,1004
2015,5,31,58,111,0.3,96.28,1003
2015,6,1,110,8,0.3,95.48,1010
2015,6,2,80,3,0.4,97.82,1008
2015,6,3,119,61,0.4,91.32,1001
2015,6,4,132,167,0.3,83,1010
2015,6,5,93,346,0.2,86.89,1004
2015,6,6,80,2,0.3,98.19,995
2015,6,7,56,468,0.4,78.54,1001
2015,6,8,82,403,0.4,81.45,1000
2015,6,9,113,244,0.4,93.63,999
2015,6,10,124,77,0.3,95.99,990
2015,6,11,144,231,0.3,89.27,994
2015,6,12,127,247,0.3,89.16,990
2015,6,13,75,281,0.3,89.71,990
2015,6,14,147,162,0.4,83.87,998
2015,6,15,48,485,0.3,78.36,1002
2015,6,16,146,34,0.3,92.84,998
2015,6,17,69,444,0.4,81.65,997
2015,6,18,69,393,0.3,84.02,1000
2015,6,19,77,28,0.3,95.61,996
2015,6,20,75,411,0.3,81.97,1000
2015,6,21,118,80,0.4,91.11,998
2015,6,22,91,152,0.4,94.13,988
2015,6,23,139,96,0.3,89.07,1000
2015,6,24,97,231,0.3,87.9,990
2015,6,25,58,378,0.3,83.43,993
2015,6,26,127,249,0.2,86.14,1000
2015,6,27,78,380,0.3,82.4,1003
2015,6,28,121,13,0.4,92.72,1004
2015,6,29,77,329,0.3,92.02,992
2015,6,30,139,228,0.3,89.57,1000
2015,7,1,111,233,0.2,88.72,999
2015,7,2,98,306,0.3,91.73,990
2015,7,3,82,318,0.3,86.79,992
2015,7,4,122,226,0.3,86.86,1000
2015,7,5,128,191,0.2,84.07,1000
2015,7,6,93,347,0.2,84.51,1000
2015,7,7,113,297,0.3,88.2,1000
2015,7,8,131,93,0.3,94.8,996
2015,7,9,131,259,0.2,88.47,1000
2015,7,10,143,208,0.2,82.04,990
2015,7,11,126,270,0.3,84.73,1000
2015,7,12,108,219,0.3,90.01,995
2015,7,13,85,357,0.2,85.71,998
2015,7,14,98,297,0.3,89.85,994
2015,7,15,148,67,0.2,95,990
2015,7,16,56,441,0.4,82.82,994
2015,7,17,58,410,0.4,79.42,1000
2015,7,18,136,50,0.2,88.08,1000
2015,7,19,73,3,0.3,99.62,994
2015,7,20,104,63,0.2,98.73,990
2015,7,21,112,23,0.3,94.89,990
2015,7,22,77,47,0.2,95.73,983
2015,7,23,91,271,0.3,91.55,990
2015,7,24,117,75,0.3,97.38,994
2015,7,25,75,6,0.2,95.89,1000
2015,7,26,129,112,0.3,94.03,1000
2015,7,27,86,7,0.3,96.64,1000
2015,7,28,129,37,0.2,99.27,1000
2015,7,29,83,205,0.2,91.17,993
2015,7,30,62,337,0.2,86.13,995
2015,7,31,81,257,0.3,95.98,990
2015,8,1,83,351,0.2,87.83,990
2015,8,2,80,321,0.3,87,992
2015,8,3,66,394,0.3,86.56,1000
2015,8,4,112,197,0.3,95.71,1000
2015,8,5,104,215,0.2,91.05,990
2015,8,6,43,440,0.3,84.87,990
2015,8,7,73,316,0.3,86.17,998
2015,8,8,85,119,0.3,96.63,1000
2015,8,9,77,2,0.3,98.95,1000
2015,8,10,116,155,0.5,89.58,995
2015,8,11,92,299,0.4,88.45,1000
2015,8,12,95,9,0.3,99.28,992
2015,8,13,137,82,0.2,93.86,999
2015,8,14,72,331,0.3,88.23,1000
2015,8,15,91,250,0.3,91.03,1000
2015,8,16,90,275,0.2,90.83,1000
2015,8,17,90,278,0.2,88.97,1000
2015,8,18,77,291,0.2,89.71,1000
2015,8,19,70,314,0.2,89.57,1000
2015,8,20,67,307,0.2,91.2,1010
2015,8,21,121,119,0.3,95.75,1006
2015,8,22,123,36,0.2,97.58,1000
2015,8,23,131,71,0.2,94.08,1000
2015,8,24,121,95,0.3,93.42,995
2015,8,25,96,226,0.2,88.88,998
2015,8,26,94,20,0.3,93.96,1000
2015,8,27,64,60,0.3,97.64,995
2015,8,28,38,414,0.3,86.25,1000
2015,8,29,95,237,0.3,86.9,1000
2015,8,30,111,76,0.2,89.29,1000
2015,8,31,83,252,0.3,87.89,993
2015,9,1,105,157,0.5,83.45,997
2015,9,2,103,165,0.4,85.17,995
2015,9,3,76,258,0.3,88.47,992
2015,9,4,47,371,0.4,82.15,1003
2015,9,5,61,322,0.3,81.68,1005
2015,9,6,48,353,0.2,87.07,1000
2015,9,7,44,360,0.4,87.98,995
2015,9,8,65,12,0.3,94.84,995
2015,9,9,85,19,0.3,93.18,996
2015,9,10,57,13,0.2,97.52,993
2015,9,11,93,52,0.3,97.39,993
2015,9,12,79,66,0.3,96.85,990
2015,9,13,67,3,0.2,94.63,997
2015,9,14,92,57,0.3,97.18,992
2015,9,15,72,112,0.3,92.44,999
2015,9,16,53,312,0.4,90.01,1000
2015,9,17,43,343,0.3,88.61,1000
2015,9,18,43,318,0.3,88.67,1000
2015,9,19,44,335,0.3,90.33,1000
2015,9,20,78,145,0.3,94.06,999
2015,9,21,32,398,0.4,79.55,1005
2015,9,22,87,141,0.4,84.89,1010
2015,9,23,54,274,0.3,81.76,1005
2015,9,24,43,343,0.4,79.52,1008
2015,9,25,43,295,0.4,72.2,1010
2015,9,26,32,370,0.5,72.68,1010
2015,9,27,31,380,0.5,77.39,1010
2015,9,28,32,363,0.4,86.34,1005
2015,9,29,77,111,0.3,92.67,1003
2015,9,30,80,55,0.3,97.42,1000
2015,10,1,44,183,0.5,99.74,1001
2015,10,2,34,183,0.5,98.42,1009
2015,10,3,48,27,0.5,92.12,1010
2015,10,4,30,360,0.4,85.36,1010
2015,10,5,38,295,0.3,89.4,1006
2015,10,6,61,28,0.2,94.99,995
2015,10,7,38,242,0.4,89.85,990
2015,10,8,28,342,0.4,83.89,998
2015,10,9,54,174,0.4,78.53,998
2015,10,10,35,265,0.5,82.67,992
2015,10,11,55,11,0.4,89.05,995
2015,10,12,39,256,0.3,92.81,992
2015,10,13,34,5,0.2,100,986
2015,10,14,36,277,0.3,93.13,983
2015,10,15,36,261,0.4,85.48,993
2015,10,16,46,152,0.5,89.85,995
2015,10,17,28,289,0.3,83.26,998
2015,10,18,48,228,0.4,80.91,998
2015,10,19,24,340,0.4,78.06,1001
2015,10,20,43,36,0.4,91.54,1000
2015,10,21,25,336,0.5,77.87,1008
2015,10,22,56,27,0.5,81.85,1005
2015,10,23,38,169,0.4,84.07,998
2015,10,24,32,289,0.3,86.89,1010
2015,10,25,52,4,0.4,94.65,1003
2015,10,26,45,213,0.5,85.79,1006
2015,10,27,24,323,0.4,79.87,1015
2015,10,28,35,227,0.3,85.14,1017
2015,10,29,19,134,0.5,97.62,991
2015,10,30,36,214,0.6,77.73,984
2015,10,31,24,308,0.4,77.84,999
2015,11,1,33,134,0.3,96.47,997
2015,11,2,41,93,0.4,93.48,994
2015,11,3,40,8,0.3,94.92,1000
2015,11,4,41,42,0.4,91.99,1008
2015,11,5,51,26,0.2,92.51,1010
2015,11,6,31,12,0.3,99.24,995
2015,11,7,35,184,0.4,82.08,990
2015,11,8,42,164,0.6,68.65,998
2015,11,9,25,251,0.4,83.62,1010
2015,11,10,25,246,0.4,91.68,1005
2015,11,11,40,20,0.4,91.49,1000
2015,11,12,31,171,0.2,93.08,993
2015,11,13,27,78,0.3,99.38,980
2015,11,14,29,66,0.5,91.54,983
2015,11,15,34,93,0.6,84.09,991
2015,11,16,30,177,0.4,90.96,1000
2015,11,17,31,167,0.4,88.16,1011
2015,11,18,34,14,0.4,82.12,1020
2015,11,19,38,78,0.4,89.04,1015
2015,11,20,31,8,0.4,91.06,1010
2015,11,21,28,17,0.2,98.84,1005
2015,11,22,30,5,0.3,99.79,999
2015,11,23,15,93,0.5,99.04,986
2015,11,24,34,12,0.5,71.51,1002
2015,11,25,17,268,0.5,69.44,1023
2015,11,26,21,227,0.4,81.28,1029
2015,11,27,22,205,0.4,94.92,1012
2015,11,28,16,93,0.3,97.29,1000
2015,11,29,36,7,0.4,76.47,1002
2015,11,30,30,158,0.3,61.42,1010
2015,12,1,19,220,0.4,80.64,1010
2015,12,2,29,4,0.3,100,995
2015,12,3,20,1,0.3,100,981
2015,12,4,32,55,0.5,80.96,1002
2015,12,5,35,64,0.4,92.64,1016
2015,12,6,20,222,0.3,99.59,1010
2015,12,7,20,201,0.3,97.29,1000
2015,12,8,32,93,0.3,90.75,1002
