Year,Month,Day,Max Temp (°C),Min Temp (°C)
2016,5,29,17.4,5.3
2016,5,30,15.5,7.3
2016,5,31,24.1,12.7
2016,6,1,16.7,3.5
2016,6,2,14,1.8
2016,6,3,14.6,6.8
2016,6,4,20.7,8.2
2016,6,5,21.4,8.9
2016,6,6,13,8.7
2016,6,7,18,10.6
2016,6,8,19.2,11.1
2016,6,9,14.7,7.2
2016,6,10,13.4,7.2
2016,6,11,20.6,9.5
2016,6,12,13.4,10.5
2016,6,13,14.1,10.1
2016,6,14,10.9,8.4
2016,6,15,13.5,8.4
2016,6,16,12.7,6.8
2016,6,17,18.5,4.9
2016,6,18,23.6,6
2016,6,19,26.9,12.1
2016,6,20,23.4,10.2
2016,6,21,21.9,11.9
2016,6,22,23.6,12.6
2016,6,23,23.6,12
2016,6,24,22.9,10.5
2016,6,25,23.9,12.2
2016,6,26,26,10.6
2016,6,27,25.4,13.7
2016,6,28,24.9,13.2
2016,6,29,20.6,
2016,6,30,26.4,16.4
2016,7,1,26.7,13.3
2016,7,2,19.6,12.5
2016,7,3,22.4,12.9
2016,7,4,27.1,12.2
2016,7,5,26.9,15.1
2016,7,6,22.3,10.7
2016,7,7,16.2,10.8
2016,7,8,15.5,10.8
2016,7,9,17.4,10.6
2016,7,10,14.1,11.4
2016,7,11,20.7,12.3
2016,7,12,28.6,12.6
2016,7,13,26,14.3
2016,7,14,25.1,14.7
2016,7,15,28.5,17
2016,7,16,30,16.9
2016,7,17,25.8,16.1
2016,7,18,23.5,16.4
2016,7,19,26.1,14.5
2016,7,20,23.7,13
2016,7,21,28,14.4
2016,7,22,24.6,14.8
2016,7,23,26.2,15.4
2016,7,24,29.3,14.9
2016,7,25,29.1,16.5
2016,7,26,22.9,16.3
2016,7,27,28.5,17.9
2016,7,28,28.2,16.3
2016,7,29,27.2,16.5
2016,7,30,27.5,18.2
2016,7,31,27.3,15.9
2016,8,1,26.7,13.9
2016,8,2,25.5,13
2016,8,3,24.8,10.4
2016,8,4,24.3,13.9
2016,8,5,27.3,15
2016,8,6,24.7,17.8
2016,8,7,27.2,16.7
2016,8,8,24.4,14.8
2016,8,9,23.2,12.3
2016,8,10,27.9,13.2
2016,8,11,29,17.1
2016,8,12,25.8,14.8
2016,8,13,23.3,13.6
2016,8,14,18.3,15.6
2016,8,15,21.7,14.9
2016,8,16,26,13.8
2016,8,17,22.8,14.5
2016,8,18,26.9,15.8
2016,8,19,24.9,14.6
2016,8,20,22.6,13.5
2016,8,21,23.3,15.6
2016,8,22,26.7,16.6
2016,8,23,23.5,13.6
2016,8,24,26.9,13.2
2016,8,25,26.7,15.1
2016,8,26,22.4,16.5
2016,8,27,23.8,12.1
2016,8,28,23.2,11.6
2016,8,29,22.3,14.7
2016,8,30,23,13.2
2016,8,31,25.2,14.6
2016,9,1,23,16
2016,9,2,17.7,9.8
2016,9,3,20.8,
2016,9,4,21.2,9.3
2016,9,5,21.6,10
2016,9,6,25.7,18.8
2016,9,7,28.2,18.7
2016,9,8,26.8,18.6
2016,9,9,24.4,17.3
2016,9,10,26.1,15.4
2016,9,11,24.7,13.1
2016,9,12,21,10.4
2016,9,13,25.6,11
2016,9,14,23.2,11.4
2016,9,15,16.7,8.5
2016,9,16,19.7,7.2
2016,9,17,20.9,8
2016,9,18,23.1,13.5
2016,9,19,22.3,17
2016,9,20,23.4,16.6
2016,9,21,24,15
2016,9,22,22.1,11.7
2016,9,23,,11.2
2016,9,24,15.4,5.4
2016,9,25,12.3,4.6
2016,9,26,14,5.7
2016,9,27,12.8,5.7
2016,9,28,13.6,9.2
2016,9,29,15.6,5.4
2016,9,30,17.5,4.7
2016,10,1,18.1,7.3
2016,10,2,12.9,9.8
2016,10,3,14.1,3.5
2016,10,4,14.5,1.7
2016,10,5,18.5,4.3
2016,10,6,20.8,7.5
2016,10,7,22.6,9.6
2016,10,8,22.1,9.8
2016,10,9,20.4,10
2016,10,10,10.2,6.5
2016,10,11,12.2,4.6
2016,10,12,16.4,4.3
2016,10,13,18.6,7.2
2016,10,14,15.3,2.8
2016,10,15,11,2.3
2016,10,16,14,1.2
2016,10,17,18,6.3
2016,10,18,15.2,5.9
2016,10,19,20,8.9
2016,10,20,15.1,5.4
2016,10,21,18.1,8.5
2016,10,22,20,13.8
2016,10,23,13.8,4.8
2016,10,24,12.8,3.7
2016,10,25,7.4,1.9
2016,10,26,10.1,1.3
2016,10,27,8,0.1
2016,10,28,9,-0.7
2016,10,29,11.8,8.1
2016,10,30,9,5.3
2016,10,31,9.1,5.1
2016,11,1,7.9,4.8
2016,11,2,10,4.4
2016,11,3,8.7,6.1
2016,11,4,8.4,1
2016,11,5,4.3,-1.3
2016,11,6,3.7,0.9
2016,11,7,6.7,-2.4
2016,11,8,10.9,-2.5
2016,11,9,14.3,0
2016,11,10,6.2,0.7
2016,11,11,12.7,2.4
2016,11,12,5.3,-0.6
2016,11,13,10.9,3.2
2016,11,14,13.6,2.8
2016,11,15,13.6,4.4
2016,11,16,12.8,10.1
2016,11,17,11.4,8.6
2016,11,18,8.8,6.2
2016,11,19,8.9,6.2
2016,11,20,11.8,5
2016,11,21,10,1.6
2016,11,22,3.5,0.3
2016,11,23,4.8,0.6
2016,11,24,3.8,-0.3
2016,11,25,2.5,-0.2
2016,11,26,5.2,-1.6
2016,11,27,1.6,-0.5
2016,11,28,2.2,-0.6
2016,11,29,2,-1
2016,11,30,2.3,0.1
2016,12,1,8.1,0.2
2016,12,2,4.4,-0.1
2016,12,3,3.6,-2.1
2016,12,4,0.5,-3.5
2016,12,5,-1.6,-5.4
2016,12,6,0.6,-5.6
2016,12,7,-0.9,-5.7
2016,12,8,3.9,-2.2
2016,12,9,-0.3,-4.7
2016,12,10,-4.7,-12.4
2016,12,11,-6.2,-13
2016,12,12,0.5,-11.5
2016,12,13,-0.7,-7.7
2016,12,14,1.8,-8
2016,12,15,-1.3,-14.5
2016,12,16,-14.5,-17.1
2016,12,17,4.1,-16.3
2016,12,18,11.3,0.1
2016,12,19,0,-13.9
2016,12,20,-5.1,-15.4
2016,12,21,3.7,-5.4
2016,12,22,2.1,-4
2016,12,23,0.9,-2.4
2016,12,24,6,-0.5
2016,12,25,2.7,-8.7
2016,12,26,-4.3,-11.2
2016,12,27,10.1,-4.3
2016,12,28,0.9,-4.2
2016,12,29,2.8,-5.9
2016,12,30,8.1,-1.6
2016,12,31,-1.3,-7.2
