Year,Month,Day,DHI (w/m2),DNI (w/m2),Wind Speed (m/s),Relative Humidity (%),Pressure (mbar)
2019,1,1,40,188,1.5,60.94,972
2019,1,2,32,285,1.6,43.96,974
2019,1,3,25,301,1.4,43.76,977
2019,1,4,27,299,2.1,43.38,973
2019,1,5,55,74,1.6,49.22,971
2019,1,6,40,16,1.1,84.12,973
2019,1,7,28,288,1.4,69.43,978
2019,1,8,23,311,2.0,49.17,975
2019,1,9,53,143,2.2,44.74,974
2019,1,10,56,97,1.5,57.76,972
2019,1,11,30,281,1.2,59.90,973
2019,1,12,47,177,2.8,47.40,972
2019,1,13,54,159,1.1,68.68,973
2019,1,14,40,176,1.6,57.42,974
2019,1,15,41,6,1.7,75.66,974
2019,1,16,36,258,0.9,74.30,977
2019,1,17,48,193,1.4,63.91,976
2019,1,18,33,275,1.8,58.82,976
2019,1,19,33,288,1.9,36.88,979
2019,1,20,52,190,2.0,31.90,973
2019,1,21,36,265,2.9,44.20,968
2019,1,22,27,324,2.0,41.47,974
2019,1,23,27,319,1.5,32.90,979
2019,1,24,26,335,1.6,34.57,976
2019,1,25,31,277,2.0,35.14,974
2019,1,26,27,338,1.9,34.72,977
2019,1,27,47,235,1.6,36.51,975
2019,1,28,32,297,1.7,39.30,971
2019,1,29,72,105,1.9,35.77,968
2019,1,30,66,124,1.5,35.12,968
2019,1,31,71,132,1.4,37.75,969
2019,2,1,36,280,1.2,45.80,970
2019,2,2,68,114,1.6,60.10,969
2019,2,3,43,42,1.6,78.00,967
2019,2,4,61,50,2.1,67.14,967
2019,2,5,64,143,2.8,72.76,966
2019,2,6,33,329,2.9,56.34,971
2019,2,7,32,349,1.4,36.34,978
2019,2,8,32,338,2.0,32.73,973
2019,2,9,79,46,2.0,46.07,970
2019,2,10,41,297,1.9,46.61,969
2019,2,11,31,360,1.6,47.05,973
2019,2,12,32,342,2.1,30.77,975
2019,2,13,80,58,2.0,31.20,970
2019,2,14,35,1,2.0,65.50,969
2019,2,15,74,136,1.4,68.81,970
2019,2,16,59,230,2.5,56.54,970
2019,2,17,56,222,2.3,50.16,969
2019,2,18,66,143,1.7,58.53,969
2019,2,19,43,322,1.8,47.57,970
2019,2,20,40,342,1.4,36.43,968
2019,2,21,44,9,3.4,79.76,960
2019,2,22,55,28,2.1,79.45,967
2019,2,23,40,346,1.7,58.92,979
2019,2,24,61,259,2.1,52.38,974
2019,2,25,72,224,1.3,49.12,973
2019,2,26,59,235,1.4,40.95,973
2019,2,27,48,262,1.3,35.46,973
2019,2,28,42,338,1.3,38.98,972
2019,3,1,68,206,1.4,47.53,971
2019,3,2,76,132,2.1,52.99,970
2019,3,3,40,348,1.8,66.67,970
2019,3,4,60,271,1.2,54.50,970
2019,3,5,40,363,1.7,43.24,971
2019,3,6,64,265,2.7,41.24,969
2019,3,7,103,105,1.7,54.46,969
2019,3,8,68,201,3.2,53.64,967
2019,3,9,67,264,1.3,45.25,969
2019,3,10,45,338,1.8,42.50,967
2019,3,11,55,108,1.9,61.44,967
2019,3,12,66,79,2.3,77.76,963
2019,3,13,58,320,4.4,58.89,967
2019,3,14,40,388,1.3,41.30,974
2019,3,15,66,289,3.4,42.09,972
2019,3,16,46,364,3.4,43.93,972
2019,3,17,41,379,2.0,42.53,972
2019,3,18,45,367,1.8,42.06,971
2019,3,19,59,303,1.7,39.61,970
2019,3,20,98,177,2.1,39.39,969
2019,3,21,76,210,2.0,51.65,972
2019,3,22,45,378,1.3,41.44,973
2019,3,23,55,323,1.4,37.15,973
2019,3,24,53,360,1.2,36.00,974
2019,3,25,52,379,1.9,34.51,973
2019,3,26,103,184,1.7,33.79,969
2019,3,27,120,69,1.0,31.48,970
2019,3,28,49,379,1.7,32.53,971
2019,3,29,48,390,1.9,35.20,971
2019,3,30,47,394,2.2,30.98,970
2019,3,31,49,391,2.1,31.95,970
2019,4,1,74,313,2.4,26.80,970
2019,4,2,61,320,2.5,31.27,966
2019,4,3,52,383,1.9,41.27,969
2019,4,4,100,240,1.9,38.17,970
2019,4,5,62,305,2.2,41.94,968
2019,4,6,54,355,1.4,49.34,970
2019,4,7,50,399,1.5,35.40,973
2019,4,8,44,409,1.8,29.41,972
2019,4,9,91,289,3.2,27.46,966
2019,4,10,50,420,4.7,32.11,966
2019,4,11,69,351,2.4,31.43,966
2019,4,12,101,147,1.3,39.66,962
2019,4,13,42,436,1.5,35.93,968
2019,4,14,63,384,1.5,27.99,968
2019,4,15,105,278,2.1,29.41,965
2019,4,16,103,184,3.2,47.35,967
2019,4,17,60,379,1.7,53.03,970
2019,4,18,46,435,1.8,31.19,973
2019,4,19,50,431,2.5,23.32,968
2019,4,20,52,394,2.6,26.83,965
2019,4,21,55,409,2.5,32.28,966
2019,4,22,53,414,1.4,26.89,967
2019,4,23,111,190,1.5,34.41,967
2019,4,24,48,423,1.9,35.34,968
2019,4,25,48,423,1.6,25.51,968
2019,4,26,53,417,1.9,22.56,967
2019,4,27,48,435,1.9,22.98,966
2019,4,28,50,425,2.1,24.88,964
2019,4,29,84,82,2.9,35.03,963
2019,4,30,65,387,1.9,41.52,967
2019,5,1,59,407,1.5,32.81,967
2019,5,2,129,198,1.5,25.60,968
2019,5,3,61,413,1.5,21.49,966
2019,5,4,54,421,1.6,20.41,965
2019,5,5,80,340,1.6,20.79,962
