Year,Month,Day,DHI (w/m2),DNI (w/m2),Wind Speed (m/s),Relative Humidity (%),Pressure (mbar)
2016,1,1,27,291,2.8,51.67,970
2016,1,2,25,297,2.9,51.31,970
2016,1,3,38,211,3.2,42.95,970
2016,1,4,40,9,3.7,65.24,964
2016,1,5,49,30,1.9,89.94,969
2016,1,6,52,125,2.5,80.88,968
2016,1,7,46,31,1.9,92.74,963
2016,1,8,46,176,1.5,79.15,967
2016,1,9,27,293,1.3,67.93,971
2016,1,10,60,80,1.3,67.30,970
2016,1,11,24,319,1.8,54.96,975
2016,1,12,24,330,3.1,50.67,975
2016,1,13,26,326,2.0,38.23,970
2016,1,14,31,290,1.2,42.19,970
2016,1,15,39,112,2.0,60.04,969
2016,1,16,37,223,1.4,58.27,970
2016,1,17,23,336,1.2,53.15,971
2016,1,18,62,103,1.5,44.36,970
2016,1,19,38,260,1.4,47.90,970
2016,1,20,29,306,1.4,55.65,970
2016,1,21,30,293,2.0,43.91,975
2016,1,22,36,250,2.4,37.22,970
2016,1,23,51,191,1.7,39.07,967
2016,1,24,27,327,1.5,47.78,968
2016,1,25,28,321,1.5,48.75,970
2016,1,26,24,354,2.3,40.65,975
2016,1,27,26,341,2.2,38.11,978
2016,1,28,28,330,1.7,38.50,975
2016,1,29,40,282,1.2,39.09,970
2016,1,30,47,252,1.8,47.26,967
2016,1,31,47,179,3.8,67.62,961
2016,2,1,41,9,4.1,63.45,963
2016,2,2,27,353,1.8,41.65,970
2016,2,3,27,357,1.3,37.88,978
2016,2,4,33,315,2.2,37.91,979
2016,2,5,28,355,2.9,40.86,980
2016,2,6,29,351,3.1,34.51,976
2016,2,7,28,363,3.5,38.73,972
2016,2,8,29,357,3.9,34.41,972
2016,2,9,28,366,3.1,35.02,972
2016,2,10,38,316,2.3,32.57,972
2016,2,11,29,373,2.1,32.81,970
2016,2,12,30,371,2.2,31.04,970
2016,2,13,33,352,1.5,33.28,970
2016,2,14,30,305,1.8,33.24,970
2016,2,15,28,370,1.9,38.26,970
2016,2,16,29,377,2.1,39.48,966
2016,2,17,33,358,1.8,35.94,964
2016,2,18,80,141,2.1,33.84,967
2016,2,19,85,99,1.2,32.20,970
2016,2,20,34,353,1.2,33.64,970
2016,2,21,31,376,1.4,35.08,970
2016,2,22,30,383,2.6,34.09,964
2016,2,23,39,365,2.4,33.83,970
2016,2,24,33,379,2.3,34.76,970
2016,2,25,33,378,1.8,31.78,970
2016,2,26,34,371,1.8,29.23,970
2016,2,27,39,357,1.5,29.59,970
2016,2,28,36,363,1.3,26.78,970
2016,3,1,40,345,1.3,28.76,970
2016,3,2,49,326,1.4,26.74,970
2016,3,3,69,260,1.5,26.74,970
2016,3,4,47,327,1.3,24.83,968
2016,3,5,83,139,1.3,28.59,969
2016,3,6,97,137,2.6,38.42,965
2016,3,7,81,242,2.2,39.27,960
2016,3,8,48,337,1.7,42.13,960
2016,3,9,32,399,1.6,28.17,966
2016,3,10,33,400,1.8,25.78,970
2016,3,11,96,145,2.3,27.77,966
2016,3,12,41,369,2.3,48.28,969
2016,3,13,47,343,1.3,33.48,970
2016,3,14,58,321,1.6,40.78,970
2016,3,15,45,370,1.7,31.02,970
2016,3,16,42,380,1.9,21.96,966
2016,3,17,39,390,2.0,21.21,962
2016,3,18,44,378,1.5,21.61,962
2016,3,19,44,377,1.3,23.38,968
2016,3,20,47,364,1.7,21.25,970
2016,3,21,49,364,2.1,23.45,968
2016,3,22,58,330,3.5,30.72,962
2016,3,23,35,433,2.4,19.78,970
2016,3,24,42,400,1.9,21.43,968
2016,3,25,45,390,1.9,19.31,960
2016,3,26,46,387,2.2,18.78,961
2016,3,27,48,381,2.6,21.51,970
2016,3,28,81,240,3.8,28.57,960
2016,3,29,74,260,3.5,37.84,960
2016,3,30,50,382,1.4,34.24,963
2016,3,31,53,373,1.5,31.64,964
2016,4,1,48,390,1.0,24.06,970
2016,4,2,42,419,1.8,20.20,971
2016,4,3,43,420,1.3,20.03,970
2016,4,4,50,401,1.7,16.70,970
2016,4,5,86,293,1.4,15.05,970
2016,4,6,71,345,2.5,11.97,970
2016,4,7,111,75,3.1,25.48,965
2016,4,8,88,196,2.4,58.12,966
2016,4,9,73,322,1.8,47.30,965
2016,4,10,76,62,2.0,63.99,966
2016,4,11,50,386,1.3,61.63,970
2016,4,12,50,399,1.5,43.55,970
