,Year,Month,Day,MaxTemp (F),MinTemp (F),DHI (w/m2),DNI (w/m2),Wind Speed (m/s),Relative Humidity (%),Pressure (mbar)
1277,2018,7,2,91.0,75.0,102,250,1.9,72.3,1015
1278,2018,7,3,89.0,76.0,126,187,2.7,75.4,1015
1279,2018,7,4,90.0,73.0,72,131,2.0,75.2,1017
1280,2018,7,5,90.0,73.0,77,142,3.0,77.8,1018
1281,2018,7,6,91.0,73.0,126,188,2.9,74.8,1019
1282,2018,7,7,91.0,74.0,126,178,1.5,72.2,1018
1283,2018,7,8,91.0,76.0,104,264,3.1,76.9,1019
1284,2018,7,9,92.0,76.0,121,218,2.4,73.4,1019
1285,2018,7,10,92.0,74.0,112,141,1.8,74.8,1017
1286,2018,7,11,91.0,73.0,121,148,1.8,78.1,1016
1287,2018,7,12,92.0,70.0,126,108,1.9,77.3,1018
1288,2018,7,13,93.0,73.0,75,259,1.8,75.3,1019
1289,2018,7,14,92.0,74.0,110,208,2.1,68.8,1018
1290,2018,7,15,92.0,73.0,112,250,1.6,65.2,1017
1291,2018,7,16,93.0,77.0,135,167,2.5,75.5,1018
1292,2018,7,17,92.0,76.0,125,196,2.4,75.7,1018
1293,2018,7,18,94.0,76.0,103,190,2.3,74.6,1017
1294,2018,7,19,96.0,75.0,65,337,2.5,71.4,1015
1295,2018,7,20,94.0,76.0,111,186,3.2,76.5,1016
1296,2018,7,21,95.0,78.0,81,324,3.5,71.2,1015
1297,2018,7,22,93.0,79.0,138,138,3.4,75.2,1013
1298,2018,7,23,95.0,75.0,95,146,4.7,83.4,1012
1299,2018,7,24,92.0,74.0,127,109,4.1,82.0,1014
1300,2018,7,25,94.0,80.0,84,303,2.7,75.2,1015
1301,2018,7,26,93.0,76.0,86,143,2.1,75.4,1016
1302,2018,7,27,90.0,76.0,122,88,2.3,83.2,1016
1303,2018,7,28,92.0,77.0,103,108,2.9,80.7,1016
1304,2018,7,29,88.0,75.0,104,91,3.1,83.6,1016
1305,2018,7,30,89.0,74.0,94,91,2.8,79.3,1017
1306,2018,7,31,91.0,76.0,109,241,3.7,79.1,1018
1307,2018,8,1,89.0,76.0,141,105,4.2,82.4,1017
1308,2018,8,2,90.0,75.0,85,311,4.3,78.3,1018
1309,2018,8,3,91.0,77.0,71,315,5.0,77.8,1018
1310,2018,8,4,90.0,76.0,78,300,4.3,77.4,1018
1311,2018,8,5,90.0,77.0,63,350,4.5,76.6,1019
1312,2018,8,6,92.0,75.0,72,313,4.8,76.6,1017
1313,2018,8,7,90.0,75.0,89,243,4.0,78.5,1017
1314,2018,8,8,92.0,76.0,97,272,2.5,77.3,1018
1315,2018,8,9,94.0,75.0,121,129,1.3,74.4,1018
1316,2018,8,10,96.0,71.0,84,198,2.0,77.8,1017
1317,2018,8,11,91.0,72.0,85,179,1.7,77.1,1017
1318,2018,8,12,90.0,72.0,76,255,1.9,76.1,1018
1319,2018,8,13,92.0,74.0,98,244,3.0,75.1,1018
1320,2018,8,14,91.0,76.0,122,175,3.2,75.4,1017
1321,2018,8,15,92.0,76.0,78,313,4.1,74.3,1017
1322,2018,8,16,92.0,78.0,65,335,4.5,75.9,1019
1323,2018,8,17,92.0,79.0,70,319,4.1,77.8,1020
1324,2018,8,18,,,81,309,3.3,79.0,1018
1325,2018,8,19,92.0,74.0,67,152,2.6,79.7,1017
1326,2018,8,20,92.0,76.0,72,311,3.3,78.8,1018
1327,2018,8,21,91.0,76.0,49,367,3.1,72.2,1018
1328,2018,8,22,91.0,76.0,97,151,1.6,74.3,1017
1329,2018,8,23,92.0,75.0,73,213,1.8,72.8,1015
1330,2018,8,24,91.0,76.0,85,162,2.7,78.2,1015
1331,2018,8,25,87.0,75.0,63,56,3.5,83.4,1017
1332,2018,8,26,91.0,74.0,65,328,4.5,79.0,1018
1333,2018,8,27,90.0,75.0,57,339,3.5,78.8,1017
1334,2018,8,28,88.0,75.0,121,109,4.2,79.4,1018
1335,2018,8,29,90.0,76.0,104,167,4.1,79.8,1018
1336,2018,8,30,89.0,75.0,116,96,4.2,81.1,1017
1337,2018,8,31,90.0,76.0,110,171,3.8,83.0,1016
1338,2018,9,1,90.0,76.0,71,234,4.6,82.3,1016
1339,2018,9,2,88.0,74.0,102,131,6.1,84.8,1016
1340,2018,9,3,78.0,74.0,43,10,7.3,89.1,1015
1341,2018,9,4,89.0,74.0,112,211,4.0,85.3,1016
1342,2018,9,5,90.0,76.0,65,313,4.2,82.0,1015
1343,2018,9,6,89.0,76.0,71,276,3.8,80.5,1014
1344,2018,9,7,86.0,73.0,90,155,3.2,83.3,1014
1345,2018,9,8,86.0,74.0,104,103,2.5,81.4,1013
1346,2018,9,9,91.0,75.0,90,238,2.5,80.6,1013
1347,2018,9,10,88.0,77.0,114,98,1.8,76.6,1015
1348,2018,9,11,91.0,76.0,122,98,1.5,77.6,1015
1349,2018,9,12,92.0,76.0,84,220,1.2,75.0,1014
1350,2018,9,13,93.0,77.0,75,247,1.7,76.9,1014
1351,2018,9,14,93.0,76.0,78,162,1.9,79.6,1013
1352,2018,9,15,91.0,74.0,70,200,2.0,76.6,1012
1353,2018,9,16,92.0,75.0,47,343,2.4,76.6,1012
1354,2018,9,17,92.0,76.0,53,334,3.8,78.1,1014
1355,2018,9,18,91.0,76.0,57,325,3.3,75.9,1013
1356,2018,9,19,92.0,76.0,76,199,2.3,76.5,1014
1357,2018,9,20,92.0,77.0,80,238,2.5,75.9,1015
1358,2018,9,21,91.0,76.0,88,170,3.3,79.3,1016
1359,2018,9,22,91.0,75.0,95,179,2.6,76.4,1014
1360,2018,9,23,91.0,77.0,47,346,2.2,75.7,1014
1361,2018,9,24,91.0,77.0,54,326,2.8,80.5,1015
1362,2018,9,25,92.0,79.0,61,303,2.8,77.7,1016
1363,2018,9,26,91.0,75.0,53,315,4.1,77.6,1016
1364,2018,9,27,91.0,79.0,65,293,4.4,79.1,1015
1365,2018,9,28,91.0,77.0,50,322,4.4,77.5,1017
1366,2018,9,29,90.0,77.0,54,267,5.9,80.4,1016
1367,2018,9,30,90.0,76.0,60,309,6.1,77.6,1016
1368,2018,10,1,90.0,77.0,55,300,5.5,79.1,1017
1369,2018,10,2,90.0,75.0,82,209,5.8,78.0,1016
1370,2018,10,3,90.0,73.0,87,199,5.7,74.4,1014
1371,2018,10,4,89.0,75.0,72,199,5.4,82.0,1014
1372,2018,10,5,89.0,77.0,53,317,5.2,78.3,1015
1373,2018,10,6,88.0,74.0,95,169,6.0,74.5,1015
1374,2018,10,7,87.0,78.0,116,95,6.7,75.4,1014
1375,2018,10,8,87.0,80.0,114,70,7.5,81.5,1012
1376,2018,10,9,90.0,81.0,117,93,5.7,86.1,1011
1377,2018,10,10,92.0,82.0,98,166,5.2,87.9,1011
1378,2018,10,11,91.0,79.0,90,97,3.0,87.2,1011
1379,2018,10,12,92.0,76.0,68,192,2.1,82.6,1010
1380,2018,10,13,93.0,73.0,49,288,2.0,80.6,1012
1381,2018,10,14,92.0,75.0,47,313,3.0,81.9,1015
1382,2018,10,15,91.0,78.0,59,270,5.6,79.3,1017
1383,2018,10,16,91.0,80.0,65,261,6.4,79.7,1017
1384,2018,10,17,90.0,75.0,48,312,5.5,78.5,1018
1385,2018,10,18,90.0,74.0,72,236,5.2,79.2,1019
1386,2018,10,19,89.0,73.0,43,331,4.8,77.2,1019
1387,2018,10,20,91.0,70.0,75,203,1.6,72.5,1016
1388,2018,10,21,92.0,74.0,57,280,4.4,76.6,1015
1389,2018,10,22,88.0,75.0,66,115,5.7,75.9,1017
1390,2018,10,23,88.0,71.0,83,148,3.6,73.6,1017
1391,2018,10,24,90.0,70.0,52,273,3.3,74.6,1015
1392,2018,10,25,88.0,69.0,59,246,2.3,73.1,1013
1393,2018,10,26,90.0,70.0,53,261,3.9,77.5,1011
1394,2018,10,27,90.0,71.0,62,225,4.2,79.4,1013
1395,2018,10,28,84.0,66.0,43,330,5.9,71.1,1018
1396,2018,10,29,85.0,60.0,42,334,4.6,69.3,1018
1397,2018,10,30,87.0,61.0,61,257,4.7,71.3,1018
1398,2018,10,31,86.0,64.0,80,169,5.2,70.1,1018
1399,2018,11,1,87.0,69.0,80,181,4.4,73.7,1015
1400,2018,11,2,89.0,70.0,78,174,4.2,85.6,1014
1401,2018,11,3,84.0,71.0,90,43,4.4,90.4,1017
1402,2018,11,4,88.0,74.0,69,180,4.5,84.8,1018
1403,2018,11,5,87.0,70.0,41,303,3.7,75.1,1017
1404,2018,11,6,88.0,69.0,62,220,2.8,79.1,1015
1405,2018,11,7,87.0,72.0,37,310,3.7,80.6,1015
1406,2018,11,8,89.0,72.0,41,300,3.4,80.9,1015
1407,2018,11,9,88.0,71.0,38,305,3.0,77.9,1015
1408,2018,11,10,91.0,69.0,45,266,2.0,77.5,1016
1409,2018,11,11,87.0,73.0,56,218,4.8,82.5,1017
1410,2018,11,12,87.0,74.0,42,287,4.6,79.8,1017
1411,2018,11,13,88.0,73.0,57,220,3.7,84.5,1016
1412,2018,11,14,88.0,71.0,36,306,3.5,83.3,1016
1413,2018,11,15,86.0,68.0,73,155,4.3,84.0,1014
1414,2018,11,16,76.0,60.0,53,178,5.9,77.7,1016
1415,2018,11,17,80.0,65.0,71,81,5.2,78.4,1018
1416,2018,11,18,84.0,67.0,58,204,3.7,71.9,1018
1417,2018,11,19,86.0,69.0,45,252,1.9,75.4,1017
1418,2018,11,20,88.0,67.0,54,203,1.6,78.5,1017
1419,2018,11,21,86.0,70.0,45,155,3.6,82.0,1018
1420,2018,11,22,82.0,67.0,79,34,3.9,81.8,1018
1421,2018,11,23,84.0,66.0,53,187,3.5,75.9,1015
1422,2018,11,24,,,72,106,4.0,80.2,1012
1423,2018,11,25,87.0,68.0,57,184,2.4,82.6,1013
1424,2018,11,26,88.0,65.0,54,195,2.8,81.6,1014
1425,2018,11,27,75.0,55.0,72,43,6.0,82.5,1014
1426,2018,11,28,66.0,47.0,32,346,6.4,57.0,1018
1427,2018,11,29,75.0,45.0,53,184,3.7,60.4,1020
1428,2018,11,30,79.0,60.0,74,42,3.1,76.0,1019
1429,2018,12,1,84.0,74.0,74,101,4.1,81.6,1016
1430,2018,12,2,88.0,74.0,45,255,3.4,89.9,1015
1431,2018,12,3,89.0,73.0,40,279,2.6,87.6,1016
1432,2018,12,4,87.0,65.0,48,101,2.3,89.2,1015
1433,2018,12,5,73.0,57.0,64,149,6.7,73.3,1019
1434,2018,12,6,77.0,53.0,45,273,5.4,72.2,1023
1435,2018,12,7,81.0,56.0,49,224,4.2,71.5,1024
1436,2018,12,8,82.0,59.0,56,176,3.9,81.6,1021
1437,2018,12,9,84.0,71.0,74,91,4.8,88.7,1016
1438,2018,12,10,75.0,59.0,75,36,5.5,80.1,1017
1439,2018,12,11,68.0,50.0,40,300,6.3,76.5,1023
1440,2018,12,12,77.0,50.0,55,162,4.5,73.1,1022
1441,2018,12,13,81.0,62.0,67,94,3.7,73.5,1019
1442,2018,12,14,83.0,71.0,65,171,5.0,86.4,1017
1443,2018,12,15,82.0,66.0,47,32,4.0,91.5,1017
1444,2018,12,16,80.0,61.0,44,237,3.2,77.2,1019
1445,2018,12,17,74.0,50.0,32,323,4.1,77.3,1019
1446,2018,12,18,78.0,49.0,34,314,2.1,67.3,1018
1447,2018,12,19,81.0,56.0,36,285,3.2,74.3,1016
1448,2018,12,20,85.0,64.0,51,207,7.0,88.1,1009
1449,2018,12,21,75.0,57.0,59,194,10.1,72.8,1011
1450,2018,12,22,72.0,51.0,46,226,3.5,68.6,1020
1451,2018,12,23,76.0,51.0,42,277,3.1,70.8,1022
1452,2018,12,24,78.0,54.0,54,203,4.3,76.0,1022
1453,2018,12,25,79.0,58.0,60,59,4.7,75.9,1021
1454,2018,12,26,79.0,68.0,51,33,7.2,80.8,1021
1455,2018,12,27,82.0,73.0,75,86,6.9,84.2,1020
1456,2018,12,28,83.0,74.0,75,116,5.0,89.2,1020
1457,2018,12,29,85.0,67.0,47,244,3.3,91.0,1020
1458,2018,12,30,83.0,65.0,35,301,4.0,80.0,1020
1459,2018,12,31,84.0,67.0,50,232,4.4,76.0,1020
1460,2019,1,1,83.0,66.0,55,219,4.0,79.96,1020
1461,2019,1,2,83.0,68.0,33,309,4.5,77.85,1020
1462,2019,1,3,84.0,67.0,68,117,4.2,85.12,1017
1463,2019,1,4,84.0,66.0,61,203,4.5,83.23,1016
1464,2019,1,5,81.0,56.0,62,159,4.8,82.99,1016
1465,2019,1,6,78.0,53.0,41,276,3.6,77.4,1019
1466,2019,1,7,81.0,57.0,33,321,3.7,69.74,1021
1467,2019,1,8,83.0,58.0,35,262,1.8,69.73,1020
1468,2019,1,9,78.0,56.0,64,168,4.1,75.37,1018
1469,2019,1,10,69.0,49.0,31,353,5.8,60.21,1018
1470,2019,1,11,78.0,51.0,50,217,4.1,74.05,1019
1471,2019,1,12,80.0,60.0,53,236,4.1,75.88,1021
1472,2019,1,13,83.0,63.0,43,245,2.1,82.28,1020
1473,2019,1,14,80.0,56.0,39,298,3.5,80.59,1019
1474,2019,1,15,72.0,54.0,56,211,4.7,78.47,1020
1475,2019,1,16,74.0,51.0,42,295,4.2,75.27,1021
1476,2019,1,17,79.0,54.0,54,209,2.4,77.23,1021
1477,2019,1,18,82.0,53.0,37,317,1.9,69.46,1019
1478,2019,1,19,79.0,55.0,54,263,3.8,75.27,1016
1479,2019,1,20,75.0,54.0,64,113,7.8,83.78,1015
1480,2019,1,21,72.0,45.0,43,303,5.5,77.96,1023
1481,2019,1,22,78.0,55.0,51,268,7.3,68.97,1025
1482,2019,1,23,80.0,70.0,79,93,6.9,76.67,1021
1483,2019,1,24,84.0,69.0,59,79,4.6,91.12,1016
1484,2019,1,25,70.0,59.0,72,134,5.4,82.3,1019
1485,2019,1,26,68.0,56.0,33,2,5.6,87.97,1018
1486,2019,1,27,77.0,60.0,55,18,5.5,91.15,1009
1487,2019,1,28,63.0,46.0,48,240,6.3,85.89,1014
1488,2019,1,29,71.0,46.0,35,355,3.0,73.12,1016
1489,2019,1,30,72.0,51.0,62,47,2.0,70.24,1019
1490,2019,1,31,79.0,56.0,75,148,3.6,87.01,1021
1491,2019,2,1,80.0,60.0,61,233,2.9,82.64,1020
1492,2019,2,2,82.0,67.0,56,236,2.6,86.34,1018
1493,2019,2,3,86.0,62.0,45,308,1.8,82.52,1016
1494,2019,2,4,79.0,61.0,57,222,2.7,82.99,1016
1495,2019,2,5,81.0,59.0,58,237,2.7,77.95,1018
1496,2019,2,6,80.0,58.0,39,337,3.9,73.28,1020
1497,2019,2,7,80.0,58.0,43,329,4.4,73.55,1020
1498,2019,2,8,83.0,60.0,56,254,3.7,71.24,1021
1499,2019,2,9,80.0,62.0,61,153,5.9,75.09,1023
1500,2019,2,10,82.0,66.0,60,241,6.5,76.29,1022
1501,2019,2,11,79.0,68.0,85,96,5.3,82.73,1019
1502,2019,2,12,84.0,69.0,49,302,5.3,85.26,1017
1503,2019,2,13,74.0,61.0,38,1,5.4,92.12,1016
1504,2019,2,14,80.0,57.0,69,228,5.5,79.77,1016
1505,2019,2,15,84.0,58.0,67,245,2.1,75.79,1014
1506,2019,2,16,83.0,56.0,63,260,2.9,75.99,1013
1507,2019,2,17,85.0,64.0,61,264,4.0,81.12,1015
1508,2019,2,18,88.0,75.0,70,238,4.3,86.05,1019
1509,2019,2,19,85.0,71.0,43,332,5.6,80.98,1020
1510,2019,2,20,86.0,73.0,56,267,6.7,80.13,1018
1511,2019,2,21,85.0,72.0,61,274,5.5,78.01,1019
1512,2019,2,22,87.0,70.0,55,296,4.4,79.39,1020
1513,2019,2,23,86.0,73.0,66,254,5.6,82.14,1019
1514,2019,2,24,89.0,69.0,63,237,4.0,78.24,1019
1515,2019,2,25,86.0,67.0,72,205,4.8,78.86,1022
1516,2019,2,26,83.0,72.0,88,147,5.9,79.71,1022
1517,2019,2,27,86.0,67.0,66,238,3.3,77.27,1018
1518,2019,2,28,86.0,64.0,39,360,2.8,76.24,1017
1519,2019,3,1,84.0,63.0,56,313,2.6,73.97,1019
1520,2019,3,2,87.0,60.0,58,317,2.0,70.58,1018
1521,2019,3,3,88.0,67.0,79,186,3.6,75.9,1015
1522,2019,3,4,91.0,65.0,48,336,3.5,71.38,1015
1523,2019,3,5,88.0,64.0,77,204,4.0,78.01,1017
1524,2019,3,6,73.0,54.0,44,366,7.1,66.12,1023
1525,2019,3,7,77.0,51.0,77,272,5.1,68.34,1023
1526,2019,3,8,78.0,57.0,74,92,4.7,67.67,1020
1527,2019,3,9,83.0,64.0,55,315,5.0,75.23,1018
1528,2019,3,10,86.0,70.0,56,317,4.6,81.05,1020
1529,2019,3,11,86.0,67.0,50,334,3.5,80.04,1021
1530,2019,3,12,89.0,64.0,69,275,2.6,78.4,1019
1531,2019,3,13,83.0,74.0,110,170,6.6,77.76,1018
1532,2019,3,14,83.0,72.0,86,237,6.1,77.26,1019
1533,2019,3,15,83.0,72.0,97,125,4.4,77.64,1019
1534,2019,3,16,86.0,65.0,80,172,2.2,73.12,1018
1535,2019,3,17,86.0,67.0,104,154,1.5,74.43,1017
1536,2019,3,18,81.0,67.0,108,66,4.0,84.24,1016
1537,2019,3,19,72.0,63.0,43,9,7.7,89.47,1015
1538,2019,3,20,82.0,64.0,78,205,5.1,82.94,1015
1539,2019,3,21,82.0,56.0,66,311,5.0,74.44,1015
1540,2019,3,22,77.0,55.0,53,379,4.5,55.74,1018
1541,2019,3,23,80.0,54.0,52,377,3.3,60.14,1021
1542,2019,3,24,81.0,60.0,99,225,5.1,69.67,1021
1543,2019,3,25,84.0,63.0,92,225,2.4,73.95,1018
1544,2019,3,26,88.0,62.0,55,312,3.2,69.59,1015
1545,2019,3,27,82.0,60.0,58,332,6.4,74.63,1016
1546,2019,3,28,80.0,62.0,105,161,7.9,74.05,1019
1547,2019,3,29,82.0,61.0,102,190,5.4,68.21,1019
1548,2019,3,30,83.0,58.0,93,270,4.0,69.97,1017
1549,2019,3,31,84.0,62.0,84,234,2.6,71.6,1016
1550,2019,4,1,86.0,63.0,69,326,2.6,68.65,1017
1551,2019,4,2,90.0,65.0,83,279,3.3,71.72,1018
1552,2019,4,3,85.0,67.0,105,131,6.0,81.99,1022
1553,2019,4,4,81.0,70.0,92,14,5.1,84.72,1022
1554,2019,4,5,84.0,69.0,135,145,4.7,74.51,1019
1555,2019,4,6,86.0,69.0,79,306,4.3,76.58,1019
1556,2019,4,7,86.0,74.0,62,332,5.4,79.06,1019
1557,2019,4,8,87.0,76.0,99,233,5.6,77.51,1017
1558,2019,4,9,85.0,70.0,45,6,5.4,83.46,1012
1559,2019,4,10,88.0,68.0,107,221,5.1,77.67,1009
1560,2019,4,11,87.0,62.0,58,330,2.5,71.27,1012
1561,2019,4,12,88.0,65.0,53,380,4.1,73.6,1015
1562,2019,4,13,86.0,74.0,51,374,5.4,77.52,1015
1563,2019,4,14,89.0,78.0,93,275,5.8,78.75,1014
1564,2019,4,15,90.0,65.0,95,239,4.6,76.0,1015
1565,2019,4,16,85.0,63.0,54,392,5.0,66.65,1019
1566,2019,4,17,84.0,64.0,52,397,4.4,69.53,1017
1567,2019,4,18,87.0,70.0,73,309,6.0,76.59,1015
1568,2019,4,19,91.0,71.0,76,239,7.3,79.06,1012
1569,2019,4,20,83.0,63.0,100,159,5.8,66.9,1015
1570,2019,4,21,83.0,57.0,52,407,2.3,55.28,1019
1571,2019,4,22,82.0,63.0,57,388,4.4,63.56,1019
1572,2019,4,23,83.0,59.0,73,355,4.6,64.34,1018
1573,2019,4,24,84.0,61.0,68,355,2.8,63.55,1016
1574,2019,4,25,87.0,65.0,106,257,3.8,69.32,1015
1575,2019,4,26,92.0,71.0,109,192,5.7,75.43,1013
1576,2019,4,27,86.0,66.0,79,338,3.9,78.06,1014
1577,2019,4,28,88.0,67.0,81,289,2.9,73.49,1016
1578,2019,4,29,88.0,71.0,66,353,4.2,76.65,1018
1579,2019,4,30,87.0,72.0,57,375,7.2,71.99,1020
1580,2019,5,1,85.0,73.0,95,213,7.0,75.81,1018
1581,2019,5,2,90.0,73.0,123,192,4.2,81.17,1016
1582,2019,5,3,89.0,74.0,95,251,4.4,79.95,1016
1583,2019,5,4,90.0,76.0,69,331,4.3,82.04,1014
1584,2019,5,5,92.0,73.0,112,192,3.8,83.93,1013
1585,2019,5,6,92.0,71.0,80,152,2.0,82.34,1015
1586,2019,5,7,87.0,72.0,128,119,2.1,80.9,1016
1587,2019,5,8,89.0,72.0,77,244,4.2,77.61,1015
1588,2019,5,9,89.0,74.0,79,292,3.6,79.27,1015
1589,2019,5,10,90.0,73.0,92,271,3.4,77.73,1015
1590,2019,5,11,89.0,73.0,76,302,4.1,77.99,1014
1591,2019,5,12,93.0,74.0,83,240,3.9,77.24,1013
1592,2019,5,13,95.0,74.0,84,296,3.8,76.34,1013
1593,2019,5,14,96.0,74.0,121,211,4.1,78.23,1013
1594,2019,5,15,89.0,73.0,125,64,2.3,71.63,1014
1595,2019,5,16,85.0,72.0,127,202,4.1,80.24,1015
1596,2019,5,17,87.0,69.0,80,299,4.5,72.72,1015
1597,2019,5,18,89.0,67.0,104,254,4.2,75.52,1015
1598,2019,5,19,90.0,70.0,65,360,3.8,75.29,1015
1599,2019,5,20,89.0,70.0,99,229,2.9,73.01,1015
1600,2019,5,21,91.0,71.0,54,390,3.3,71.15,1014
1601,2019,5,22,90.0,70.0,53,410,4.7,69.84,1017
1602,2019,5,23,90.0,76.0,76,337,6.8,72.04,1018
1603,2019,5,24,88.0,75.0,73,363,6.6,67.89,1018
1604,2019,5,25,88.0,74.0,99,297,6.5,68.99,1018
1605,2019,5,26,89.0,76.0,68,369,5.8,75.18,1018
1606,2019,5,27,89.0,73.0,60,391,5.2,75.11,1016
1607,2019,5,28,88.0,71.0,53,418,4.6,69.7,1014
1608,2019,5,29,90.0,70.0,102,296,4.1,69.93,1014
1609,2019,5,30,91.0,76.0,53,410,4.5,74.66,1014
1610,2019,5,31,92.0,77.0,67,348,4.0,76.39,1014
1611,2019,6,1,94.0,72.0,89,258,2.8,71.58,1013
1612,2019,6,2,94.0,75.0,74,287,2.6,70.14,1013
1613,2019,6,3,95.0,79.0,97,249,3.0,71.15,1015
1614,2019,6,4,95.0,76.0,82,166,2.5,70.91,1016
1615,2019,6,5,92.0,75.0,93,252,3.1,74.32,1016
1616,2019,6,6,92.0,75.0,111,221,3.1,72.22,1013
1617,2019,6,7,94.0,78.0,111,140,2.9,76.22,1012
1618,2019,6,8,,,91,123,3.5,80.7,1013
1619,2019,6,9,92.0,77.0,108,52,3.8,82.92,1015
1620,2019,6,10,90.0,75.0,95,94,3.4,84.0,1016
1621,2019,6,11,92.0,75.0,87,253,2.3,75.4,1015
1622,2019,6,12,92.0,74.0,103,160,2.7,77.0,1016
1623,2019,6,13,91.0,74.0,84,171,1.8,78.09,1017
1624,2019,6,14,94.0,74.0,104,138,2.1,83.05,1017
1625,2019,6,15,91.0,76.0,58,133,2.8,82.49,1017
1626,2019,6,16,82.0,73.0,53,11,3.9,87.54,1016
1627,2019,6,17,86.0,75.0,96,48,4.4,85.23,1017
1628,2019,6,18,92.0,73.0,92,166,3.0,78.17,1017
1629,2019,6,19,93.0,74.0,73,294,3.2,79.4,1016
1630,2019,6,20,93.0,79.0,71,354,3.5,77.27,1016
1631,2019,6,21,94.0,77.0,97,295,2.5,75.76,1018
1632,2019,6,22,95.0,76.0,103,290,1.7,74.28,1019
1633,2019,6,23,96.0,77.0,94,291,1.9,70.48,1017
1634,2019,6,24,98.0,75.0,92,252,2.2,68.68,1016
1635,2019,6,25,96.0,76.0,98,223,2.3,68.7,1017
1636,2019,6,26,94.0,76.0,109,247,2.0,68.75,1017
1637,2019,6,27,92.0,74.0,123,201,3.7,74.52,1017
1638,2019,6,28,92.0,75.0,91,177,4.4,76.25,1017
1639,2019,6,29,87.0,74.0,107,94,4.6,82.28,1018
1640,2019,6,30,89.0,75.0,80,83,2.1,79.12,1017
1641,2019,7,1,95.0,75.0,64,356,2.1,73.39,1016
1642,2019,7,2,96.0,77.0,74,337,2.9,73.06,1015
1643,2019,7,3,94.0,76.0,90,122,2.0,75.57,1014
1644,2019,7,4,92.0,77.0,84,313,3.0,73.34,1015
1645,2019,7,5,92.0,78.0,114,205,3.6,74.78,1017
1646,2019,7,6,89.0,76.0,74,50,3.8,77.72,1018
1647,2019,7,7,91.0,76.0,110,169,2.2,74.81,1016
1648,2019,7,8,90.0,74.0,74,83,2.3,82.88,1014
1649,2019,7,9,90.0,76.0,117,171,3.2,77.38,1015
1650,2019,7,10,92.0,76.0,117,241,3.6,75.32,1016
1651,2019,7,11,90.0,75.0,107,206,4.4,77.89,1016
1652,2019,7,12,89.0,73.0,137,31,3.2,75.95,1016
1653,2019,7,13,92.0,79.0,116,189,4.4,77.58,1017
1654,2019,7,14,92.0,81.0,84,304,4.8,73.55,1018
1655,2019,7,15,91.0,77.0,110,254,4.3,76.92,1017
1656,2019,7,16,92.0,79.0,77,334,3.7,73.27,1018
1657,2019,7,17,93.0,78.0,56,378,3.5,73.41,1018
1658,2019,7,18,93.0,77.0,135,182,3.1,74.23,1017
1659,2019,7,19,93.0,78.0,73,317,3.5,73.57,1017
1660,2019,7,20,,,107,196,3.8,76.17,1017
1661,2019,7,21,92.0,75.0,84,298,2.9,75.11,1016
1662,2019,7,22,94.0,74.0,89,173,2.9,75.67,1015
1663,2019,7,23,95.0,73.0,69,291,2.2,70.89,1014
1664,2019,7,24,95.0,77.0,90,286,3.4,71.3,1015
1665,2019,7,25,95.0,73.0,64,168,2.0,80.17,1017
1666,2019,7,26,90.0,74.0,105,163,1.0,73.22,1019
1667,2019,7,27,93.0,74.0,112,197,0.9,71.5,1019
1668,2019,7,28,95.0,75.0,67,250,1.3,73.54,1018
1669,2019,7,29,93.0,74.0,89,293,1.8,74.03,1015
1670,2019,7,30,93.0,75.0,80,307,2.1,74.64,1015
1671,2019,7,31,92.0,77.0,109,191,3.6,76.52,1016
1672,2019,8,1,84.0,79.0,107,84,4.8,83.53,1014
1673,2019,8,2,91.0,75.0,140,123,3.3,84.31,1013
1674,2019,8,3,92.0,75.0,74,107,3.8,84.93,1014
1675,2019,8,4,93.0,76.0,84,146,2.9,83.45,1015
1676,2019,8,5,90.0,77.0,80,62,1.8,83.61,1016
1677,2019,8,6,91.0,75.0,100,134,1.9,80.47,1015
1678,2019,8,7,90.0,76.0,80,198,1.9,79.66,1015
1679,2019,8,8,94.0,76.0,61,207,1.6,75.63,1015
1680,2019,8,9,95.0,75.0,55,247,1.6,76.38,1015
1681,2019,8,10,94.0,77.0,79,248,1.7,74.35,1014
1682,2019,8,11,92.0,77.0,90,159,1.4,77.74,1015
1683,2019,8,12,91.0,77.0,100,169,2.1,76.98,1014
1684,2019,8,13,91.0,73.0,89,208,1.6,75.47,1014
1685,2019,8,14,90.0,75.0,105,179,2.2,80.25,1015
1686,2019,8,15,92.0,76.0,81,157,3.3,79.87,1016
1687,2019,8,16,93.0,73.0,93,256,2.8,74.34,1017
1688,2019,8,17,93.0,75.0,99,185,2.7,72.22,1018
1689,2019,8,18,92.0,76.0,101,259,3.3,72.68,1017
1690,2019,8,19,90.0,76.0,101,220,4.4,76.51,1017
1691,2019,8,20,90.0,77.0,86,266,4.5,80.16,1017
1692,2019,8,21,90.0,75.0,76,289,3.4,74.44,1017
1693,2019,8,22,91.0,76.0,113,142,3.5,80.32,1015
1694,2019,8,23,90.0,76.0,110,126,2.0,78.47,1013
1695,2019,8,24,88.0,77.0,88,108,3.4,85.03,1013
1696,2019,8,25,94.0,79.0,108,144,3.5,82.91,1013
1697,2019,8,26,95.0,78.0,59,164,2.4,79.29,1014
1698,2019,8,27,96.0,78.0,67,271,2.6,75.63,1014
