,Year,Month,Day,MaxTemp (F),MinTemp (F),DHI (w/m2),DNI (w/m2),Wind Speed (m/s),Relative Humidity (%),Pressure (mbar)
849,2017,4,30,87.0,76.0,136,171,7.8,78.08,1010
850,2017,5,1,87.0,77.0,153,116,6.3,81.55,1010
851,2017,5,2,88.0,70.0,127,138,3.9,81.57,1010
852,2017,5,3,87.0,67.0,87,311,3.5,81.19,1010
853,2017,5,4,89.0,70.0,75,287,3.4,78.69,1010
854,2017,5,5,87.0,63.0,116,85,6.9,83.92,1002
855,2017,5,6,84.0,61.0,67,377,5.6,62.7,1010
856,2017,5,7,86.0,60.0,55,407,2.5,58.4,1010
857,2017,5,8,88.0,57.0,56,401,2.0,59.15,1010
858,2017,5,9,88.0,62.0,66,370,2.3,64.4,1010
859,2017,5,10,88.0,66.0,78,345,1.9,67.56,1010
860,2017,5,11,89.0,66.0,58,390,2.5,69.4,1010
861,2017,5,12,91.0,65.0,83,337,3.4,73.84,1010
862,2017,5,13,92.0,72.0,100,281,5.6,74.02,1010
863,2017,5,14,89.0,70.0,134,129,4.7,81.22,1010
864,2017,5,15,95.0,67.0,59,372,2.4,79.05,1010
865,2017,5,16,90.0,71.0,72,326,4.8,80.9,1010
866,2017,5,17,89.0,79.0,111,250,7.2,80.86,1010
867,2017,5,18,89.0,76.0,111,188,7.4,84.55,1010
868,2017,5,19,89.0,79.0,126,209,7.0,83.58,1010
869,2017,5,20,89.0,80.0,79,329,6.1,78.43,1010
870,2017,5,21,90.0,73.0,57,384,4.3,77.34,1010
871,2017,5,22,90.0,72.0,56,382,3.6,74.51,1010
872,2017,5,23,91.0,71.0,77,324,4.8,76.98,1010
873,2017,5,24,92.0,70.0,128,204,6.4,82.71,1010
874,2017,5,25,92.0,76.0,137,59,6.0,86.78,1010
875,2017,5,26,92.0,77.0,100,242,1.8,82.19,1010
876,2017,5,27,,,95,296,2.1,77.57,1010
877,2017,5,28,95.0,77.0,71,350,2.7,69.05,1010
878,2017,5,29,,,115,210,2.4,72.52,1010
879,2017,5,30,,,83,256,3.5,75.57,1010
880,2017,5,31,93.0,80.0,87,257,3.9,75.38,1010
881,2017,6,1,93.0,75.0,129,219,3.2,81.61,1010
882,2017,6,2,87.0,75.0,150,42,3.4,87.4,1010
883,2017,6,3,86.0,74.0,115,58,2.5,87.32,1010
884,2017,6,4,85.0,75.0,143,46,3.4,81.89,1010
885,2017,6,5,90.0,76.0,143,76,3.7,85.22,1010
886,2017,6,6,90.0,74.0,103,61,4.3,96.23,1010
887,2017,6,7,86.0,71.0,102,33,5.7,95.65,1008
888,2017,6,8,92.0,75.0,128,143,6.2,92.26,1004
889,2017,6,9,89.0,74.0,127,77,2.5,89.61,1010
890,2017,6,10,90.0,76.0,150,94,3.3,91.34,1010
891,2017,6,11,91.0,81.0,109,256,4.6,88.97,1011
892,2017,6,12,89.0,77.0,149,81,4.0,86.25,1010
893,2017,6,13,90.0,77.0,105,260,3.9,82.58,1010
894,2017,6,14,87.0,76.0,136,97,3.5,83.74,1010
895,2017,6,15,90.0,72.0,79,299,2.2,85.58,1010
896,2017,6,16,89.0,73.0,101,222,3.0,88.09,1010
897,2017,6,17,90.0,76.0,126,206,3.7,84.03,1010
898,2017,6,18,90.0,78.0,131,114,5.9,84.25,1010
899,2017,6,19,87.0,77.0,142,122,6.3,89.1,1010
900,2017,6,20,89.0,82.0,148,196,6.6,81.91,1010
901,2017,6,21,90.0,79.0,131,225,5.4,85.53,1010
902,2017,6,22,90.0,79.0,57,382,5.2,80.96,1010
903,2017,6,23,91.0,79.0,62,372,5.0,77.18,1010
904,2017,6,24,91.0,81.0,78,348,4.2,78.5,1010
905,2017,6,25,91.0,80.0,51,399,3.7,76.57,1010
906,2017,6,26,93.0,76.0,52,393,2.4,76.35,1010
907,2017,6,27,93.0,74.0,91,129,1.6,76.87,1010
908,2017,6,28,92.0,75.0,90,207,1.9,81.4,1010
909,2017,6,29,91.0,76.0,119,247,2.3,80.96,1010
910,2017,6,30,91.0,77.0,75,316,3.9,79.08,1010
911,2017,7,1,93.0,82.0,67,354,3.7,78.85,1011
912,2017,7,2,91.0,77.0,72,348,3.2,79.32,1014
913,2017,7,3,92.0,81.0,64,361,3.6,79.59,1010
914,2017,7,4,91.0,79.0,134,221,3.7,79.86,1010
915,2017,7,5,92.0,80.0,97,294,4.6,79.81,1010
916,2017,7,6,93.0,79.0,72,347,3.8,78.89,1011
917,2017,7,7,93.0,77.0,131,219,2.1,80.78,1010
918,2017,7,8,93.0,76.0,113,264,1.7,78.89,1010
919,2017,7,9,94.0,76.0,82,339,3.2,78.03,1010
920,2017,7,10,94.0,75.0,153,134,3.6,82.57,1010
921,2017,7,11,92.0,75.0,127,145,3.0,80.83,1010
922,2017,7,12,93.0,75.0,114,123,4.3,88.7,1010
923,2017,7,13,92.0,77.0,94,268,5.0,87.98,1010
924,2017,7,14,92.0,80.0,81,320,4.3,82.17,1010
925,2017,7,15,93.0,78.0,109,278,3.3,80.51,1010
926,2017,7,16,92.0,75.0,111,223,2.8,86.16,1010
927,2017,7,17,93.0,78.0,62,364,3.7,84.23,1010
928,2017,7,18,91.0,76.0,101,120,2.2,79.28,1010
929,2017,7,19,91.0,77.0,144,160,2.3,83.23,1010
930,2017,7,20,92.0,76.0,108,161,1.8,78.76,1010
931,2017,7,21,90.0,73.0,87,84,2.4,87.18,1010
932,2017,7,22,93.0,75.0,99,178,2.3,79.35,1010
933,2017,7,23,93.0,77.0,85,193,2.9,76.1,1010
934,2017,7,24,93.0,76.0,123,198,2.2,77.42,1010
935,2017,7,25,93.0,78.0,113,190,1.9,80.85,1012
936,2017,7,26,92.0,77.0,132,186,2.7,80.71,1010
937,2017,7,27,94.0,77.0,64,354,2.4,74.54,1010
938,2017,7,28,93.0,77.0,119,221,2.4,78.39,1010
939,2017,7,29,92.0,78.0,103,194,3.4,84.02,1010
940,2017,7,30,,,109,207,4.6,85.16,1010
941,2017,7,31,85.0,74.0,59,2,6.1,92.98,1010
942,2017,8,1,93.0,74.0,82,136,4.2,86.18,1010
943,2017,8,2,93.0,74.0,68,331,2.5,83.37,1010
944,2017,8,3,93.0,78.0,95,282,3.3,82.97,1013
945,2017,8,4,92.0,81.0,89,291,4.1,78.48,1010
946,2017,8,5,93.0,81.0,73,331,4.0,77.74,1010
947,2017,8,6,93.0,82.0,69,334,5.2,77.58,1010
948,2017,8,7,92.0,81.0,71,340,5.4,77.71,1010
949,2017,8,8,93.0,80.0,61,357,4.7,74.32,1010
950,2017,8,9,93.0,78.0,59,359,4.3,76.89,1010
951,2017,8,10,87.0,77.0,126,36,1.8,84.97,1010
952,2017,8,11,92.0,75.0,113,200,1.6,76.78,1010
953,2017,8,12,94.0,76.0,66,330,1.6,77.47,1010
954,2017,8,13,94.0,76.0,102,254,2.0,75.52,1010
955,2017,8,14,95.0,76.0,93,285,2.3,77.32,1010
956,2017,8,15,93.0,77.0,115,239,1.2,71.17,1010
957,2017,8,16,94.0,76.0,81,322,2.2,72.49,1010
958,2017,8,17,94.0,78.0,58,356,2.6,71.18,1010
959,2017,8,18,94.0,77.0,65,332,2.6,73.89,1010
960,2017,8,19,95.0,76.0,71,334,3.7,77.02,1010
961,2017,8,20,91.0,78.0,96,109,4.1,86.42,1010
962,2017,8,21,92.0,78.0,78,261,4.9,74.38,1010
963,2017,8,22,93.0,78.0,85,281,4.0,83.16,1010
964,2017,8,23,87.0,77.0,96,67,3.0,86.62,1010
965,2017,8,24,88.0,73.0,76,63,4.1,89.75,1010
966,2017,8,25,85.0,73.0,100,43,4.3,91.26,1010
967,2017,8,26,86.0,74.0,123,46,4.1,88.56,1010
968,2017,8,27,92.0,75.0,126,78,3.5,87.74,1010
969,2017,8,28,94.0,75.0,71,306,3.2,81.72,1010
970,2017,8,29,95.0,77.0,105,247,1.9,78.48,1010
971,2017,8,30,94.0,78.0,60,330,1.7,77.75,1010
972,2017,8,31,93.0,80.0,45,372,2.8,81.85,1010
973,2017,9,1,93.0,78.0,72,294,2.5,82.43,1010
974,2017,9,2,91.0,74.0,118,119,1.3,84.38,1010
975,2017,9,3,92.0,77.0,93,199,1.6,76.92,1010
976,2017,9,4,92.0,78.0,97,198,3.8,80.32,1010
977,2017,9,5,93.0,79.0,59,273,3.1,81.62,1010
978,2017,9,6,90.0,76.0,82,134,2.4,81.01,1010
979,2017,9,7,93.0,77.0,85,250,2.6,81.94,1010
980,2017,9,8,94.0,80.0,87,241,6.9,86.38,1006
981,2017,9,9,87.0,75.0,61,2,15.5,87.83,998
982,2017,9,10,80.0,77.0,32,0,23.6,88.18,988
983,2017,9,11,,,92,248,7.2,86.6,1000
984,2017,9,12,91.0,91.0,48,350,2.2,75.6,1008
985,2017,9,13,,,90,172,1.9,80.4,1010
986,2017,9,14,90.0,86.0,87,238,2.0,83.15,1010
987,2017,9,15,91.0,82.0,66,298,3.5,80.64,1010
988,2017,9,16,92.0,77.0,86,254,4.4,82.37,1010
989,2017,9,17,91.0,74.0,64,280,3.8,81.01,1010
990,2017,9,18,91.0,71.0,49,348,3.2,77.19,1010
991,2017,9,19,93.0,75.0,47,352,1.9,76.65,1010
992,2017,9,20,92.0,75.0,74,223,1.9,73.87,1010
993,2017,9,21,92.0,75.0,82,243,2.8,78.06,1010
994,2017,9,22,88.0,75.0,74,49,2.8,83.38,1009
995,2017,9,23,91.0,74.0,91,71,3.2,85.15,1003
996,2017,9,24,90.0,75.0,114,124,2.2,82.54,1006
997,2017,9,25,89.0,75.0,103,175,1.7,80.74,1010
998,2017,9,26,87.0,74.0,99,142,2.4,86.41,1010
999,2017,9,27,89.0,77.0,99,47,2.0,85.03,1010
1000,2017,9,28,90.0,74.0,100,176,2.6,84.56,1010
1001,2017,9,29,85.0,76.0,104,44,4.5,91.59,1010
1002,2017,9,30,90.0,75.0,104,189,1.7,83.68,1010
1003,2017,10,1,90.0,77.0,65,284,5.1,83.53,1010
1004,2017,10,2,88.0,77.0,92,89,7.1,85.25,1010
1005,2017,10,3,88.0,79.0,113,68,8.5,87.13,1010
1006,2017,10,4,86.0,74.0,86,82,9.1,86.9,1010
1007,2017,10,5,86.0,74.0,105,53,6.8,91.47,1009
1008,2017,10,6,88.0,78.0,107,90,4.5,90.85,1010
1009,2017,10,7,,,88,188,4.4,93.51,1010
1010,2017,10,8,,,57,296,3.3,88.58,1010
1011,2017,10,9,90.0,74.0,88,188,4.9,84.42,1010
1012,2017,10,10,89.0,78.0,61,279,6.1,82.65,1010
1013,2017,10,11,88.0,73.0,90,184,6.3,81.33,1010
1014,2017,10,12,84.0,74.0,87,62,5.8,87.94,1009
1015,2017,10,13,88.0,75.0,71,188,4.1,86.46,1010
1016,2017,10,14,87.0,74.0,96,161,4.2,85.43,1010
1017,2017,10,15,88.0,74.0,38,337,2.8,83.4,1010
1018,2017,10,16,88.0,72.0,38,334,1.9,81.68,1010
1019,2017,10,17,88.0,72.0,78,209,3.0,82.06,1010
1020,2017,10,18,84.0,73.0,99,45,3.0,85.61,1010
1021,2017,10,19,88.0,71.0,89,147,4.4,87.95,1010
1022,2017,10,20,87.0,73.0,93,174,6.8,85.63,1010
1023,2017,10,21,87.0,77.0,97,99,7.2,86.17,1010
1024,2017,10,22,87.0,77.0,105,108,6.3,82.53,1010
1025,2017,10,23,87.0,79.0,82,174,4.7,82.45,1010
1026,2017,10,24,87.0,71.0,83,50,4.0,88.44,1010
1027,2017,10,25,76.0,60.0,101,117,6.8,78.34,1010
1028,2017,10,26,76.0,57.0,37,353,5.4,69.56,1010
1029,2017,10,27,82.0,62.0,82,186,4.6,73.41,1010
1030,2017,10,28,79.0,74.0,68,6,4.5,93.33,1005
1031,2017,10,29,80.0,58.0,59,271,7.3,87.6,1003
1032,2017,10,30,68.0,54.0,33,365,5.1,64.96,1010
1033,2017,10,31,78.0,55.0,71,218,4.5,73.9,1012
1034,2017,11,1,82.0,62.0,47,311,3.3,73.69,1010
1035,2017,11,2,84.0,66.0,78,177,4.0,81.84,1010
1036,2017,11,3,84.0,65.0,64,225,4.5,84.89,1010
1037,2017,11,4,82.0,68.0,63,114,4.5,89.62,1010
1038,2017,11,5,85.0,67.0,44,261,3.1,88.48,1010
1039,2017,11,6,84.0,65.0,63,182,2.3,84.3,1010
1040,2017,11,7,84.0,66.0,74,188,3.2,82.93,1010
1041,2017,11,8,86.0,66.0,38,295,3.9,83.98,1010
1042,2017,11,9,86.0,68.0,43,281,3.7,84.9,1010
1043,2017,11,10,86.0,67.0,59,186,5.4,85.12,1010
1044,2017,11,11,84.0,73.0,62,222,7.3,84.57,1010
1045,2017,11,12,85.0,73.0,77,129,6.8,88.23,1010
1046,2017,11,13,84.0,72.0,85,118,5.9,90.64,1010
1047,2017,11,14,85.0,71.0,87,142,7.0,88.23,1010
1048,2017,11,15,78.0,69.0,77,43,6.1,89.43,1010
1049,2017,11,16,80.0,67.0,59,232,5.8,88.26,1010
1050,2017,11,17,81.0,62.0,63,216,5.8,82.24,1010
1051,2017,11,18,82.0,59.0,40,302,2.3,69.58,1010
1052,2017,11,19,82.0,60.0,29,338,2.3,74.39,1010
1053,2017,11,20,80.0,64.0,78,87,5.7,87.46,1010
1054,2017,11,21,83.0,64.0,46,232,3.0,79.95,1010
1055,2017,11,22,84.0,63.0,30,322,1.5,79.66,1010
1056,2017,11,23,84.0,65.0,45,146,4.1,84.43,1010
1057,2017,11,24,81.0,62.0,49,246,4.0,88.31,1008
1058,2017,11,25,77.0,60.0,32,319,3.1,81.66,1010
1059,2017,11,26,81.0,60.0,45,251,4.1,73.65,1010
1060,2017,11,27,79.0,63.0,74,116,4.6,78.66,1010
1061,2017,11,28,83.0,69.0,77,125,5.8,88.37,1010
1062,2017,11,29,83.0,67.0,51,185,4.8,90.39,1010
1063,2017,11,30,83.0,69.0,50,192,5.6,85.36,1010
1064,2017,12,1,83.0,64.0,32,312,5.1,84.29,1010
1065,2017,12,2,82.0,63.0,42,276,4.4,77.85,1011
1066,2017,12,3,81.0,64.0,36,268,3.9,76.3,1010
1067,2017,12,4,81.0,63.0,46,262,4.7,76.86,1014
1068,2017,12,5,82.0,65.0,32,303,4.5,79.5,1015
1069,2017,12,6,83.0,64.0,32,306,2.8,81.3,1011
1070,2017,12,7,85.0,66.0,39,270,2.5,86.21,1010
1071,2017,12,8,85.0,69.0,32,296,4.6,90.81,1009
1072,2017,12,9,78.0,57.0,51,3,6.9,94.15,1011
1073,2017,12,10,61.0,48.0,29,349,7.0,74.55,1020
1074,2017,12,11,66.0,46.0,29,343,4.2,65.16,1020
1075,2017,12,12,72.0,41.0,29,330,3.6,70.57,1010
1076,2017,12,13,66.0,44.0,28,352,4.3,69.7,1011
1077,2017,12,14,71.0,39.0,28,334,1.0,56.87,1010
1078,2017,12,15,79.0,48.0,30,320,1.0,70.6,1012
1079,2017,12,16,80.0,51.0,43,267,2.9,79.45,1020
1080,2017,12,17,82.0,59.0,48,248,2.9,88.19,1020
1081,2017,12,18,82.0,62.0,46,238,1.8,90.72,1020
1082,2017,12,19,83.0,59.0,31,312,2.3,88.25,1020
1083,2017,12,20,81.0,57.0,57,214,2.5,86.47,1013
1084,2017,12,21,83.0,59.0,38,287,1.5,85.0,1010
1085,2017,12,22,84.0,61.0,56,220,2.2,85.61,1016
1086,2017,12,23,81.0,61.0,52,241,3.0,77.4,1020
1087,2017,12,24,81.0,56.0,38,269,1.5,70.39,1016
1088,2017,12,25,83.0,56.0,34,301,2.7,78.9,1019
1089,2017,12,26,83.0,64.0,53,205,4.2,85.49,1020
1090,2017,12,27,82.0,61.0,40,158,3.6,84.76,1020
1091,2017,12,28,80.0,62.0,52,215,4.1,87.14,1019
1092,2017,12,29,77.0,61.0,34,293,4.3,88.86,1018
1093,2017,12,30,68.0,52.0,69,141,3.7,89.98,1016
1094,2017,12,31,74.0,49.0,33,314,3.9,79.87,1015
1095,2018,1,1,79.0,54.0,37,274,2.5,74.7,1019
1096,2018,1,2,70.0,54.0,50,8,7.7,89.0,1017
1097,2018,1,3,67.0,50.0,53,100,7.2,88.0,1014
1098,2018,1,4,59.0,41.0,34,332,6.7,72.3,1020
1099,2018,1,5,61.0,40.0,34,330,5.4,70.8,1025
1100,2018,1,6,69.0,48.0,40,227,6.7,79.2,1026
1101,2018,1,7,73.0,47.0,42,283,5.6,78.0,1024
1102,2018,1,8,77.0,56.0,74,92,3.8,83.1,1019
1103,2018,1,9,78.0,61.0,70,27,1.8,90.2,1016
1104,2018,1,10,77.0,62.0,76,22,1.8,86.8,1016
1105,2018,1,11,81.0,65.0,38,282,2.6,88.7,1015
1106,2018,1,12,83.0,70.0,53,127,4.1,93.8,1014
1107,2018,1,13,76.0,57.0,40,279,4.9,82.3,1019
1108,2018,1,14,72.0,50.0,43,285,7.1,81.1,1023
1109,2018,1,15,74.0,53.0,50,238,6.4,83.5,1023
1110,2018,1,16,76.0,57.0,48,251,6.2,73.8,1023
1111,2018,1,17,74.0,54.0,83,78,5.6,78.9,1022
1112,2018,1,18,62.0,43.0,40,326,7.0,76.8,1024
1113,2018,1,19,71.0,47.0,72,143,3.9,81.7,1023
1114,2018,1,20,75.0,54.0,70,57,2.9,79.2,1022
1115,2018,1,21,79.0,62.0,79,121,3.8,85.2,1020
1116,2018,1,22,80.0,67.0,43,275,3.5,86.6,1018
1117,2018,1,23,83.0,69.0,83,105,2.4,92.8,1017
1118,2018,1,24,80.0,67.0,51,153,3.3,91.6,1019
1119,2018,1,25,73.0,61.0,70,51,8.2,77.8,1023
1120,2018,1,26,77.0,69.0,77,155,9.7,72.6,1025
1121,2018,1,27,79.0,69.0,61,220,8.3,75.7,1023
1122,2018,1,28,80.0,71.0,83,116,6.6,82.9,1019
1123,2018,1,29,83.0,66.0,86,94,4.7,91.0,1015
1124,2018,1,30,70.0,54.0,49,306,8.2,74.3,1020
1125,2018,1,31,73.0,46.0,56,258,6.2,71.4,1022
1126,2018,2,1,79.0,55.0,63,240,3.3,71.0,1021
1127,2018,2,2,82.0,60.0,72,160,2.0,76.8,1021
1128,2018,2,3,74.0,59.0,54,16,5.9,82.6,1021
1129,2018,2,4,80.0,67.0,62,203,4.1,85.5,1018
1130,2018,2,5,85.0,65.0,55,201,3.9,87.9,1019
1131,2018,2,6,78.0,64.0,82,67,5.0,84.1,1022
1132,2018,2,7,82.0,68.0,58,236,4.7,84.5,1022
1133,2018,2,8,84.0,67.0,43,305,4.2,85.7,1022
1134,2018,2,9,82.0,67.0,51,293,5.6,85.1,1022
1135,2018,2,10,83.0,72.0,53,282,5.8,78.6,1021
1136,2018,2,11,84.0,73.0,63,221,6.2,84.1,1020
1137,2018,2,12,84.0,72.0,46,318,5.0,82.8,1024
1138,2018,2,13,84.0,68.0,53,290,5.3,81.3,1026
1139,2018,2,14,83.0,66.0,44,327,4.9,74.1,1026
1140,2018,2,15,82.0,60.0,39,351,3.2,68.2,1024
1141,2018,2,16,84.0,57.0,34,373,2.2,69.1,1022
1142,2018,2,17,83.0,60.0,41,351,2.7,71.8,1022
1143,2018,2,18,83.0,62.0,45,329,3.9,77.5,1022
1144,2018,2,19,82.0,70.0,75,132,6.8,78.3,1023
1145,2018,2,20,82.0,73.0,72,204,7.1,82.0,1024
1146,2018,2,21,84.0,73.0,65,266,7.1,78.6,1026
1147,2018,2,22,84.0,71.0,76,221,6.5,79.6,1026
1148,2018,2,23,83.0,70.0,55,298,6.2,78.1,1025
1149,2018,2,24,82.0,70.0,59,284,5.9,78.9,1021
1150,2018,2,25,84.0,69.0,38,343,4.2,78.5,1020
1151,2018,2,26,83.0,63.0,67,86,2.7,75.6,1021
1152,2018,2,27,85.0,64.0,59,222,3.0,76.8,1020
1153,2018,2,28,82.0,64.0,70,267,3.8,76.4,1018
1154,2018,3,1,85.0,61.0,51,326,3.4,73.9,1017
1155,2018,3,2,88.0,60.0,50,315,3.5,76.5,1017
1156,2018,3,3,80.0,58.0,47,366,5.9,61.7,1017
1157,2018,3,4,78.0,56.0,55,335,6.1,62.8,1017
1158,2018,3,5,77.0,55.0,71,286,3.3,62.7,1017
1159,2018,3,6,79.0,51.0,73,286,3.6,65.6,1016
1160,2018,3,7,84.0,62.0,76,153,5.7,74.4,1015
1161,2018,3,8,74.0,50.0,65,290,5.9,63.4,1017
1162,2018,3,9,73.0,52.0,62,276,4.7,61.4,1020
1163,2018,3,10,76.0,54.0,91,64,4.4,73.7,1017
1164,2018,3,11,87.0,68.0,81,234,3.3,85.5,1012
1165,2018,3,12,78.0,52.0,79,60,7.0,82.8,1011
1166,2018,3,13,75.0,50.0,50,360,4.4,61.3,1017
1167,2018,3,14,74.0,50.0,56,334,5.4,60.6,1018
1168,2018,3,15,77.0,45.0,43,396,3.3,55.1,1020
1169,2018,3,16,79.0,50.0,44,381,1.9,59.1,1019
1170,2018,3,17,83.0,55.0,68,306,2.6,69.7,1017
1171,2018,3,18,88.0,60.0,61,300,2.4,77.8,1014
1172,2018,3,19,90.0,63.0,94,231,3.3,82.6,1011
1173,2018,3,20,90.0,69.0,98,223,5.9,84.7,1010
1174,2018,3,21,82.0,56.0,87,246,7.1,71.4,1015
1175,2018,3,22,75.0,49.0,52,370,6.0,55.6,1021
1176,2018,3,23,79.0,47.0,50,381,4.8,55.0,1022
1177,2018,3,24,78.0,50.0,58,345,4.6,63.6,1021
1178,2018,3,25,83.0,57.0,55,348,2.8,68.3,1018
1179,2018,3,26,85.0,63.0,93,232,4.0,73.2,1020
1180,2018,3,27,78.0,66.0,68,310,8.2,70.5,1022
1181,2018,3,28,80.0,68.0,105,217,6.8,66.1,1020
1182,2018,3,29,82.0,71.0,101,179,6.2,70.1,1019
1183,2018,3,30,84.0,67.0,91,271,3.9,72.9,1019
1184,2018,3,31,85.0,63.0,104,205,3.1,74.4,1018
1185,2018,4,1,85.0,65.0,70,294,4.2,75.5,1017
1186,2018,4,2,85.0,64.0,46,385,3.7,73.6,1016
1187,2018,4,3,85.0,68.0,43,401,4.7,74.6,1016
1188,2018,4,4,86.0,65.0,79,220,3.2,73.9,1015
1189,2018,4,5,86.0,62.0,83,259,4.9,78.9,1016
1190,2018,4,6,86.0,65.0,60,350,3.9,75.9,1015
1191,2018,4,7,89.0,63.0,54,364,5.1,74.2,1012
1192,2018,4,8,91.0,68.0,83,179,3.1,76.9,1012
1193,2018,4,9,92.0,66.0,67,326,3.4,75.3,1015
1194,2018,4,10,94.0,70.0,66,317,2.4,76.2,1017
1195,2018,4,11,88.0,65.0,71,315,4.8,77.7,1017
1196,2018,4,12,85.0,61.0,92,284,5.7,68.6,1019
1197,2018,4,13,85.0,68.0,57,375,4.9,67.4,1018
1198,2018,4,14,89.0,63.0,57,373,4.7,71.1,1017
1199,2018,4,15,89.0,72.0,132,136,7.1,81.9,1016
1200,2018,4,16,83.0,60.0,57,383,5.9,67.7,1018
1201,2018,4,17,83.0,57.0,52,409,4.9,63.6,1019
1202,2018,4,18,83.0,57.0,57,391,3.7,67.0,1019
1203,2018,4,19,86.0,59.0,62,373,2.5,65.6,1018
1204,2018,4,20,91.0,62.0,59,372,2.3,71.4,1019
1205,2018,4,21,88.0,67.0,131,170,4.0,77.8,1018
1206,2018,4,22,89.0,71.0,113,136,5.1,81.3,1017
1207,2018,4,23,88.0,74.0,97,92,4.3,80.9,1016
1208,2018,4,24,94.0,72.0,79,295,4.2,78.3,1014
1209,2018,4,25,90.0,64.0,64,364,4.0,70.4,1014
1210,2018,4,26,85.0,62.0,90,249,2.8,70.8,1013
1211,2018,4,27,84.0,67.0,94,131,4.0,76.4,1012
1212,2018,4,28,88.0,67.0,54,391,3.5,69.5,1013
1213,2018,4,29,86.0,61.0,77,340,2.5,65.6,1017
1214,2018,4,30,85.0,69.0,90,303,5.8,64.6,1019
1215,2018,5,1,85.0,70.0,101,237,6.5,71.7,1020
1216,2018,5,2,86.0,72.0,107,185,7.4,77.0,1021
1217,2018,5,3,86.0,75.0,130,153,7.6,79.1,1019
1218,2018,5,4,86.0,72.0,78,334,7.2,74.6,1017
1219,2018,5,5,86.0,70.0,95,253,5.5,81.4,1013
1220,2018,5,6,90.0,71.0,88,258,3.7,77.1,1014
1221,2018,5,7,92.0,68.0,117,185,1.5,75.3,1014
1222,2018,5,8,89.0,73.0,92,182,5.1,71.8,1015
1223,2018,5,9,87.0,66.0,88,329,5.7,68.8,1017
1224,2018,5,10,86.0,64.0,92,287,4.7,68.8,1018
1225,2018,5,11,87.0,69.0,102,248,4.2,67.1,1018
1226,2018,5,12,81.0,74.0,96,11,3.9,78.7,1018
1227,2018,5,13,81.0,72.0,67,2,3.6,88.9,1016
1228,2018,5,14,86.0,71.0,91,139,4.4,87.3,1014
1229,2018,5,15,87.0,70.0,117,156,4.0,86.5,1014
1230,2018,5,16,88.0,70.0,110,183,4.1,83.5,1014
1231,2018,5,17,82.0,73.0,67,5,3.0,90.2,1015
1232,2018,5,18,88.0,72.0,131,161,3.4,86.6,1015
1233,2018,5,19,80.0,71.0,91,7,5.4,89.2,1016
1234,2018,5,20,81.0,72.0,85,7,5.7,88.9,1017
1235,2018,5,21,82.0,74.0,84,6,6.0,85.9,1017
1236,2018,5,22,84.0,77.0,131,26,5.7,83.5,1017
1237,2018,5,23,87.0,75.0,88,276,4.0,82.8,1017
1238,2018,5,24,87.0,76.0,133,71,2.8,84.6,1017
1239,2018,5,25,81.0,74.0,64,2,4.3,87.3,1015
1240,2018,5,26,79.0,72.0,64,2,6.3,88.6,1012
1241,2018,5,27,85.0,75.0,142,57,8.1,93.2,1010
1242,2018,5,28,82.0,75.0,142,34,6.9,91.8,1012
1243,2018,5,29,87.0,75.0,141,90,4.3,85.3,1014
1244,2018,5,30,89.0,77.0,119,135,3.8,87.0,1015
1245,2018,5,31,87.0,75.0,135,115,3.3,87.5,1016
1246,2018,6,1,88.0,72.0,127,207,2.3,74.8,1015
1247,2018,6,2,92.0,71.0,87,289,1.6,73.5,1015
1248,2018,6,3,93.0,73.0,69,350,2.6,76.1,1015
1249,2018,6,4,95.0,74.0,59,378,3.2,79.5,1015
1250,2018,6,5,94.0,75.0,75,328,4.1,78.8,1014
1251,2018,6,6,94.0,74.0,74,324,3.1,75.1,1013
1252,2018,6,7,91.0,73.0,103,98,2.8,81.8,1016
1253,2018,6,8,90.0,73.0,82,150,3.4,79.6,1019
1254,2018,6,9,87.0,72.0,71,68,2.4,82.3,1018
1255,2018,6,10,88.0,74.0,133,68,2.2,81.5,1017
1256,2018,6,11,87.0,72.0,100,123,2.6,82.0,1016
1257,2018,6,12,89.0,73.0,101,127,3.0,84.5,1017
1258,2018,6,13,89.0,75.0,126,60,2.7,82.2,1018
1259,2018,6,14,90.0,72.0,83,90,1.5,80.6,1017
1260,2018,6,15,90.0,72.0,113,143,1.7,82.3,1017
1261,2018,6,16,91.0,73.0,108,182,2.4,79.1,1017
1262,2018,6,17,91.0,75.0,131,117,2.6,75.9,1018
1263,2018,6,18,90.0,75.0,113,153,2.4,76.7,1017
1264,2018,6,19,89.0,73.0,118,194,2.5,75.6,1015
1265,2018,6,20,93.0,73.0,88,296,1.6,71.6,1013
1266,2018,6,21,95.0,78.0,86,281,2.7,75.9,1013
1267,2018,6,22,94.0,78.0,121,179,2.1,73.9,1015
1268,2018,6,23,92.0,75.0,96,181,1.4,77.2,1016
1269,2018,6,24,92.0,75.0,104,239,2.3,79.5,1016
1270,2018,6,25,91.0,75.0,107,253,3.0,78.2,1018
1271,2018,6,26,91.0,75.0,78,329,2.3,76.4,1018
1272,2018,6,27,90.0,73.0,113,238,1.5,71.2,1017
1273,2018,6,28,93.0,76.0,105,217,1.3,78.3,1017
1274,2018,6,29,92.0,75.0,96,175,1.9,79.2,1017
1275,2018,6,30,88.0,74.0,108,84,3.3,80.8,1017
1276,2018,7,1,,,107,250,2.2,76.8,1016
