Year,Month,Day,DHI (w/m2),DNI (w/m2),Wind Speed (m/s),Relative Humidity (%),Pressure (mbar)
2017,1,1,51,234,3.9,85.5,1020
2017,1,2,48,161,4.5,91.13,1016
2017,1,3,63,168,3.4,93.53,1010
2017,1,4,69,40,3.7,93.91,1010
2017,1,5,34,313,2.4,77.42,1010
2017,1,6,63,185,2.6,86.71,1010
2017,1,7,50,142,7.2,94.64,1012
2017,1,8,39,307,9.9,81.3,1022
2017,1,9,52,214,7.3,67.9,1024
2017,1,10,60,20,5.6,70.13,1020
2017,1,11,63,197,5,78.97,1020
2017,1,12,58,234,4.3,80.69,1020
2017,1,13,37,281,5.2,79.59,1020
2017,1,14,66,201,5.4,76.5,1020
2017,1,15,50,250,4.9,76.34,1020
2017,1,16,60,197,5.2,77.18,1020
2017,1,17,61,231,4.2,78.78,1020
2017,1,18,70,215,2,71.77,1015
2017,1,19,33,330,2.4,77.21,1010
2017,1,20,39,298,3.3,77.48,1010
2017,1,21,46,225,4.6,79.54,1010
2017,1,22,46,278,8.3,86.65,1004
2017,1,23,61,161,10.2,79.01,1000
2017,1,24,35,337,5.3,77.66,1008
2017,1,25,30,364,2.8,80.53,1010
2017,1,26,45,283,3.7,84.61,1010
2017,1,27,66,223,3.1,82.75,1010
2017,1,28,48,282,4.2,65.31,1012
2017,1,29,25,272,5.1,87.04,1015
2017,1,30,47,302,3.6,74.85,1020
2017,1,31,46,310,3.1,67.05,1020
2017,2,1,68,239,2.6,77.76,1020
2017,2,2,82,195,2.7,85.36,1019
2017,2,3,66,184,2.1,85.77,1017
2017,2,4,72,195,3,82.84,1018
2017,2,5,40,324,2.5,75.62,1017
2017,2,6,72,221,4.8,80.96,1015
2017,2,7,58,227,4.5,83.59,1010
2017,2,8,38,337,2.7,87.42,1010
2017,2,9,60,224,4.5,88.12,1012
2017,2,10,42,335,6.9,72.99,1020
2017,2,11,38,347,4.1,74.27,1020
2017,2,12,56,303,2.5,72.18,1018
2017,2,13,51,305,2.7,74.97,1010
2017,2,14,67,258,3.1,82.38,1010
2017,2,15,74,225,6.6,84.49,1010
2017,2,16,91,152,6,82.32,1010
2017,2,17,78,227,3.1,72.29,1010
2017,2,18,104,154,3.4,81.75,1010
2017,2,19,81,208,3.3,89,1010
2017,2,20,56,288,3.9,78.05,1010
2017,2,21,99,132,4.5,73.91,1010
2017,2,22,35,17,5.8,83.37,1002
2017,2,23,61,294,4.1,75.83,1000
2017,2,24,60,240,2.5,85.9,1002
2017,2,25,45,328,3,84.27,1010
2017,2,26,67,286,5.3,84.01,1012
2017,2,27,98,177,5.6,82.89,1020
2017,2,28,73,270,5.9,84.98,1020
2017,3,1,55,308,4.7,83.22,1015
2017,3,2,109,113,3.5,83.68,1010
2017,3,3,86,153,7.9,84.38,1018
2017,3,4,93,212,9.2,67.78,1020
2017,3,5,91,205,9.7,66.68,1020
2017,3,6,113,128,8.4,66.54,1020
2017,3,7,69,287,6.2,72.36,1020
2017,3,8,52,338,4.4,73.22,1020
2017,3,9,73,255,3.5,71.67,1020
2017,3,10,68,274,1.7,69.45,1013
2017,3,11,99,180,3.8,77.65,1010
2017,3,12,93,139,2.4,74.59,1010
2017,3,13,85,245,4.4,78.64,1010
2017,3,14,111,177,7.1,80.36,1010
2017,3,15,48,356,6.4,67.78,1018
2017,3,16,45,379,5.3,62.63,1020
2017,3,17,99,236,5.5,67.79,1020
2017,3,18,59,312,3.1,64.95,1020
2017,3,19,45,371,4.7,73.82,1017
2017,3,20,70,312,4.9,68.12,1017
2017,3,21,55,350,3.2,63.07,1016
2017,3,22,55,345,1.7,64.05,1012
2017,3,23,99,217,5.1,82.3,1018
2017,3,24,127,92,8.1,81.19,1020
2017,3,25,114,219,6.3,77.33,1017
2017,3,26,122,156,5.5,76.82,1010
2017,3,27,108,250,3.9,74.8,1010
2017,3,28,56,344,1.9,72.98,1010
2017,3,29,47,372,2.8,72.98,1010
2017,3,30,73,283,4.5,70.87,1010
2017,3,31,96,248,5.5,76.3,1010
2017,4,1,93,254,2.2,79.65,1010
2017,4,2,119,143,3.4,82.57,1010
2017,4,3,79,290,5.9,80.32,1010
2017,4,4,84,286,5.2,78.96,1010
2017,4,5,103,218,5,85.74,1010
2017,4,6,138,138,6.2,82.82,1010
2017,4,7,50,390,6.5,57.77,1010
2017,4,8,54,383,3,48.35,1010
2017,4,9,108,181,4.6,62.95,1012
2017,4,10,112,190,6.3,66.94,1018
2017,4,11,111,218,6.5,66.75,1018
2017,4,12,97,208,6.1,79.12,1011
2017,4,13,64,347,6.2,74.72,1013
2017,4,14,107,260,6.5,72.9,1015
2017,4,15,110,206,7.8,75.67,1019
2017,4,16,121,215,6.4,73.91,1019
2017,4,17,109,52,5.4,78.66,1012
2017,4,18,108,213,6,75.69,1013
2017,4,19,107,161,6.2,77.14,1015
2017,4,20,110,178,6.2,75.42,1011
2017,4,21,138,157,6,68.75,1010
2017,4,22,105,133,6.1,82,1010
2017,4,23,69,35,4.5,95.43,1001
2017,4,24,90,292,5.1,84.04,1000
2017,4,25,52,402,4.5,68.98,1008
2017,4,26,61,371,3.2,75.16,1010
2017,4,27,124,216,4,85.12,1010
2017,4,28,80,320,5.7,85.96,1010
2017,4,29,100,274,7.5,79.64,1011
2017,4,30,136,171,7.8,78.08,1010
2017,5,1,153,116,6.3,81.55,1010
2017,5,2,127,138,3.9,81.57,1010
2017,5,3,87,311,3.5,81.19,1010
2017,5,4,75,287,3.4,78.69,1010
2017,5,5,116,85,6.9,83.92,1002
2017,5,6,67,377,5.6,62.7,1010
2017,5,7,55,407,2.5,58.4,1010
2017,5,8,56,401,2,59.15,1010
2017,5,9,66,370,2.3,64.4,1010
2017,5,10,78,345,1.9,67.56,1010
2017,5,11,58,390,2.5,69.4,1010
2017,5,12,83,337,3.4,73.84,1010
2017,5,13,100,281,5.6,74.02,1010
2017,5,14,134,129,4.7,81.22,1010
2017,5,15,59,372,2.4,79.05,1010
2017,5,16,72,326,4.8,80.9,1010
2017,5,17,111,250,7.2,80.86,1010
2017,5,18,111,188,7.4,84.55,1010
2017,5,19,126,209,7,83.58,1010
2017,5,20,79,329,6.1,78.43,1010
2017,5,21,57,384,4.3,77.34,1010
2017,5,22,56,382,3.6,74.51,1010
2017,5,23,77,324,4.8,76.98,1010
2017,5,24,128,204,6.4,82.71,1010
2017,5,25,137,59,6,86.78,1010
2017,5,26,100,242,1.8,82.19,1010
2017,5,27,95,296,2.1,77.57,1010
2017,5,28,71,350,2.7,69.05,1010
2017,5,29,115,210,2.4,72.52,1010
2017,5,30,83,256,3.5,75.57,1010
2017,5,31,87,257,3.9,75.38,1010
2017,6,1,129,219,3.2,81.61,1010
2017,6,2,150,42,3.4,87.4,1010
2017,6,3,115,58,2.5,87.32,1010
2017,6,4,143,46,3.4,81.89,1010
2017,6,5,143,76,3.7,85.22,1010
2017,6,6,103,61,4.3,96.23,1010
2017,6,7,102,33,5.7,95.65,1008
2017,6,8,128,143,6.2,92.26,1004
2017,6,9,127,77,2.5,89.61,1010
2017,6,10,150,94,3.3,91.34,1010
2017,6,11,109,256,4.6,88.97,1011
2017,6,12,149,81,4,86.25,1010
2017,6,13,105,260,3.9,82.58,1010
2017,6,14,136,97,3.5,83.74,1010
2017,6,15,79,299,2.2,85.58,1010
2017,6,16,101,222,3,88.09,1010
2017,6,17,126,206,3.7,84.03,1010
2017,6,18,131,114,5.9,84.25,1010
2017,6,19,142,122,6.3,89.1,1010
2017,6,20,148,196,6.6,81.91,1010
2017,6,21,131,225,5.4,85.53,1010
2017,6,22,57,382,5.2,80.96,1010
2017,6,23,62,372,5,77.18,1010
2017,6,24,78,348,4.2,78.5,1010
2017,6,25,51,399,3.7,76.57,1010
2017,6,26,52,393,2.4,76.35,1010
2017,6,27,91,129,1.6,76.87,1010
2017,6,28,90,207,1.9,81.4,1010
2017,6,29,119,247,2.3,80.96,1010
2017,6,30,75,316,3.9,79.08,1010
2017,7,1,67,354,3.7,78.85,1011
2017,7,2,72,348,3.2,79.32,1014
2017,7,3,64,361,3.6,79.59,1010
2017,7,4,134,221,3.7,79.86,1010
2017,7,5,97,294,4.6,79.81,1010
2017,7,6,72,347,3.8,78.89,1011
2017,7,7,131,219,2.1,80.78,1010
2017,7,8,113,264,1.7,78.89,1010
2017,7,9,82,339,3.2,78.03,1010
2017,7,10,153,134,3.6,82.57,1010
2017,7,11,127,145,3,80.83,1010
2017,7,12,114,123,4.3,88.7,1010
2017,7,13,94,268,5,87.98,1010
2017,7,14,81,320,4.3,82.17,1010
2017,7,15,109,278,3.3,80.51,1010
2017,7,16,111,223,2.8,86.16,1010
2017,7,17,62,364,3.7,84.23,1010
2017,7,18,101,120,2.2,79.28,1010
2017,7,19,144,160,2.3,83.23,1010
2017,7,20,108,161,1.8,78.76,1010
2017,7,21,87,84,2.4,87.18,1010
2017,7,22,99,178,2.3,79.35,1010
2017,7,23,85,193,2.9,76.1,1010
2017,7,24,123,198,2.2,77.42,1010
2017,7,25,113,190,1.9,80.85,1012
2017,7,26,132,186,2.7,80.71,1010
2017,7,27,64,354,2.4,74.54,1010
2017,7,28,119,221,2.4,78.39,1010
2017,7,29,103,194,3.4,84.02,1010
2017,7,30,109,207,4.6,85.16,1010
2017,7,31,59,2,6.1,92.98,1010
2017,8,1,82,136,4.2,86.18,1010
2017,8,2,68,331,2.5,83.37,1010
2017,8,3,95,282,3.3,82.97,1013
2017,8,4,89,291,4.1,78.48,1010
2017,8,5,73,331,4,77.74,1010
2017,8,6,69,334,5.2,77.58,1010
2017,8,7,71,340,5.4,77.71,1010
2017,8,8,61,357,4.7,74.32,1010
2017,8,9,59,359,4.3,76.89,1010
2017,8,10,126,36,1.8,84.97,1010
2017,8,11,113,200,1.6,76.78,1010
2017,8,12,66,330,1.6,77.47,1010
2017,8,13,102,254,2,75.52,1010
2017,8,14,93,285,2.3,77.32,1010
2017,8,15,115,239,1.2,71.17,1010
2017,8,16,81,322,2.2,72.49,1010
2017,8,17,58,356,2.6,71.18,1010
2017,8,18,65,332,2.6,73.89,1010
2017,8,19,71,334,3.7,77.02,1010
2017,8,20,96,109,4.1,86.42,1010
2017,8,21,78,261,4.9,74.38,1010
2017,8,22,85,281,4,83.16,1010
2017,8,23,96,67,3,86.62,1010
2017,8,24,76,63,4.1,89.75,1010
2017,8,25,100,43,4.3,91.26,1010
2017,8,26,123,46,4.1,88.56,1010
2017,8,27,126,78,3.5,87.74,1010
2017,8,28,71,306,3.2,81.72,1010
2017,8,29,105,247,1.9,78.48,1010
2017,8,30,60,330,1.7,77.75,1010
2017,8,31,45,372,2.8,81.85,1010
2017,9,1,72,294,2.5,82.43,1010
2017,9,2,118,119,1.3,84.38,1010
2017,9,3,93,199,1.6,76.92,1010
2017,9,4,97,198,3.8,80.32,1010
2017,9,5,59,273,3.1,81.62,1010
2017,9,6,82,134,2.4,81.01,1010
2017,9,7,85,250,2.6,81.94,1010
2017,9,8,87,241,6.9,86.38,1006
2017,9,9,61,2,15.5,87.83,998
2017,9,10,32,0,23.6,88.18,988
2017,9,11,92,248,7.2,86.6,1000
2017,9,12,48,350,2.2,75.6,1008
2017,9,13,90,172,1.9,80.4,1010
2017,9,14,87,238,2,83.15,1010
2017,9,15,66,298,3.5,80.64,1010
2017,9,16,86,254,4.4,82.37,1010
2017,9,17,64,280,3.8,81.01,1010
2017,9,18,49,348,3.2,77.19,1010
2017,9,19,47,352,1.9,76.65,1010
2017,9,20,74,223,1.9,73.87,1010
2017,9,21,82,243,2.8,78.06,1010
2017,9,22,74,49,2.8,83.38,1009
2017,9,23,91,71,3.2,85.15,1003
2017,9,24,114,124,2.2,82.54,1006
2017,9,25,103,175,1.7,80.74,1010
2017,9,26,99,142,2.4,86.41,1010
2017,9,27,99,47,2,85.03,1010
2017,9,28,100,176,2.6,84.56,1010
2017,9,29,104,44,4.5,91.59,1010
2017,9,30,104,189,1.7,83.68,1010
2017,10,1,65,284,5.1,83.53,1010
2017,10,2,92,89,7.1,85.25,1010
2017,10,3,113,68,8.5,87.13,1010
2017,10,4,86,82,9.1,86.9,1010
2017,10,5,105,53,6.8,91.47,1009
2017,10,6,107,90,4.5,90.85,1010
2017,10,7,88,188,4.4,93.51,1010
2017,10,8,57,296,3.3,88.58,1010
2017,10,9,88,188,4.9,84.42,1010
2017,10,10,61,279,6.1,82.65,1010
2017,10,11,90,184,6.3,81.33,1010
2017,10,12,87,62,5.8,87.94,1009
2017,10,13,71,188,4.1,86.46,1010
2017,10,14,96,161,4.2,85.43,1010
2017,10,15,38,337,2.8,83.4,1010
2017,10,16,38,334,1.9,81.68,1010
2017,10,17,78,209,3,82.06,1010
2017,10,18,99,45,3,85.61,1010
2017,10,19,89,147,4.4,87.95,1010
2017,10,20,93,174,6.8,85.63,1010
2017,10,21,97,99,7.2,86.17,1010
2017,10,22,105,108,6.3,82.53,1010
2017,10,23,82,174,4.7,82.45,1010
2017,10,24,83,50,4,88.44,1010
2017,10,25,101,117,6.8,78.34,1010
2017,10,26,37,353,5.4,69.56,1010
2017,10,27,82,186,4.6,73.41,1010
2017,10,28,68,6,4.5,93.33,1005
2017,10,29,59,271,7.3,87.6,1003
2017,10,30,33,365,5.1,64.96,1010
2017,10,31,71,218,4.5,73.9,1012
2017,11,1,47,311,3.3,73.69,1010
2017,11,2,78,177,4,81.84,1010
2017,11,3,64,225,4.5,84.89,1010
2017,11,4,63,114,4.5,89.62,1010
2017,11,5,44,261,3.1,88.48,1010
2017,11,6,63,182,2.3,84.3,1010
2017,11,7,74,188,3.2,82.93,1010
2017,11,8,38,295,3.9,83.98,1010
2017,11,9,43,281,3.7,84.9,1010
2017,11,10,59,186,5.4,85.12,1010
2017,11,11,62,222,7.3,84.57,1010
2017,11,12,77,129,6.8,88.23,1010
2017,11,13,85,118,5.9,90.64,1010
2017,11,14,87,142,7,88.23,1010
2017,11,15,77,43,6.1,89.43,1010
2017,11,16,59,232,5.8,88.26,1010
2017,11,17,63,216,5.8,82.24,1010
2017,11,18,40,302,2.3,69.58,1010
2017,11,19,29,338,2.3,74.39,1010
2017,11,20,78,87,5.7,87.46,1010
2017,11,21,46,232,3,79.95,1010
2017,11,22,30,322,1.5,79.66,1010
2017,11,23,45,146,4.1,84.43,1010
2017,11,24,49,246,4,88.31,1008
2017,11,25,32,319,3.1,81.66,1010
2017,11,26,45,251,4.1,73.65,1010
2017,11,27,74,116,4.6,78.66,1010
2017,11,28,77,125,5.8,88.37,1010
2017,11,29,51,185,4.8,90.39,1010
2017,11,30,50,192,5.6,85.36,1010
2017,12,1,32,312,5.1,84.29,1010
2017,12,2,42,276,4.4,77.85,1011
2017,12,3,36,268,3.9,76.3,1010
2017,12,4,46,262,4.7,76.86,1014
2017,12,5,32,303,4.5,79.5,1015
2017,12,6,32,306,2.8,81.3,1011
2017,12,7,39,270,2.5,86.21,1010
2017,12,8,32,296,4.6,90.81,1009
2017,12,9,51,3,6.9,94.15,1011
2017,12,10,29,349,7,74.55,1020
2017,12,11,29,343,4.2,65.16,1020
2017,12,12,29,330,3.6,70.57,1010
2017,12,13,28,352,4.3,69.7,1011
2017,12,14,28,334,1,56.87,1010
2017,12,15,30,320,1,70.6,1012
2017,12,16,43,267,2.9,79.45,1020
2017,12,17,48,248,2.9,88.19,1020
2017,12,18,46,238,1.8,90.72,1020
2017,12,19,31,312,2.3,88.25,1020
2017,12,20,57,214,2.5,86.47,1013
2017,12,21,38,287,1.5,85,1010
2017,12,22,56,220,2.2,85.61,1016
2017,12,23,52,241,3,77.4,1020
2017,12,24,38,269,1.5,70.39,1016
2017,12,25,34,301,2.7,78.9,1019
2017,12,26,53,205,4.2,85.49,1020
2017,12,27,40,158,3.6,84.76,1020
2017,12,28,52,215,4.1,87.14,1019
2017,12,29,34,293,4.3,88.86,1018
2017,12,30,69,141,3.7,89.98,1016
2017,12,31,33,314,3.9,79.87,1015
