Year,Month,Day,DHI (w/m2),DNI (w/m2),Wind Speed (m/s),Relative Humidity (%),Pressure (mbar)
2019,1,1,55,219,4,79.96,1020
2019,1,2,33,309,4.5,77.85,1020
2019,1,3,68,117,4.2,85.12,1017
2019,1,4,61,203,4.5,83.23,1016
2019,1,5,62,159,4.8,82.99,1016
2019,1,6,41,276,3.6,77.4,1019
2019,1,7,33,321,3.7,69.74,1021
2019,1,8,35,262,1.8,69.73,1020
2019,1,9,64,168,4.1,75.37,1018
2019,1,10,31,353,5.8,60.21,1018
2019,1,11,50,217,4.1,74.05,1019
2019,1,12,53,236,4.1,75.88,1021
2019,1,13,43,245,2.1,82.28,1020
2019,1,14,39,298,3.5,80.59,1019
2019,1,15,56,211,4.7,78.47,1020
2019,1,16,42,295,4.2,75.27,1021
2019,1,17,54,209,2.4,77.23,1021
2019,1,18,37,317,1.9,69.46,1019
2019,1,19,54,263,3.8,75.27,1016
2019,1,20,64,113,7.8,83.78,1015
2019,1,21,43,303,5.5,77.96,1023
2019,1,22,51,268,7.3,68.97,1025
2019,1,23,79,93,6.9,76.67,1021
2019,1,24,59,79,4.6,91.12,1016
2019,1,25,72,134,5.4,82.3,1019
2019,1,26,33,2,5.6,87.97,1018
2019,1,27,55,18,5.5,91.15,1009
2019,1,28,48,240,6.3,85.89,1014
2019,1,29,35,355,3,73.12,1016
2019,1,30,62,47,2,70.24,1019
2019,1,31,75,148,3.6,87.01,1021
2019,2,1,61,233,2.9,82.64,1020
2019,2,2,56,236,2.6,86.34,1018
2019,2,3,45,308,1.8,82.52,1016
2019,2,4,57,222,2.7,82.99,1016
2019,2,5,58,237,2.7,77.95,1018
2019,2,6,39,337,3.9,73.28,1020
2019,2,7,43,329,4.4,73.55,1020
2019,2,8,56,254,3.7,71.24,1021
2019,2,9,61,153,5.9,75.09,1023
2019,2,10,60,241,6.5,76.29,1022
2019,2,11,85,96,5.3,82.73,1019
2019,2,12,49,302,5.3,85.26,1017
2019,2,13,38,1,5.4,92.12,1016
2019,2,14,69,228,5.5,79.77,1016
2019,2,15,67,245,2.1,75.79,1014
2019,2,16,63,260,2.9,75.99,1013
2019,2,17,61,264,4,81.12,1015
2019,2,18,70,238,4.3,86.05,1019
2019,2,19,43,332,5.6,80.98,1020
2019,2,20,56,267,6.7,80.13,1018
2019,2,21,61,274,5.5,78.01,1019
2019,2,22,55,296,4.4,79.39,1020
2019,2,23,66,254,5.6,82.14,1019
2019,2,24,63,237,4,78.24,1019
2019,2,25,72,205,4.8,78.86,1022
2019,2,26,88,147,5.9,79.71,1022
2019,2,27,66,238,3.3,77.27,1018
2019,2,28,39,360,2.8,76.24,1017
2019,3,1,56,313,2.6,73.97,1019
2019,3,2,58,317,2,70.58,1018
2019,3,3,79,186,3.6,75.9,1015
2019,3,4,48,336,3.5,71.38,1015
2019,3,5,77,204,4,78.01,1017
2019,3,6,44,366,7.1,66.12,1023
2019,3,7,77,272,5.1,68.34,1023
2019,3,8,74,92,4.7,67.67,1020
2019,3,9,55,315,5,75.23,1018
2019,3,10,56,317,4.6,81.05,1020
2019,3,11,50,334,3.5,80.04,1021
2019,3,12,69,275,2.6,78.4,1019
2019,3,13,110,170,6.6,77.76,1018
2019,3,14,86,237,6.1,77.26,1019
2019,3,15,97,125,4.4,77.64,1019
2019,3,16,80,172,2.2,73.12,1018
2019,3,17,104,154,1.5,74.43,1017
2019,3,18,108,66,4,84.24,1016
2019,3,19,43,9,7.7,89.47,1015
2019,3,20,78,205,5.1,82.94,1015
2019,3,21,66,311,5,74.44,1015
2019,3,22,53,379,4.5,55.74,1018
2019,3,23,52,377,3.3,60.14,1021
2019,3,24,99,225,5.1,69.67,1021
2019,3,25,92,225,2.4,73.95,1018
2019,3,26,55,312,3.2,69.59,1015
2019,3,27,58,332,6.4,74.63,1016
2019,3,28,105,161,7.9,74.05,1019
2019,3,29,102,190,5.4,68.21,1019
2019,3,30,93,270,4,69.97,1017
2019,3,31,84,234,2.6,71.6,1016
2019,4,1,69,326,2.6,68.65,1017
2019,4,2,83,279,3.3,71.72,1018
2019,4,3,105,131,6,81.99,1022
2019,4,4,92,14,5.1,84.72,1022
2019,4,5,135,145,4.7,74.51,1019
2019,4,6,79,306,4.3,76.58,1019
2019,4,7,62,332,5.4,79.06,1019
2019,4,8,99,233,5.6,77.51,1017
2019,4,9,45,6,5.4,83.46,1012
2019,4,10,107,221,5.1,77.67,1009
2019,4,11,58,330,2.5,71.27,1012
2019,4,12,53,380,4.1,73.6,1015
2019,4,13,51,374,5.4,77.52,1015
2019,4,14,93,275,5.8,78.75,1014
2019,4,15,95,239,4.6,76,1015
2019,4,16,54,392,5,66.65,1019
2019,4,17,52,397,4.4,69.53,1017
2019,4,18,73,309,6,76.59,1015
2019,4,19,76,239,7.3,79.06,1012
2019,4,20,100,159,5.8,66.9,1015
2019,4,21,52,407,2.3,55.28,1019
2019,4,22,57,388,4.4,63.56,1019
2019,4,23,73,355,4.6,64.34,1018
2019,4,24,68,355,2.8,63.55,1016
2019,4,25,106,257,3.8,69.32,1015
2019,4,26,109,192,5.7,75.43,1013
2019,4,27,79,338,3.9,78.06,1014
