DHI (w/m2),DNI (w/m2),Wind Speed (m/s),Relative Humidity (%),Pressure (mbar)
101,120,2.2,79.28,1010
144,160,2.3,83.23,1010
108,161,1.8,78.76,1010
87,84,2.4,87.18,1010
99,178,2.3,79.35,1010
85,193,2.9,76.1,1010
123,198,2.2,77.42,1010
113,190,1.9,80.85,1012
132,186,2.7,80.71,1010
64,354,2.4,74.54,1010
119,221,2.4,78.39,1010
103,194,3.4,84.02,1010
109,207,4.6,85.16,1010
59,2,6.1,92.98,1010
82,136,4.2,86.18,1010
68,331,2.5,83.37,1010
95,282,3.3,82.97,1013
89,291,4.1,78.48,1010
73,331,4,77.74,1010
69,334,5.2,77.58,1010
71,340,5.4,77.71,1010
61,357,4.7,74.32,1010
59,359,4.3,76.89,1010
126,36,1.8,84.97,1010
113,200,1.6,76.78,1010
66,330,1.6,77.47,1010
102,254,2,75.52,1010
93,285,2.3,77.32,1010
115,239,1.2,71.17,1010
81,322,2.2,72.49,1010
58,356,2.6,71.18,1010
65,332,2.6,73.89,1010
71,334,3.7,77.02,1010
96,109,4.1,86.42,1010
78,261,4.9,74.38,1010
85,281,4,83.16,1010
96,67,3,86.62,1010
76,63,4.1,89.75,1010
100,43,4.3,91.26,1010
123,46,4.1,88.56,1010
126,78,3.5,87.74,1010
71,306,3.2,81.72,1010
105,247,1.9,78.48,1010
60,330,1.7,77.75,1010
45,372,2.8,81.85,1010
72,294,2.5,82.43,1010
118,119,1.3,84.38,1010
93,199,1.6,76.92,1010
97,198,3.8,80.32,1010
59,273,3.1,81.62,1010
82,134,2.4,81.01,1010
85,250,2.6,81.94,1010
87,241,6.9,86.38,1006
61,2,15.5,87.83,998
32,0,23.6,88.18,988
92,248,7.2,86.6,1000
48,350,2.2,75.6,1008
90,172,1.9,80.4,1010
87,238,2,83.15,1010
66,298,3.5,80.64,1010
86,254,4.4,82.37,1010
64,280,3.8,81.01,1010
49,348,3.2,77.19,1010
47,352,1.9,76.65,1010
74,223,1.9,73.87,1010
82,243,2.8,78.06,1010
74,49,2.8,83.38,1009
91,71,3.2,85.15,1003
114,124,2.2,82.54,1006
103,175,1.7,80.74,1010
99,142,2.4,86.41,1010
99,47,2,85.03,1010
100,176,2.6,84.56,1010
104,44,4.5,91.59,1010
104,189,1.7,83.68,1010
65,284,5.1,83.53,1010
92,89,7.1,85.25,1010
113,68,8.5,87.13,1010
86,82,9.1,86.9,1010
105,53,6.8,91.47,1009
107,90,4.5,90.85,1010
88,188,4.4,93.51,1010
57,296,3.3,88.58,1010
88,188,4.9,84.42,1010
61,279,6.1,82.65,1010
90,184,6.3,81.33,1010
87,62,5.8,87.94,1009
71,188,4.1,86.46,1010
96,161,4.2,85.43,1010
38,337,2.8,83.4,1010
38,334,1.9,81.68,1010
78,209,3,82.06,1010
99,45,3,85.61,1010
89,147,4.4,87.95,1010
93,174,6.8,85.63,1010
97,99,7.2,86.17,1010
105,108,6.3,82.53,1010
82,174,4.7,82.45,1010
83,50,4,88.44,1010
101,117,6.8,78.34,1010
37,353,5.4,69.56,1010
82,186,4.6,73.41,1010
68,6,4.5,93.33,1005
59,271,7.3,87.6,1003
33,365,5.1,64.96,1010
71,218,4.5,73.9,1012
47,311,3.3,73.69,1010
78,177,4,81.84,1010
64,225,4.5,84.89,1010
63,114,4.5,89.62,1010
44,261,3.1,88.48,1010
63,182,2.3,84.3,1010
74,188,3.2,82.93,1010
38,295,3.9,83.98,1010
43,281,3.7,84.9,1010
59,186,5.4,85.12,1010
62,222,7.3,84.57,1010
77,129,6.8,88.23,1010
85,118,5.9,90.64,1010
87,142,7,88.23,1010
77,43,6.1,89.43,1010
59,232,5.8,88.26,1010
63,216,5.8,82.24,1010
40,302,2.3,69.58,1010
29,338,2.3,74.39,1010
78,87,5.7,87.46,1010
46,232,3,79.95,1010
30,322,1.5,79.66,1010
45,146,4.1,84.43,1010
49,246,4,88.31,1008
32,319,3.1,81.66,1010
45,251,4.1,73.65,1010
74,116,4.6,78.66,1010
77,125,5.8,88.37,1010
51,185,4.8,90.39,1010
50,192,5.6,85.36,1010
32,312,5.1,84.29,1010
42,276,4.4,77.85,1011
36,268,3.9,76.3,1010
46,262,4.7,76.86,1014
32,303,4.5,79.5,1015
32,306,2.8,81.3,1011
39,270,2.5,86.21,1010
32,296,4.6,90.81,1009
51,3,6.9,94.15,1011
29,349,7,74.55,1020
29,343,4.2,65.16,1020
29,330,3.6,70.57,1010
28,352,4.3,69.7,1011
28,334,1,56.87,1010
30,320,1,70.6,1012
43,267,2.9,79.45,1020
48,248,2.9,88.19,1020
46,238,1.8,90.72,1020
31,312,2.3,88.25,1020
57,214,2.5,86.47,1013
38,287,1.5,85,1010
56,220,2.2,85.61,1016
52,241,3,77.4,1020
38,269,1.5,70.39,1016
34,301,2.7,78.9,1019
53,205,4.2,85.49,1020
40,158,3.6,84.76,1020
52,215,4.1,87.14,1019
34,293,4.3,88.86,1018
69,141,3.7,89.98,1016
33,314,3.9,79.87,1015
37,274,2.5,74.7,1019
50,8,7.7,89,1017
53,100,7.2,88,1014
34,332,6.7,72.3,1020
34,330,5.4,70.8,1025
40,227,6.7,79.2,1026
42,283,5.6,78,1024
74,92,3.8,83.1,1019
70,27,1.8,90.2,1016
76,22,1.8,86.8,1016
38,282,2.6,88.7,1015
53,127,4.1,93.8,1014
40,279,4.9,82.3,1019
43,285,7.1,81.1,1023
50,238,6.4,83.5,1023
48,251,6.2,73.8,1023
83,78,5.6,78.9,1022
40,326,7,76.8,1024
72,143,3.9,81.7,1023
70,57,2.9,79.2,1022
79,121,3.8,85.2,1020
43,275,3.5,86.6,1018
83,105,2.4,92.8,1017
51,153,3.3,91.6,1019
70,51,8.2,77.8,1023
77,155,9.7,72.6,1025
61,220,8.3,75.7,1023
83,116,6.6,82.9,1019
86,94,4.7,91,1015
49,306,8.2,74.3,1020
56,258,6.2,71.4,1022
63,240,3.3,71,1021
72,160,2,76.8,1021
54,16,5.9,82.6,1021
62,203,4.1,85.5,1018
55,201,3.9,87.9,1019
82,67,5,84.1,1022
58,236,4.7,84.5,1022
43,305,4.2,85.7,1022
51,293,5.6,85.1,1022
53,282,5.8,78.6,1021
63,221,6.2,84.1,1020
46,318,5,82.8,1024
53,290,5.3,81.3,1026
44,327,4.9,74.1,1026
39,351,3.2,68.2,1024
34,373,2.2,69.1,1022
41,351,2.7,71.8,1022
45,329,3.9,77.5,1022
75,132,6.8,78.3,1023
72,204,7.1,82,1024
65,266,7.1,78.6,1026
76,221,6.5,79.6,1026
55,298,6.2,78.1,1025
59,284,5.9,78.9,1021
38,343,4.2,78.5,1020
67,86,2.7,75.6,1021
59,222,3,76.8,1020
70,267,3.8,76.4,1018
51,326,3.4,73.9,1017
50,315,3.5,76.5,1017
47,366,5.9,61.7,1017
55,335,6.1,62.8,1017
71,286,3.3,62.7,1017
73,286,3.6,65.6,1016
76,153,5.7,74.4,1015
65,290,5.9,63.4,1017
62,276,4.7,61.4,1020
91,64,4.4,73.7,1017
81,234,3.3,85.5,1012
79,60,7,82.8,1011
50,360,4.4,61.3,1017
56,334,5.4,60.6,1018
43,396,3.3,55.1,1020
44,381,1.9,59.1,1019
68,306,2.6,69.7,1017
61,300,2.4,77.8,1014
94,231,3.3,82.6,1011
98,223,5.9,84.7,1010
87,246,7.1,71.4,1015
52,370,6,55.6,1021
50,381,4.8,55,1022
58,345,4.6,63.6,1021
55,348,2.8,68.3,1018
93,232,4,73.2,1020
68,310,8.2,70.5,1022
105,217,6.8,66.1,1020
101,179,6.2,70.1,1019
91,271,3.9,72.9,1019
104,205,3.1,74.4,1018
70,294,4.2,75.5,1017
46,385,3.7,73.6,1016
43,401,4.7,74.6,1016
79,220,3.2,73.9,1015
83,259,4.9,78.9,1016
60,350,3.9,75.9,1015
54,364,5.1,74.2,1012
83,179,3.1,76.9,1012
67,326,3.4,75.3,1015
66,317,2.4,76.2,1017
71,315,4.8,77.7,1017
92,284,5.7,68.6,1019
57,375,4.9,67.4,1018
57,373,4.7,71.1,1017
132,136,7.1,81.9,1016
57,383,5.9,67.7,1018
52,409,4.9,63.6,1019
57,391,3.7,67,1019
62,373,2.5,65.6,1018
59,372,2.3,71.4,1019
131,170,4,77.8,1018
113,136,5.1,81.3,1017
97,92,4.3,80.9,1016
79,295,4.2,78.3,1014
64,364,4,70.4,1014
90,249,2.8,70.8,1013
94,131,4,76.4,1012
54,391,3.5,69.5,1013
77,340,2.5,65.6,1017
90,303,5.8,64.6,1019
101,237,6.5,71.7,1020
107,185,7.4,77,1021
130,153,7.6,79.1,1019
78,334,7.2,74.6,1017
95,253,5.5,81.4,1013
88,258,3.7,77.1,1014
117,185,1.5,75.3,1014
92,182,5.1,71.8,1015
88,329,5.7,68.8,1017
92,287,4.7,68.8,1018
102,248,4.2,67.1,1018
96,11,3.9,78.7,1018
67,2,3.6,88.9,1016
91,139,4.4,87.3,1014
117,156,4,86.5,1014
110,183,4.1,83.5,1014
67,5,3,90.2,1015
131,161,3.4,86.6,1015
91,7,5.4,89.2,1016
85,7,5.7,88.9,1017
84,6,6,85.9,1017
131,26,5.7,83.5,1017
88,276,4,82.8,1017
133,71,2.8,84.6,1017
64,2,4.3,87.3,1015
64,2,6.3,88.6,1012
142,57,8.1,93.2,1010
142,34,6.9,91.8,1012
141,90,4.3,85.3,1014
119,135,3.8,87,1015
135,115,3.3,87.5,1016
127,207,2.3,74.8,1015
87,289,1.6,73.5,1015
69,350,2.6,76.1,1015
59,378,3.2,79.5,1015
75,328,4.1,78.8,1014
74,324,3.1,75.1,1013
103,98,2.8,81.8,1016
82,150,3.4,79.6,1019
71,68,2.4,82.3,1018
133,68,2.2,81.5,1017
100,123,2.6,82,1016
101,127,3,84.5,1017
126,60,2.7,82.2,1018
83,90,1.5,80.6,1017
113,143,1.7,82.3,1017
108,182,2.4,79.1,1017
131,117,2.6,75.9,1018
113,153,2.4,76.7,1017
118,194,2.5,75.6,1015
88,296,1.6,71.6,1013
86,281,2.7,75.9,1013
121,179,2.1,73.9,1015
96,181,1.4,77.2,1016
104,239,2.3,79.5,1016
107,253,3,78.2,1018
78,329,2.3,76.4,1018
113,238,1.5,71.2,1017
105,217,1.3,78.3,1017
96,175,1.9,79.2,1017
108,84,3.3,80.8,1017
107,250,2.2,76.8,1016
102,250,1.9,72.3,1015
126,187,2.7,75.4,1015
72,131,2,75.2,1017
77,142,3,77.8,1018
126,188,2.9,74.8,1019
126,178,1.5,72.2,1018
104,264,3.1,76.9,1019
121,218,2.4,73.4,1019
112,141,1.8,74.8,1017
121,148,1.8,78.1,1016
126,108,1.9,77.3,1018
75,259,1.8,75.3,1019
110,208,2.1,68.8,1018
112,250,1.6,65.2,1017
135,167,2.5,75.5,1018
125,196,2.4,75.7,1018
103,190,2.3,74.6,1017
65,337,2.5,71.4,1015
111,186,3.2,76.5,1016
81,324,3.5,71.2,1015
138,138,3.4,75.2,1013
95,146,4.7,83.4,1012
127,109,4.1,82,1014
84,303,2.7,75.2,1015
86,143,2.1,75.4,1016
122,88,2.3,83.2,1016
103,108,2.9,80.7,1016
104,91,3.1,83.6,1016
94,91,2.8,79.3,1017
109,241,3.7,79.1,1018
141,105,4.2,82.4,1017
85,311,4.3,78.3,1018
71,315,5,77.8,1018
78,300,4.3,77.4,1018
63,350,4.5,76.6,1019
72,313,4.8,76.6,1017
89,243,4,78.5,1017
97,272,2.5,77.3,1018
121,129,1.3,74.4,1018
84,198,2,77.8,1017
85,179,1.7,77.1,1017
76,255,1.9,76.1,1018
98,244,3,75.1,1018
122,175,3.2,75.4,1017
78,313,4.1,74.3,1017
65,335,4.5,75.9,1019
70,319,4.1,77.8,1020
81,309,3.3,79,1018
67,152,2.6,79.7,1017
72,311,3.3,78.8,1018
49,367,3.1,72.2,1018
97,151,1.6,74.3,1017
73,213,1.8,72.8,1015
85,162,2.7,78.2,1015
63,56,3.5,83.4,1017
65,328,4.5,79,1018
57,339,3.5,78.8,1017
121,109,4.2,79.4,1018
104,167,4.1,79.8,1018
116,96,4.2,81.1,1017
110,171,3.8,83,1016
71,234,4.6,82.3,1016
102,131,6.1,84.8,1016
43,10,7.3,89.1,1015
112,211,4,85.3,1016
65,313,4.2,82,1015
71,276,3.8,80.5,1014
90,155,3.2,83.3,1014
104,103,2.5,81.4,1013
90,238,2.5,80.6,1013
114,98,1.8,76.6,1015
122,98,1.5,77.6,1015
84,220,1.2,75,1014
75,247,1.7,76.9,1014
78,162,1.9,79.6,1013
70,200,2,76.6,1012
47,343,2.4,76.6,1012
53,334,3.8,78.1,1014
57,325,3.3,75.9,1013
76,199,2.3,76.5,1014
80,238,2.5,75.9,1015
88,170,3.3,79.3,1016
95,179,2.6,76.4,1014
47,346,2.2,75.7,1014
54,326,2.8,80.5,1015
61,303,2.8,77.7,1016
53,315,4.1,77.6,1016
65,293,4.4,79.1,1015
50,322,4.4,77.5,1017
54,267,5.9,80.4,1016
60,309,6.1,77.6,1016
55,300,5.5,79.1,1017
82,209,5.8,78,1016
87,199,5.7,74.4,1014
72,199,5.4,82,1014
53,317,5.2,78.3,1015
95,169,6,74.5,1015
116,95,6.7,75.4,1014
114,70,7.5,81.5,1012
117,93,5.7,86.1,1011
98,166,5.2,87.9,1011
90,97,3,87.2,1011
68,192,2.1,82.6,1010
49,288,2,80.6,1012
47,313,3,81.9,1015
59,270,5.6,79.3,1017
65,261,6.4,79.7,1017
48,312,5.5,78.5,1018
72,236,5.2,79.2,1019
43,331,4.8,77.2,1019
75,203,1.6,72.5,1016
57,280,4.4,76.6,1015
66,115,5.7,75.9,1017
83,148,3.6,73.6,1017
52,273,3.3,74.6,1015
59,246,2.3,73.1,1013
53,261,3.9,77.5,1011
62,225,4.2,79.4,1013
43,330,5.9,71.1,1018
42,334,4.6,69.3,1018
61,257,4.7,71.3,1018
80,169,5.2,70.1,1018
80,181,4.4,73.7,1015
78,174,4.2,85.6,1014
90,43,4.4,90.4,1017
69,180,4.5,84.8,1018
41,303,3.7,75.1,1017
62,220,2.8,79.1,1015
37,310,3.7,80.6,1015
41,300,3.4,80.9,1015
38,305,3,77.9,1015
45,266,2,77.5,1016
56,218,4.8,82.5,1017
42,287,4.6,79.8,1017
57,220,3.7,84.5,1016
36,306,3.5,83.3,1016
73,155,4.3,84,1014
53,178,5.9,77.7,1016
71,81,5.2,78.4,1018
58,204,3.7,71.9,1018
45,252,1.9,75.4,1017
54,203,1.6,78.5,1017
45,155,3.6,82,1018
79,34,3.9,81.8,1018
53,187,3.5,75.9,1015
72,106,4,80.2,1012
57,184,2.4,82.6,1013
54,195,2.8,81.6,1014
72,43,6,82.5,1014
32,346,6.4,57,1018
53,184,3.7,60.4,1020
74,42,3.1,76,1019
74,101,4.1,81.6,1016
45,255,3.4,89.9,1015
40,279,2.6,87.6,1016
48,101,2.3,89.2,1015
64,149,6.7,73.3,1019
45,273,5.4,72.2,1023
49,224,4.2,71.5,1024
56,176,3.9,81.6,1021
74,91,4.8,88.7,1016
75,36,5.5,80.1,1017
40,300,6.3,76.5,1023
55,162,4.5,73.1,1022
67,94,3.7,73.5,1019
65,171,5,86.4,1017
47,32,4,91.5,1017
44,237,3.2,77.2,1019
32,323,4.1,77.3,1019
34,314,2.1,67.3,1018
36,285,3.2,74.3,1016
51,207,7,88.1,1009
59,194,10.1,72.8,1011
46,226,3.5,68.6,1020
42,277,3.1,70.8,1022
54,203,4.3,76,1022
60,59,4.7,75.9,1021
51,33,7.2,80.8,1021
75,86,6.9,84.2,1020
75,116,5,89.2,1020
47,244,3.3,91,1020
35,301,4,80,1020
50,232,4.4,76,1020
55,219,4,79.96,1020
33,309,4.5,77.85,1020
68,117,4.2,85.12,1017
61,203,4.5,83.23,1016
62,159,4.8,82.99,1016
41,276,3.6,77.4,1019
33,321,3.7,69.74,1021
35,262,1.8,69.73,1020
64,168,4.1,75.37,1018
31,353,5.8,60.21,1018
50,217,4.1,74.05,1019
53,236,4.1,75.88,1021
43,245,2.1,82.28,1020
39,298,3.5,80.59,1019
56,211,4.7,78.47,1020
42,295,4.2,75.27,1021
54,209,2.4,77.23,1021
37,317,1.9,69.46,1019
54,263,3.8,75.27,1016
64,113,7.8,83.78,1015
43,303,5.5,77.96,1023
51,268,7.3,68.97,1025
79,93,6.9,76.67,1021
59,79,4.6,91.12,1016
72,134,5.4,82.3,1019
33,2,5.6,87.97,1018
55,18,5.5,91.15,1009
48,240,6.3,85.89,1014
35,355,3,73.12,1016
62,47,2,70.24,1019
75,148,3.6,87.01,1021
61,233,2.9,82.64,1020
56,236,2.6,86.34,1018
45,308,1.8,82.52,1016
57,222,2.7,82.99,1016
58,237,2.7,77.95,1018
39,337,3.9,73.28,1020
43,329,4.4,73.55,1020
56,254,3.7,71.24,1021
61,153,5.9,75.09,1023
60,241,6.5,76.29,1022
85,96,5.3,82.73,1019
49,302,5.3,85.26,1017
38,1,5.4,92.12,1016
69,228,5.5,79.77,1016
67,245,2.1,75.79,1014
63,260,2.9,75.99,1013
61,264,4,81.12,1015
70,238,4.3,86.05,1019
43,332,5.6,80.98,1020
56,267,6.7,80.13,1018
61,274,5.5,78.01,1019
55,296,4.4,79.39,1020
66,254,5.6,82.14,1019
63,237,4,78.24,1019
72,205,4.8,78.86,1022
88,147,5.9,79.71,1022
66,238,3.3,77.27,1018
39,360,2.8,76.24,1017
56,313,2.6,73.97,1019
58,317,2,70.58,1018
79,186,3.6,75.9,1015
48,336,3.5,71.38,1015
77,204,4,78.01,1017
44,366,7.1,66.12,1023
77,272,5.1,68.34,1023
74,92,4.7,67.67,1020
55,315,5,75.23,1018
56,317,4.6,81.05,1020
50,334,3.5,80.04,1021
69,275,2.6,78.4,1019
110,170,6.6,77.76,1018
86,237,6.1,77.26,1019
97,125,4.4,77.64,1019
80,172,2.2,73.12,1018
104,154,1.5,74.43,1017
108,66,4,84.24,1016
43,9,7.7,89.47,1015
78,205,5.1,82.94,1015
66,311,5,74.44,1015
53,379,4.5,55.74,1018
52,377,3.3,60.14,1021
99,225,5.1,69.67,1021
92,225,2.4,73.95,1018
55,312,3.2,69.59,1015
58,332,6.4,74.63,1016
105,161,7.9,74.05,1019
102,190,5.4,68.21,1019
93,270,4,69.97,1017
84,234,2.6,71.6,1016
69,326,2.6,68.65,1017
83,279,3.3,71.72,1018
105,131,6,81.99,1022
92,14,5.1,84.72,1022
135,145,4.7,74.51,1019
79,306,4.3,76.58,1019
62,332,5.4,79.06,1019
99,233,5.6,77.51,1017
45,6,5.4,83.46,1012
107,221,5.1,77.67,1009
58,330,2.5,71.27,1012
53,380,4.1,73.6,1015
51,374,5.4,77.52,1015
93,275,5.8,78.75,1014
95,239,4.6,76,1015
54,392,5,66.65,1019
52,397,4.4,69.53,1017
73,309,6,76.59,1015
76,239,7.3,79.06,1012
100,159,5.8,66.9,1015
52,407,2.3,55.28,1019
57,388,4.4,63.56,1019
73,355,4.6,64.34,1018
68,355,2.8,63.55,1016
106,257,3.8,69.32,1015
109,192,5.7,75.43,1013
79,338,3.9,78.06,1014
81,289,2.9,73.49,1016
66,353,4.2,76.65,1018
57,375,7.2,71.99,1020
95,213,7,75.81,1018
123,192,4.2,81.17,1016
95,251,4.4,79.95,1016
69,331,4.3,82.04,1014
112,192,3.8,83.93,1013
80,152,2,82.34,1015
128,119,2.1,80.9,1016
77,244,4.2,77.61,1015
79,292,3.6,79.27,1015
92,271,3.4,77.73,1015
76,302,4.1,77.99,1014
83,240,3.9,77.24,1013
84,296,3.8,76.34,1013
121,211,4.1,78.23,1013
125,64,2.3,71.63,1014
127,202,4.1,80.24,1015
80,299,4.5,72.72,1015
104,254,4.2,75.52,1015
65,360,3.8,75.29,1015
99,229,2.9,73.01,1015
54,390,3.3,71.15,1014
53,410,4.7,69.84,1017
76,337,6.8,72.04,1018
73,363,6.6,67.89,1018
99,297,6.5,68.99,1018
68,369,5.8,75.18,1018
60,391,5.2,75.11,1016
53,418,4.6,69.7,1014
102,296,4.1,69.93,1014
53,410,4.5,74.66,1014
67,348,4,76.39,1014
89,258,2.8,71.58,1013
74,287,2.6,70.14,1013
97,249,3,71.15,1015
82,166,2.5,70.91,1016
93,252,3.1,74.32,1016
111,221,3.1,72.22,1013
111,140,2.9,76.22,1012
91,123,3.5,80.7,1013
108,52,3.8,82.92,1015
95,94,3.4,84,1016
87,253,2.3,75.4,1015
103,160,2.7,77,1016
84,171,1.8,78.09,1017
104,138,2.1,83.05,1017
58,133,2.8,82.49,1017
53,11,3.9,87.54,1016
96,48,4.4,85.23,1017
92,166,3,78.17,1017
73,294,3.2,79.4,1016
71,354,3.5,77.27,1016
97,295,2.5,75.76,1018
103,290,1.7,74.28,1019
94,291,1.9,70.48,1017
92,252,2.2,68.68,1016
98,223,2.3,68.7,1017
109,247,2,68.75,1017
123,201,3.7,74.52,1017
91,177,4.4,76.25,1017
107,94,4.6,82.28,1018
80,83,2.1,79.12,1017
64,356,2.1,73.39,1016
74,337,2.9,73.06,1015
90,122,2,75.57,1014
84,313,3,73.34,1015
114,205,3.6,74.78,1017
74,50,3.8,77.72,1018
110,169,2.2,74.81,1016
74,83,2.3,82.88,1014
117,171,3.2,77.38,1015
117,241,3.6,75.32,1016
107,206,4.4,77.89,1016
137,31,3.2,75.95,1016
116,189,4.4,77.58,1017
84,304,4.8,73.55,1018
110,254,4.3,76.92,1017
77,334,3.7,73.27,1018
56,378,3.5,73.41,1018
135,182,3.1,74.23,1017
73,317,3.5,73.57,1017
107,196,3.8,76.17,1017
84,298,2.9,75.11,1016
89,173,2.9,75.67,1015
69,291,2.2,70.89,1014
90,286,3.4,71.3,1015
64,168,2,80.17,1017
105,163,1,73.22,1019
112,197,0.9,71.5,1019
67,250,1.3,73.54,1018
89,293,1.8,74.03,1015
80,307,2.1,74.64,1015
109,191,3.6,76.52,1016
107,84,4.8,83.53,1014
140,123,3.3,84.31,1013
74,107,3.8,84.93,1014
84,146,2.9,83.45,1015
80,62,1.8,83.61,1016
100,134,1.9,80.47,1015
80,198,1.9,79.66,1015
61,207,1.6,75.63,1015
55,247,1.6,76.38,1015
79,248,1.7,74.35,1014
90,159,1.4,77.74,1015
100,169,2.1,76.98,1014
89,208,1.6,75.47,1014
105,179,2.2,80.25,1015
81,157,3.3,79.87,1016
93,256,2.8,74.34,1017
99,185,2.7,72.22,1018
101,259,3.3,72.68,1017
101,220,4.4,76.51,1017
86,266,4.5,80.16,1017
76,289,3.4,74.44,1017
113,142,3.5,80.32,1015
110,126,2,78.47,1013
88,108,3.4,85.03,1013
108,144,3.5,82.91,1013
59,164,2.4,79.29,1014
67,271,2.6,75.63,1014
58,287,2.9,77.31,1013
102,96,2.7,81.81,1012
102,191,4.3,84.07,1012
77,299,5.4,79.35,1012
76,238,3.5,80.83,1011
126,68,8.5,86.47,1006
138,113,7.7,83.94,1006
98,230,5.5,78.23,1011
105,212,4.4,81.13,1014
69,307,3.3,75.87,1014
95,258,3,75.19,1013
102,198,3,75.53,1015
58,317,4.5,78.02,1017
63,318,5.8,76.98,1018
78,273,6.9,76.54,1016
85,153,6.4,79.82,1013
76,209,6.2,84.43,1013
92,76,3.1,84.03,1013
59,320,2.8,82.96,1013
55,327,3.7,80.6,1013
50,350,3.7,74.78,1012
73,285,5.5,77.27,1012
77,245,7.4,70.95,1013
99,112,8.6,77.58,1015
94,72,8.7,81.92,1016
131,91,8.3,81.16,1015
64,286,6.1,75.24,1013
67,256,4.1,70.65,1011
62,325,3.6,69.83,1011
60,326,3.9,70.6,1012
50,336,4.6,77.39,1013
48,342,4.9,79.39,1016
70,276,6.5,75.69,1016
69,238,7.8,77.08,1014
84,169,7.5,77.24,1011
91,160,6.4,81.73,1011
66,267,5.2,81.29,1013
46,336,4.5,78.72,1013
53,298,5.6,79.66,1013
57,290,6.3,78.45,1012
62,32,4.4,87.78,1010
83,35,5.3,89.88,1012
86,137,1.7,84.65,1013
54,146,3.6,85.51,1013
50,186,5.4,84.41,1013
88,141,6.1,83.39,1014
61,263,5.3,79.66,1015
69,244,4,76.3,1016
47,310,3.4,75.19,1015
55,283,3.5,78.09,1013
66,234,2.2,80.56,1012
97,102,2.8,81.55,1012
77,17,6.1,85.64,1011
91,157,3.8,83.26,1013
45,310,2.7,80.38,1014
58,255,2.1,78.17,1015
42,320,3.1,80.43,1015
56,263,6.5,79.08,1016
71,193,7,78.91,1015
86,150,5,83.61,1014
53,273,3.3,86.07,1014
41,310,3.9,82.58,1016
44,300,4.9,79.7,1016
48,280,4.6,78.5,1016
39,317,3.1,77.27,1016
70,196,2.7,79.38,1016
44,293,3.4,76.93,1015
76,69,3.6,81.94,1015
80,116,4.3,77.91,1016
56,232,3.6,74.92,1018
77,145,5,79.3,1018
39,304,4.9,79.97,1017
44,219,1.7,76.72,1013
57,16,6.4,83.85,1014
49,287,6.1,67.42,1017
41,309,4.8,65.77,1016
46,272,2.3,67.27,1013
50,186,5.3,84.8,1015
58,33,4.8,85.27,1016
76,46,3.2,85.83,1013
44,256,6.2,80.45,1011
56,127,4.5,84.73,1011
57,192,3.4,77.47,1011
49,264,3.4,72.88,1013
32,344,4.9,64.33,1018
58,228,4.6,71.34,1019
50,199,2.7,71.44,1017
62,206,3,73.67,1015
62,93,4.1,82.8,1012
36,309,3,75.14,1013
33,310,1.7,70.15,1016
37,297,2.1,74.6,1019
38,300,2.9,78.13,1020
40,287,5,77.82,1018
40,286,2.8,72.72,1016
47,250,3.7,76.68,1015
57,204,7.1,78.41,1013
32,340,4.5,66.55,1015
38,290,3.2,72.86,1014
63,204,3.8,66.27,1018
34,302,2,69.84,1020
37,296,1.9,73.66,1020
57,160,3.5,77.95,1019
38,280,3.4,81.62,1019
58,192,3.9,86.88,1018
43,234,2.9,88.73,1020
61,101,4.4,87.07,1020
81,54,3.6,79.23,1014
51,232,5.8,82.75,1012
31,323,4.4,74.98,1019
59,167,5.3,84.18,1019
41,259,4.9,87.26,1015
69,23,4.9,93.07,1013
42,1,8.1,87.2,1019
66,51,8.6,81.19,1020
72,82,7.3,82.79,1020
28,1,7.2,82.13,1016
58,43,5.4,88.47,1011
48,238,6.6,79.13,1010
50,191,4.1,88.89,1012
66,91,5.1,88.06,1015
44,247,5.2,88.14,1017
53,138,5.7,89.57,1017
62,119,5.5,88.79,1016
66,25,3.3,90.15,1014
44,170,3.5,83.05,1017
