Year,Month,Day,Relative Humidity
2017,1,1,66.46
2017,1,1,67.15
2017,1,1,67.15
2017,1,1,66.37
2017,1,1,69.58
2017,1,1,66.81
2017,1,1,63.65
2017,1,1,60.16
2017,1,1,56.9
2017,1,1,54.68
2017,1,1,53.79
2017,1,1,57.77
2017,1,1,57.48
2017,1,1,56.86
2017,1,1,52.25
2017,1,1,46.89
2017,1,1,42.68
2017,1,1,34.89
2017,1,1,32.75
2017,1,1,31.55
2017,1,1,35.15
2017,1,1,44.94
2017,1,1,57.64
2017,1,1,57.74
2017,1,2,56.69
2017,1,2,56.5
2017,1,2,55.52
2017,1,2,58.66
2017,1,2,58.86
2017,1,2,59.14
2017,1,2,58.99
2017,1,2,58.6
2017,1,2,57.61
2017,1,2,60.2
2017,1,2,57.77
2017,1,2,59.8
2017,1,2,57.85
2017,1,2,60.85
2017,1,2,52.04
2017,1,2,47.3
2017,1,2,40.53
2017,1,2,35.45
2017,1,2,30.5
2017,1,2,29.29
2017,1,2,32.11
2017,1,2,43.33
2017,1,2,51.32
2017,1,2,55.82
2017,1,3,59.99
2017,1,3,71.63
2017,1,3,77.47
2017,1,3,80.61
2017,1,3,77.51
2017,1,3,75.09
2017,1,3,79.06
2017,1,3,77.5
2017,1,3,75.91
2017,1,3,80.07
2017,1,3,77.88
2017,1,3,75.97
2017,1,3,80.83
2017,1,3,79.88
2017,1,3,73.22
2017,1,3,63.29
2017,1,3,54.83
2017,1,3,47.19
2017,1,3,43.74
2017,1,3,40.8
2017,1,3,41.58
2017,1,3,42.36
2017,1,3,46
2017,1,3,55.12
2017,1,4,58.92
2017,1,4,58.55
2017,1,4,63.87
2017,1,4,69.9
2017,1,4,76.14
2017,1,4,76.24
2017,1,4,75.97
2017,1,4,81.12
2017,1,4,79.4
2017,1,4,82.87
2017,1,4,79.58
2017,1,4,77.33
2017,1,4,81.77
2017,1,4,80.42
2017,1,4,74.09
2017,1,4,71.01
2017,1,4,59.76
2017,1,4,54.94
2017,1,4,56.93
2017,1,4,56.97
2017,1,4,56.06
2017,1,4,63.65
2017,1,4,71.42
2017,1,4,75.23
2017,1,5,72.41
2017,1,5,77.18
2017,1,5,77.2
2017,1,5,71.62
2017,1,5,71.79
2017,1,5,73.95
2017,1,5,72.6
2017,1,5,71.71
2017,1,5,72.23
2017,1,5,71.01
2017,1,5,72.4
2017,1,5,69.47
2017,1,5,71.86
2017,1,5,69.52
2017,1,5,63.68
2017,1,5,62.24
2017,1,5,57.01
2017,1,5,61.37
2017,1,5,63.49
2017,1,5,63.73
2017,1,5,63.17
2017,1,5,61.99
2017,1,5,66.21
2017,1,5,62.2
2017,1,6,61.84
2017,1,6,59.6
2017,1,6,58.11
2017,1,6,56.55
2017,1,6,55.07
2017,1,6,53.61
2017,1,6,52.91
2017,1,6,53.33
2017,1,6,51.58
2017,1,6,50.35
2017,1,6,53.53
2017,1,6,57.15
2017,1,6,55.5
2017,1,6,56.25
2017,1,6,49.85
2017,1,6,39.12
2017,1,6,38.83
2017,1,6,32.76
2017,1,6,29.23
2017,1,6,31.39
2017,1,6,34.84
2017,1,6,39.71
2017,1,6,47.12
2017,1,6,49.14
2017,1,7,48.31
2017,1,7,49.06
