Year,Month,Day,Max Temp (F),Min Temp (F),DHI (w/m2),DNI (w/m2),Wind Speed (m/s),Relative Humidity (%),Pressure (mbar)
2018,6,25,59.18,44.96,40,1,1,94.75,995
2018,6,26,65.66,43.16,85,391,0.9,76.14,1003
2018,6,27,80.96,50,48,473,0.8,79.61,1002
2018,6,28,69.8,53.78,120,57,0.9,92.19,1005
2018,6,29,77.9,60.62,86,187,0.8,95.52,998
2018,6,30,84.38,59.36,75,383,0.3,81.29,1001
2018,7,1,78.44,55.58,108,50,0.3,89.21,1003
2018,7,2,73.58,52.7,130,232,0.4,86.96,1007
2018,7,3,82.58,59.36,97,317,0.6,87.92,1007
2018,7,4,89.78,64.94,49,453,0.5,81.65,1008
2018,7,5,84.74,64.94,102,335,0.4,85.64,1008
2018,7,6,82.22,65.48,68,196,0.9,92.94,997
2018,7,7,71.42,53.6,40,488,0.7,77.38,1006
2018,7,8,79.34,54.5,80,404,0.6,78.16,1011
2018,7,9,80.78,55.4,50,455,0.8,77.32,1005
2018,7,10,77.18,54.68,52,457,0.7,83.21,999
2018,7,11,77.36,56.12,124,73,0.3,90.37,1000
2018,7,12,73.76,56.12,75,309,0.5,75.13,1005
2018,7,13,73.04,53.42,110,189,0.4,77.81,1012
2018,7,14,70.34,49.82,86,137,0.5,84.91,1008
2018,7,15,77.54,57.56,143,77,0.2,89.15,1002
2018,7,16,83.48,60.08,90,269,0.4,85.36,1000
2018,7,17,78.8,60.26,104,279,0.6,88.11,999
2018,7,18,72.68,64.04,66,7,0.7,96.54,995
2018,7,19,76.1,56.12,139,171,0.4,82.26,1001
2018,7,20,79.34,56.48,72,406,0.4,78.43,1009
2018,7,21,70.34,58.46,87,46,0.6,92.69,1008
2018,7,22,76.1,59.9,104,127,0.6,94.35,1012
2018,7,23,82.04,68.72,84,328,0.6,88.42,1014
2018,7,24,82.4,68.54,47,445,0.5,88.86,1014
2018,7,25,81.86,69.98,59,400,0.7,87.23,1009
2018,7,26,77.18,67.1,79,13,1,93.22,1003
2018,7,27,80.96,63.32,132,137,0.7,88.81,1002
2018,7,28,80.42,62.42,98,151,0.5,90.1,1004
2018,7,29,81.5,64.22,84,202,0.6,91.79,1001
2018,7,30,80.78,63.68,79,359,0.6,81.22,1003
2018,7,31,81.86,63.68,115,210,0.5,82.19,1005
2018,8,1,85.28,63.5,65,395,0.4,79.31,1007
2018,8,2,80.42,61.52,76,281,0.8,87.64,1003
2018,8,3,86.9,67.82,52,406,0.5,81.55,1005
2018,8,4,86.36,65.48,58,304,0.4,86.61,1006
2018,8,5,77,61.88,84,64,0.6,97.13,1002
2018,8,6,86,61.88,69,314,0.4,82.95,1001
2018,8,7,89.24,66.2,69,241,0.4,83.46,998
2018,8,8,80.06,65.84,118,47,0.4,85.62,997
2018,8,9,74.3,65.84,112,77,0.7,92.54,995
2018,8,10,81.86,60.8,79,305,0.6,83.05,994
2018,8,11,79.34,58.82,52,421,0.5,73.81,1002
2018,8,12,82.04,61.7,102,254,0.4,76.09,1007
2018,8,13,81.32,59.18,88,295,0.4,77.54,1006
2018,8,14,77,62.24,101,64,0.5,91.33,1001
2018,8,15,78.8,65.84,83,211,0.6,91.16,997
2018,8,16,80.6,59.72,97,241,0.5,86.2,998
2018,8,17,73.4,58.28,112,190,0.5,76.33,1004
2018,8,18,68.9,57.02,39,3,0.8,95.37,996
2018,8,19,72.68,57.92,104,138,0.7,82.67,1002
2018,8,20,72.68,53.96,103,204,0.7,83.42,1008
2018,8,21,73.94,50,80,297,0.4,81.77,1006
2018,8,22,70.88,63.14,87,49,0.8,92.92,996
2018,8,23,75.92,59.54,120,137,0.7,85.78,994
2018,8,24,77.18,57.2,64,350,0.6,78.68,1006
2018,8,25,78.62,59,93,254,0.5,79.99,1012
2018,8,26,74.84,54.86,96,240,0.5,85.23,1007
2018,8,27,79.16,60.26,92,183,0.5,84.88,999
2018,8,28,83.12,63.32,78,291,0.6,85.54,999
2018,8,29,83.12,65.84,42,393,0.6,77.91,997
2018,8,30,83.66,53.96,71,180,0.7,87.4,1000
2018,8,31,72.5,53.42,90,241,0.6,75.91,1011
2018,9,1,70.16,53.06,78,252,0.5,80.28,1014
2018,9,2,75.56,54.86,68,274,0.6,79.63,1011
2018,9,3,76.82,58.82,83,244,0.7,82.57,1009
2018,9,4,75.2,57.92,69,70,0.6,83.77,1005
2018,9,5,78.8,56.66,50,311,0.5,73.85,1009
2018,9,6,84.2,59.36,52,272,0.8,82,1002
2018,9,7,72.68,51.26,53,329,0.5,73.5,1005
2018,9,8,66.56,44.96,74,273,0.7,75.43,1003
2018,9,9,64.94,43.88,67,271,0.6,71.54,1010
2018,9,10,66.56,41,46,330,0.7,72.71,1018
2018,9,11,68.54,50.36,33,1,0.9,89.9,1014
2018,9,12,68.72,54.68,75,29,0.6,86.83,1009
2018,9,13,74.84,53.24,56,294,0.5,79.75,1010
2018,9,14,78.62,53.6,34,382,0.5,81.52,1010
2018,9,15,80.06,57.38,37,366,0.6,83,1007
2018,9,16,76.46,56.48,46,326,0.5,84.55,1007
2018,9,17,80.24,59.18,42,324,0.8,85.9,1003
2018,9,18,77,56.48,84,59,0.8,91.31,995
2018,9,19,60.26,44.24,56,12,0.9,94.58,1000
2018,9,20,57.92,43.88,66,102,0.6,80.98,1009
2018,9,21,62.6,43.16,56,217,0.9,75.58,1009
2018,9,22,71.24,45.86,49,178,1.2,77.7,999
2018,9,23,63.32,40.28,30,378,0.7,74.56,1008
2018,9,24,54.5,34.52,30,408,0.9,62.47,1019
2018,9,25,56.12,34.52,66,231,0.8,68.56,1023
2018,9,26,68,51.98,28,11,1.2,93.88,1007
2018,9,27,68.18,50.54,54,18,0.9,90.95,1004
2018,9,28,65.48,50.72,41,28,0.7,96.78,1002
2018,9,29,65.12,46.94,44,232,0.6,86.53,1003
2018,9,30,62.96,42.8,31,349,0.5,76.97,1011
2018,10,1,58.28,40.28,67,56,0.7,81.06,1012
2018,10,2,55.58,36.14,64,16,0.8,84.59,1013
2018,10,3,63.14,52.34,25,159,1.2,98.7,1004
2018,10,4,62.96,57.38,60,40,0.8,94.72,1001
2018,10,5,57.56,40.46,45,253,0.8,82.16,1005
2018,10,6,58.28,37.58,33,335,0.7,73.63,1007
2018,10,7,52.34,44.24,25,19,0.7,89.87,1008
2018,10,8,50.9,37.04,71,90,0.6,78.53,1016
2018,10,9,63.32,44.24,33,14,0.9,92.17,1007
2018,10,10,65.48,43.34,20,159,0.8,90.96,1001
2018,10,11,50.36,40.64,20,159,1,97.51,1000
2018,10,12,56.3,45.68,17,159,0.6,99.8,981
2018,10,13,49.1,37.22,64,29,0.9,86.38,991
2018,10,14,48.92,36.68,47,212,1,82.07,1002
2018,10,15,59,36.5,42,232,0.9,81.38,1005
2018,10,16,61.88,37.58,26,333,1.5,77.98,990
2018,10,17,50,34.34,40,25,0.8,83.29,995
2018,10,18,41.54,31.46,49,96,1.4,79.36,993
2018,10,19,45.32,28.94,24,331,1.1,73.13,1004
2018,10,20,57.74,45.32,36,5,1.2,95.16,992
2018,10,21,55.4,33.62,32,273,0.7,88.54,987
2018,10,22,40.82,30.92,51,155,1,74.28,1002
2018,10,23,49.1,29.48,32,250,0.7,78.84,1010
2018,10,24,58.82,41.18,39,164,0.9,95.66,993
2018,10,25,42.62,33.44,42,9,1.1,86.86,989
2018,10,26,39.2,27.68,43,104,1.2,76.53,998
2018,10,27,44.42,25.34,30,33,0.9,82.21,1013
2018,10,28,60.62,44.42,23,140,0.8,99.38,998
2018,10,29,58.82,48.56,36,116,0.5,95.85,995
2018,10,30,52.34,42.08,33,8,0.7,96.95,993
2018,10,31,44.96,39.56,40,9,0.7,90.22,1000
2018,11,1,51.98,39.56,20,1,0.5,97.64,998
2018,11,2,59.18,45.32,10,140,0.8,99.26,998
2018,11,3,65.3,46.22,14,140,1.3,96.84,995
2018,11,4,47.84,32.54,27,252,1.3,72.36,1009
2018,11,5,44.06,31.1,49,88,0.6,86.79,1021
2018,11,6,60.08,42.08,26,3,0.9,98.66,1005
2018,11,7,60.44,45.68,25,240,0.9,90.84,992
2018,11,8,51.8,38.3,29,213,1,78.89,1000
2018,11,9,47.12,35.06,19,298,0.7,81.97,1012
2018,11,10,53.96,34.34,13,1,1.3,93.73,994
2018,11,11,37.58,29.3,38,145,1.5,64.22,997
2018,11,12,35.96,25.7,19,299,1.1,72.25,1009
2018,11,13,53.24,25.88,23,140,0.9,87.67,1006
2018,11,14,50,18.32,28,226,1.8,69.26,994
2018,11,15,53.08,36.41,24,238,1.1,67.48,1014
2018,11,16,36.86,20.48,24,20,1.1,89.98,993
2018,11,17,33.44,30.92,42,53,1,95.33,994
2018,11,18,32.36,23.18,19,293,0.8,81.93,1010
2018,11,19,33.44,21.38,35,30,0.5,92.58,1008
2018,11,20,34.88,32,35,17,0.5,99.88,996
2018,11,21,36.68,27.14,35,93,0.9,96.41,992
2018,11,22,27.14,9.5,35,75,1.4,82.65,996
2018,11,23,20.66,10.76,35,139,1.3,80.62,1004
2018,11,24,39.74,19.22,28,179,0.9,87.07,1002
2018,11,25,37.58,30.38,29,179.81,0.7,99.52,998
2018,11,26,35.6,29.3,27,115,0.7,94.49,1000
2018,11,27,42.08,32.72,23,5,1.1,99.01,990
2018,11,28,45.32,32.18,30,10,0.6,99.27,976
2018,11,29,32.9,31.64,28,23,1.7,94.74,972
2018,11,30,34.16,29.66,32,33,1,94.32,996
2018,12,1,32.72,29.84,30,12,0.5,89.98,1006
2018,12,2,43.52,28.94,32,26,0.6,86.83,1006
2018,12,3,50,37.58,28,91,0.7,99.95,982
2018,12,4,37.4,22.1,20,3,0.9,81.85,987
2018,12,5,26.6,15.98,14,264,0.7,69.01,1001
2018,12,6,53.08,36.41,25,25,0.6,83.08,1000
2018,12,7,36.5,18.68,26,150,0.6,92.74,1004
2018,12,8,25.7,7.88,17,234,0.9,78.61,1007
2018,12,9,22.82,7.16,18,244,0.9,72.27,1008
2018,12,10,25.88,10.58,28,141,0.7,83.68,1001
2018,12,11,24.8,6.98,21,211,0.6,78.12,1004
2018,12,12,20.3,6.8,26,147,1,83.6,997
2018,12,13,21.38,11.3,17,245,0.9,78.18,1014
2018,12,14,34.16,15.44,30,99,0.7,91.93,1017
2018,12,15,43.7,30.38,27,43,0.7,99.68,1005
2018,12,16,37.94,25.88,17,212,0.5,92.94,1008
2018,12,17,34.88,28.4,6,147,1,97.2,986
2018,12,18,32,23.36,18,147,1.2,93.45,975
2018,12,19,26.24,21.74,21,207,1.1,82.67,995
2018,12,20,34.88,21.02,26,150,0.7,93,1005
2018,12,21,51.8,27.32,32,62,0.6,99.68,1004
2018,12,22,56.48,41.72,25,11,1,100,984
2018,12,23,42.08,20.66,19,215,1,85.12,994
2018,12,24,24.8,15.8,26,37,0.5,72.32,1000
2018,12,25,16.7,10.22,26,10,0.8,73.2,1000
2018,12,26,26.96,9.14,13,235,0.7,77.8,1007
2018,12,27,17.42,8.06,26,158,1,74.44,1015
2018,12,28,38.66,7.16,11,11,0.7,80.86,1015
2018,12,29,46.04,23.36,23,101,0.8,99.66,990
2018,12,30,23.36,9.32,33,66,0.9,77.72,1005
2018,12,31,26.24,7.88,21,197,0.8,78.7,1011
2019,1,1,37.4,23.36,30,42,1,97.16,990
2019,1,2,23.54,3.56,18,237,1.1,79.84,1003
2019,1,3,22.46,3.38,32,84,0.5,86.34,1002
2019,1,4,35.6,17.24,32,103,0.6,95.94,997
2019,1,5,36.32,32.54,29,8,0.4,100,990
2019,1,6,34.7,27.32,31,31,1,97.32,982
2019,1,7,27.32,10.58,26,155,1.1,83.3,1001
2019,1,8,29.48,10.4,29,53,0.5,85.06,1008
2019,1,9,42.98,29.66,33,101,1.1,98.05,983
2019,1,10,35.6,27.14,25,173,0.8,92.12,976
2019,1,11,27.5,11.84,38,44,0.8,79.29,991
2019,1,12,15.26,9.68,30,132,0.9,76.48,1005
2019,1,13,22.28,6.8,18,255,0.7,79.84,1011
2019,1,14,21.2,2.84,20,224,0.6,80.77,1007
2019,1,15,24.98,10.58,20,253,0.8,85.68,997
2019,1,16,33.62,15.62,31,125,0.7,88,999
2019,1,17,28.94,5.18,19,254,0.8,74.41,1007
2019,1,18,29.84,3.38,36,130,0.5,78.56,1008
2019,1,19,30.56,6.62,22,228,0.7,74.55,1008
2019,1,20,51.26,7.16,33,1,1.2,86.59,997
2019,1,21,50.18,14.72,34,28,1,87.1,979
2019,1,22,15.62,9.32,38,94,1.1,69.42,997
2019,1,23,37.4,10.94,35,103,0.6,74.81,1011
2019,1,24,53.78,37.22,36,81,1,99.62,993
2019,1,25,51.08,27.14,34,182,0.8,90.28,989
2019,1,26,31.64,23.36,34,171,0.6,81.57,1007
2019,1,27,37.04,24.44,28,220,0.5,89.26,1008
2019,1,28,37.22,14.54,37,13,0.6,86.03,1000
2019,1,29,25.7,9.68,19,271,0.7,63.12,1005
2019,1,30,37.58,19.76,13,29,0.9,94.71,995
2019,1,31,28.94,8.96,40,80,1.2,67.63,998
2019,2,1,18.68,4.28,38,147,0.9,69.47,1004
2019,2,2,22.82,8.96,28,202,0.9,72.49,1000
2019,2,3,24.26,9.14,23,289,0.9,76.26,1003
2019,2,4,38.3,19.04,38,9,0.6,92.32,1003
2019,2,5,47.66,33.8,42,28,0.5,99.93,998
2019,2,6,37.58,19.22,48,67,0.8,84.56,1005
2019,2,7,29.3,19.22,49,109,0.3,82.5,1010
2019,2,8,43.34,26.78,45,13,0.9,97.92,995
2019,2,9,32.9,13.28,46,135,1.5,65.41,996
2019,2,10,22.82,14,22,335,1.4,61.88,1005
2019,2,11,19.58,7.52,21,351,1.3,61.16,1003
2019,2,12,29.48,6.26,24,306,0.7,70.26,1012
2019,2,13,34.88,17.06,18,1,1.1,90.41,994
2019,2,14,29.3,17.24,39,249,1,90.28,991
2019,2,15,37.58,13.82,37,211,0.9,85.78,1006
2019,2,16,45.68,26.96,62,55,0.9,99.41,989
2019,2,17,28.4,15.26,28,309,0.7,74.84,998
2019,2,18,24.44,12.2,50,130,0.5,66.19,997
2019,2,19,20.3,8.24,22,364,1.1,64.41,1004
2019,2,20,17.96,4.64,22,357,1.1,64.63,1011
2019,2,21,24.26,10.4,38,4,0.5,83.86,999
2019,2,22,25.34,15.98,32,309,0.8,83.37,1003
2019,2,23,26.06,12.02,30,344,0.8,78.04,1011
2019,2,24,28.4,14.9,46,187,0.9,80.63,1004
2019,2,25,36.32,20.48,61,133,1.4,93.79,971
2019,2,26,20.48,3.74,48,196,1.7,77.35,987
2019,2,27,16.16,2.48,33,315,1.4,76.07,998
2019,2,28,19.22,6.08,30,352,1,72.44,1000
2019,3,1,30.92,10.76,30,377,0.8,75.38,1009
2019,3,2,32.72,18.14,68,117,0.6,88.54,1005
2019,3,3,28.76,17.6,49,224,0.9,90.3,1001
2019,3,4,35.24,20.66,70,18,1,95.89,990
2019,3,5,27.32,14.36,38,319,0.9,92.71,994
2019,3,6,25.34,9.32,49,238,0.7,89.67,994
2019,3,7,17.6,4.28,40,278,0.8,88.49,1002
2019,3,8,27.68,3.74,44,308,0.9,87.73,1008
2019,3,9,34.7,14.18,42,315,0.9,93.71,1008
2019,3,10,33.44,12.2,46,309,0.9,88.29,1017
2019,3,11,44.24,30.2,61,152,0.9,97.51,993
2019,3,12,36.14,27.32,73,200,0.5,90.5,996
2019,3,13,39.38,24.26,35,391,0.5,81.22,1008
2019,3,14,46.76,23.54,36,381,0.4,84.83,1010
2019,3,15,48.2,26.78,72,113,0.9,94.96,1001
2019,3,16,50.54,28.22,70,214,0.9,94.69,986
2019,3,17,34.34,21.02,44,369,0.9,66.73,997
2019,3,18,34.34,16.7,50,318,0.7,65.27,1004
2019,3,19,33.98,17.96,62,269,0.7,69.53,1010
2019,3,20,39.74,18.14,28,409,0.6,69.22,1012
2019,3,21,44.06,22.64,50,300,0.6,83.54,1010
2019,3,22,45.32,32,39,18,1.1,98.29,985
2019,3,23,39.02,33.62,77,13,1.1,93.77,973
2019,3,24,48.92,30.92,35,401,0.8,78.14,992
2019,3,25,40.46,23.18,43,305,0.6,77.2,997
2019,3,26,35.24,20.12,33,426,0.6,62.45,1005
2019,3,27,36.14,15.98,33,427,0.6,58.66,1015
2019,3,28,37.76,21.02,35,419,0.8,79.35,1016
2019,3,29,49.64,32.36,67,9,0.8,93.68,1006
2019,3,30,44.06,34.7,48,15,0.4,95.96,1008
2019,3,31,56.48,35.06,80,197,0.7,96.88,1000
2019,4,1,45.86,27.86,77,20,1.1,80.92,990
2019,4,2,44.6,26.42,38,421,0.8,69.62,1015
2019,4,3,48.02,29.12,28,2,1.4,93.46,993
2019,4,4,53.08,36.41,79,291,1.5,61.93,997
2019,4,5,39.74,25.34,35,450,1,63.13,1009
2019,4,6,41.18,30.2,42,3,0.7,93.6,1005
2019,4,7,51.08,25.52,50,370,0.6,81.19,1004
2019,4,8,34.16,23.18,84,126,0.6,65.47,1005
2019,4,9,33.08,22.46,96,41,0.7,83.41,994
2019,4,10,33.62,24.08,106,136,0.5,84.09,991
2019,4,11,45.5,30.02,91,241,0.7,85.28,1000
2019,4,12,55.94,32.18,52,398,0.6,78.17,1009
2019,4,13,54.5,38.48,108,26,0.7,96.21,1001
2019,4,14,62.06,44.24,56,315,0.5,82.61,997
2019,4,15,53.24,38.66,36,1,0.8,98.11,983
2019,4,16,43.34,32.18,90,22,1,91.95,977
2019,4,17,37.4,27.86,101,101,1,81.49,998
2019,4,18,49.1,27.68,88,205,0.5,75.51,1011
2019,4,19,50.9,37.04,57,5,1.1,95.9,999
2019,4,20,57.92,48.74,97,27,0.8,97.4,1004
2019,4,21,60.26,49.64,103,23,0.7,97.5,1009
2019,4,22,57.38,43.52,55,2,0.3,97.49,1007
2019,4,23,46.22,42.26,40,164,0.6,98.6,1000
2019,4,24,52.16,39.74,103,77,0.4,95.68,990
2019,4,25,41.9,30.74,108,42,0.7,88.26,993
2019,4,26,53.6,30.92,80,246,0.4,80.24,1002
2019,4,27,49.1,35.24,35,164,1,98.23,992
2019,4,28,54.14,37.4,114,188,0.6,86.05,995
2019,4,29,46.58,35.24,99,245,0.9,73.83,1003
2019,4,30,49.82,32.36,133,158,0.7,71.33,1005
2019,5,1,51.08,32.9,75,360,0.7,70.47,1008
2019,5,2,53.06,33.98,59,339,0.5,77.36,1008
2019,5,3,59.9,30.2,79,300,0.4,70.6,1006
2019,5,4,42.8,38.48,53,1,0.4,96.13,999
2019,5,5,64.94,35.6,116,189,0.3,86.02,998
2019,5,6,59.36,35.78,112,206,0.6,86.82,1002
2019,5,7,66.02,37.76,72,317,0.5,78.63,1003
2019,5,8,54.86,38.48,47,442,0.6,77.01,1002
2019,5,9,52.34,33.8,110,184,0.8,81.67,1008
2019,5,10,53.06,31.64,112,23,0.4,86.79,1009
2019,5,11,58.1,39.02,113,73,0.6,90.49,994
2019,5,12,53.06,36.5,130,177,0.6,79.43,998
2019,5,13,52.34,34.16,109,152,0.6,82.41,1003
2019,5,14,48.38,33.08,71,41,1.2,88.83,996
2019,5,15,45.32,38.12,80,43,0.7,98.42,986
2019,5,16,47.66,36.86,105,17,0.5,89.69,993
2019,5,17,57.92,39.02,104,30,0.4,90.17,997
2019,5,18,47.84,37.4,84,36,0.9,90.01,993
2019,5,19,61.52,35.78,112,146,0.5,84.1,1004
2019,5,20,51.08,42.98,41,1,0.5,96.71,996
2019,5,21,49.64,35.78,59,3,0.6,91.97,983
2019,5,22,44.24,35.42,94,57,1.1,84.78,998
2019,5,23,60.98,34.34,137,191,0.5,81.68,1004
2019,5,24,48.2,36.86,53,1,0.5,94.82,997
2019,5,25,68.72,35.78,62,443,0.5,69.23,1002
2019,5,26,54.86,42.44,63,3,0.5,87.87,1000
2019,5,27,53.78,41.72,86,63,0.4,95.86,997
2019,5,28,57.38,40.28,80,362,0.5,74.54,998
2019,5,29,51.8,42.98,114,22,0.6,88.33,996
2019,5,30,57.92,41,105,7,0.4,93.2,994
2019,5,31,53.96,41.18,95,16,0.4,94.73,993
2019,6,1,69.08,41.36,105,287,0.4,84.12,998
2019,6,2,52.52,47.3,64,2,0.7,97.01,995
2019,6,3,62.78,44.06,114,77,0.6,94.46,993
2019,6,4,64.4,41.72,98,332,0.5,81.91,997
2019,6,5,53.24,42.98,72,47,0.6,93.01,998
2019,6,6,56.66,45.5,37,2,0.6,98.85,993
2019,6,7,71.42,47.12,51,402,0.3,81.5,997
2019,6,8,65.66,46.76,80,371,0.6,79.17,1002
2019,6,9,71.24,45.32,45,504,0.5,72.39,1009
2019,6,10,71.24,45.5,56,450,0.3,75.07,1008
2019,6,11,67.64,44.78,110,218,0.5,87.67,1000
2019,6,12,69.98,50.54,44,508,0.7,79.15,999
2019,6,13,73.94,52.7,120,156,0.5,81.05,1006
2019,6,14,72.68,53.42,89,204,0.6,92.48,996
2019,6,15,75.2,54.5,59,451,0.5,85.57,998
2019,6,16,70.52,53.78,122,50,0.6,90.16,997
2019,6,17,76.1,54.86,78,242,0.3,88.11,995
2019,6,18,74.84,52.7,123,304,0.5,79.58,999
2019,6,19,75.74,50.72,106,221,0.4,82.73,997
2019,6,20,70.52,53.06,103,223,0.4,85.4,993
2019,6,21,59.9,51.26,46,7,0.5,97.97,981
2019,6,22,64.4,51.26,90,91,0.9,85.9,983
2019,6,23,74.48,51.8,91,290,0.6,82.37,986
2019,6,24,68.18,50.72,73,388,0.4,78.94,993
2019,6,25,72.32,48.92,52,459,0.4,78.71,1002
2019,6,26,66.02,50.54,141,58,0.5,84.1,1008
2019,6,27,59.18,50.9,89,33,0.6,89.14,1009
2019,6,28,65.84,51.08,97,69,0.4,95.24,1004
2019,6,29,63.14,50.72,77,16,0.4,94.36,999
2019,6,30,61.34,55.58,54,4,0.4,98.59,990
2019,7,1,59,54.5,80,12,0.8,94.59,988
2019,7,2,67.1,53.6,125,53,0.6,87.57,990
2019,7,3,72.86,53.96,73,369,0.4,83.3,995
2019,7,4,82.76,56.48,62,419,0.4,83.92,1001
2019,7,5,90.86,66.74,102,332,0.4,85.69,1002
2019,7,6,80.96,65.3,74,353,0.7,86.77,994
2019,7,7,75.02,59.18,51,486,0.4,80.8,994
2019,7,8,78.98,55.94,61,464,0.4,79.33,996
2019,7,9,75.56,56.3,56,393,0.6,78.99,996
2019,7,10,71.78,50,101,331,0.6,79.74,1000
2019,7,11,74.3,49.28,85,387,0.5,77.93,1003
2019,7,12,67.46,56.3,71,3,0.8,92.89,999
2019,7,13,73.4,60.98,90,32,0.5,92.06,993
2019,7,14,70.52,58.46,118,115,0.6,91.27,995
2019,7,15,75.74,59.72,87,276,0.5,87.72,994
2019,7,16,82.76,60.8,86,333,0.4,84.09,999
2019,7,17,77.9,64.76,107,58,0.7,92.83,996
2019,7,18,76.46,57.92,60,423,0.5,84.89,999
2019,7,19,77.54,55.22,84,351,0.4,84.04,995
2019,7,20,89.6,60.62,69,386,0.5,86.73,989
2019,7,21,88.7,61.88,96,100,0.5,91.04,988
2019,7,22,80.42,61.16,82,272,0.5,86.68,995
2019,7,23,72.32,60.44,101,27,0.3,96.76,994
2019,7,24,70.7,59.54,90,8,0.3,89.1,998
2019,7,25,75.38,55.94,135,92,0.3,87.93,1002
2019,7,26,80.6,56.12,59,428,0.5,75.41,1008
2019,7,27,79.88,59.18,113,259,0.5,83.8,1010
2019,7,28,78.62,57.56,52,406,0.4,80.99,1004
2019,7,29,82.58,59.54,71,298,0.7,88.5,999
2019,7,30,87.08,62.96,57,400,0.5,86.59,1001
2019,7,31,84.2,65.12,68,367,0.5,87.24,1001
2019,8,1,82.22,64.04,135,161,0.4,89.56,1000
2019,8,2,82.94,60.08,50,434,0.5,78.76,1001
2019,8,3,84.56,60.62,102,251,0.6,80.32,1000
2019,8,4,79.88,59.36,112,156,0.6,88.03,994
2019,8,5,76.46,57.56,43,452,0.6,81.32,996
2019,8,6,81.32,56.84,51,414,0.5,79.27,999
2019,8,7,76.46,57.2,81,282,0.4,81.69,999
2019,8,8,68.9,57.74,113,64,0.7,88.46,998
2019,8,9,75.74,60.8,77,219,0.6,90.33,989
2019,8,10,74.48,56.66,101,201,0.6,86.54,990
2019,8,11,73.76,54.5,84,270,0.7,81.53,993
2019,8,12,81.14,58.46,95,234,0.7,84.43,994
2019,8,13,78.26,58.64,92,81,0.7,88.64,993
2019,8,14,78.62,56.48,57,388,0.3,77.98,997
2019,8,15,80.42,55.94,93,273,0.3,74.32,1001
2019,8,16,76.46,55.4,65,332,0.5,77.71,1005
2019,8,17,77.36,57.56,50,366,0.5,77.89,1005
2019,8,18,72.5,60.44,86,47,0.3,90.79,1002
2019,8,19,74.48,62.6,98,31,0.5,93.33,1000
2019,8,20,82.4,62.42,52,338,0.5,82.52,999
2019,8,21,83.48,58.64,65,345,0.5,78.99,1002
2019,8,22,82.76,65.48,57,249,0.7,90.4,995
2019,8,23,79.34,61.16,93,73,0.6,82,995
2019,8,24,69.8,46.22,92,174,0.8,79.49,1004
2019,8,25,71.6,44.96,60,311,0.7,75.64,1012
2019,8,26,61.34,50.18,51,7,0.8,81.62,1008
2019,8,27,69.26,53.06,100,79,0.9,82.55,1000
2019,8,28,83.66,56.84,40,406,0.6,76.33,1000
2019,8,29,72.14,56.48,76,11,0.7,94.47,998
2019,8,30,82.04,59.9,43,361,0.7,85.96,997
2019,8,31,77.18,59,41,401,0.6,78.39,1003
2019,9,1,71.6,52.88,42,408,0.5,73.81,1011
2019,9,2,70.52,50.72,77,228,0.8,85.58,1007
2019,9,3,70.88,59.36,72,77,0.5,94.19,1000
2019,9,4,74.66,60.8,54,271,0.6,90.03,1000
2019,9,5,71.06,53.78,43,370,0.7,79.32,998
2019,9,6,67.64,50,101,181,0.5,75.96,1003
2019,9,7,62.96,47.3,25,1,1.8,90.3,980
2019,9,8,62.78,45.86,43,324,1.2,79.17,995
2019,9,9,68.9,48.56,50,310,0.6,83.19,1008
2019,9,10,69.44,49.82,57,303,0.5,83.21,1011
2019,9,11,63.14,55.4,42,4,0.9,94.18,1003
2019,9,12,59.72,46.58,78,22,0.7,89.45,1004
2019,9,13,62.42,43.16,67,289,0.8,80.27,1014
2019,9,14,63.32,44.78,60,264,0.8,76.66,1013
2019,9,15,72.32,55.4,55,139,0.7,91.86,1001
2019,9,16,65.12,52.16,78,163,0.6,85.43,996
2019,9,17,56.3,42.62,69,16,0.9,82.88,1001
2019,9,18,57.56,36.68,86,151,0.8,81.11,1008
2019,9,19,67.46,35.42,54,298,0.6,75.91,1009
2019,9,20,73.58,41,39,339,0.5,82.62,1000
2019,9,21,68.72,48.56,32,384,0.7,81.14,1002
2019,9,22,75.02,48.02,53,286,0.7,82.56,1003
2019,9,23,78.26,57.92,82,64,0.8,91.22,992
2019,9,24,69.08,59,35,1,0.7,96.21,991
2019,9,25,53.08,36.41,51,129,0.5,93.16,990
2019,9,26,67.1,51.62,45,229,0.6,86.81,994
2019,9,27,66.38,50.18,35,342,0.7,85.46,998
2019,9,28,68,45.68,34,278,0.6,81.55,1004
2019,9,29,67.1,43.34,48,216,0.7,84.39,1003
2019,9,30,55.22,39.56,31,356,0.8,74.63,1009
2019,10,1,57.2,43.34,73,49,0.6,75.73,1002
2019,10,2,59.36,38.12,39,16,0.9,89.97,991
2019,10,3,50.36,35.6,39,345,0.8,76.04,1002
2019,10,4,48.2,36.86,58,17,0.7,82.12,998
2019,10,5,51.62,36.32,36,337,0.9,83.18,1007
2019,10,6,60.62,37.76,33,323,0.7,77.82,1013
2019,10,7,68.9,54.14,40,190,0.9,91.14,1008
2019,10,8,62.06,47.12,54,25,0.6,93.03,1007
2019,10,9,59.9,40.64,50,209,0.6,82.79,1014
2019,10,10,58.64,39.2,73,106,0.8,80.4,1014
2019,10,11,56.48,45.14,52,7,1.1,82.79,1012
