Year,Month,Day,Max Temp (F),Min Temp (F),DHI (w/m2),DNI (w/m2),Wind Speed (m/s),Relative Humidity (%),Pressure (mbar)
2017,3,8,47.66,30.2,30,187,0.4,98.76,997
2017,3,9,43.52,25.34,73,170,0.5,86,987
2017,3,10,27.5,14.54,45,295,0.5,54.01,989
2017,3,11,14.36,-2.92,42,317,0.7,55.7,987
2017,3,12,14.72,-3.28,72,206,0.5,62.63,994
2017,3,13,30.38,8.78,51,325,0.3,70.37,1006
2017,3,14,42.62,16.16,74,127,0.7,79.98,1004
2017,3,15,43.16,26.42,66,116,0.4,90.38,980
2017,3,16,32.9,24.98,84,100,0.5,74.49,985
2017,3,17,28.58,20.48,85,157,0.3,80.25,997
2017,3,18,34.52,21.56,79,198,0.5,82.16,1008
2017,3,19,33.44,20.12,75,139,0.4,87.35,1008
2017,3,20,34.88,28.22,96,60,0.6,95.31,994
2017,3,21,39.02,27.14,45,347,0.6,84.55,988
2017,3,22,44.24,19.76,69,242,0.4,90.51,987
2017,3,23,19.76,11.84,80,238,0.8,63.01,1000
2017,3,24,29.48,11.66,71,230,0.4,66.39,1009
2017,3,25,38.66,23.36,97,140,0.3,86.34,1003
2017,3,26,32.54,18.32,43,423,0.5,61.78,1010
2017,3,27,53.08,22.1,97,45,0.4,68.89,1010
2017,3,28,31.28,24.8,81,109,0.3,89.74,1000
2017,3,29,30.02,26.78,92,18,0.3,87.65,995
2017,3,30,30.38,26.24,94,11,0.8,86.42,993
2017,3,31,31.46,24.98,106,23,0.6,83.07,1000
2017,4,1,40.46,22.28,80,240,0.3,85.96,1000
2017,4,2,33.08,27.5,110,64,0.4,88.91,991
2017,4,3,35.96,26.78,87,248,0.5,84.47,994
2017,4,4,44.24,25.34,60,339,0.3,80.51,1000
2017,4,5,37.04,29.66,115,116,0.4,83.76,1000
2017,4,6,44.24,31.82,103,138,0.4,94.81,1000
2017,4,7,52.88,36.86,89,28,0.4,97.52,982
2017,4,8,45.5,33.98,100,196,0.3,94.45,982
2017,4,9,48.38,34.16,95,170,0.3,88.53,996
2017,4,10,52.34,32.54,110,135,0.3,83.34,1007
2017,4,11,73.58,38.3,76,266,0.2,88.14,1000
2017,4,12,57.56,35.06,86,244,0.2,91.99,1000
2017,4,13,58.1,35.6,81,311,0.3,87.29,1000
2017,4,14,51.98,35.06,85,214,0.3,82.13,1008
2017,4,15,59,35.42,52,390,0.3,78.94,1004
2017,4,16,64.22,37.58,86,43,0.3,96.45,993
2017,4,17,51.62,29.84,98,44,0.3,88.51,992
2017,4,18,41.54,20.84,82,250,0.4,69.17,1012
2017,4,19,41,17.6,55,414,0.3,65.42,1016
2017,4,20,36.86,26.06,99,11,0.2,77.97,1010
2017,4,21,51.08,26.96,95,288,0.3,82.37,1007
2017,4,22,42.8,24.98,114,40,0.2,82.27,1000
2017,4,23,40.82,31.82,88,9,0.3,91.69,998
2017,4,24,58.82,32.72,84,264,0.3,91.07,1003
2017,4,25,54.68,27.5,69,348,0.3,72.6,1012
2017,4,26,51.44,39.02,72,2,0.3,97.38,1010
2017,4,27,59.54,49.28,59,36,0.3,98.45,1000
2017,4,28,60.08,47.3,126,49,0.2,94.76,1000
2017,4,29,68.72,42.44,105,132,0.3,88.33,994
2017,4,30,52.34,38.12,52,422,0.5,71.29,1003
2017,5,1,41.18,34.88,99,10,0.3,89.86,1006
2017,5,2,55.76,37.4,104,12,0.4,99.27,989
2017,5,3,62.24,47.48,106,140,0.3,87.21,988
2017,5,4,59.18,41.9,52,410,0.4,75.96,1002
2017,5,5,59.18,39.38,142,111,0.4,80.23,1009
2017,5,6,59.72,48.38,88,5,0.5,98.48,1000
2017,5,7,60.62,51.08,87,4,0.4,97.47,990
2017,5,8,59,37.76,76,310,0.3,88,994
2017,5,9,54.5,38.48,82,27,0.2,89.6,995
2017,5,10,47.66,39.56,134,76,0.1,95.51,998
2017,5,11,48.56,38.48,118,57,0.3,94.85,1000
2017,5,12,57.56,37.58,108,173,0.3,87.51,1000
2017,5,13,64.94,36.32,50,420,0.2,83.36,1000
2017,5,14,48.92,35.42,126,175,0.5,88.24,994
2017,5,15,50.18,43.52,128,26,0.3,94.84,980
2017,5,16,53.96,40.1,86,51,0.3,94.63,986
2017,5,17,70.52,48.02,69,350,0.3,83.82,990
2017,5,18,85.46,50.9,102,295,0.2,88.71,990
2017,5,19,85.64,48.02,104,225,0.3,88.08,990
2017,5,20,53.42,42.26,113,238,0.5,76.69,1002
2017,5,21,57.2,40.1,55,472,0.5,70.19,1003
2017,5,22,67.46,40.82,101,297,0.3,80.64,1003
2017,5,23,54.14,44.42,118,12,0.4,98.7,996
2017,5,24,64.58,46.04,154,83,0.2,90.39,992
2017,5,25,65.66,42.26,143,106,0.2,86.28,1000
2017,5,26,49.46,42.8,86,5,0.3,97.6,988
2017,5,27,51.44,42.44,115,24,0.3,93.83,991
2017,5,28,59.18,39.38,134,76,0.1,93.32,1000
2017,5,29,60.62,39.74,107,192,0.1,91.12,1001
2017,5,30,61.88,37.76,93,314,0.2,81.25,1010
2017,5,31,61.88,40.64,136,149,0.3,89.34,1005
2017,6,1,71.78,50.54,109,225,0.2,91.67,994
2017,6,2,69.44,48.74,104,285,0.2,86.65,990
2017,6,3,63.5,43.7,117,221,0.2,90.84,990
2017,6,4,56.3,41.9,102,64,0.3,89,993
2017,6,5,55.4,41.72,151,51,0.3,84.2,1000
2017,6,6,62.78,41.36,146,118,0.3,87.85,996
2017,6,7,69.26,39.56,51,470,0.2,78.91,993
2017,6,8,81.14,44.06,59,439,0.3,83,1000
2017,6,9,59.18,49.46,89,7,0.4,95.35,984
2017,6,10,70.34,50.72,56,472,0.3,81.3,995
2017,6,11,78.26,48.74,78,375,0.4,85.61,994
2017,6,12,83.3,59.72,77,352,0.1,82.97,993
2017,6,13,86.36,57.02,91,282,0.3,91.41,990
2017,6,14,61.88,41.9,80,239,0.4,83.11,994
2017,6,15,62.42,41.36,150,204,0.3,83.16,1001
2017,6,16,64.04,43.52,132,205,0.3,87.13,1010
2017,6,17,60.44,51.08,89,3,0.4,99.52,1005
2017,6,18,75.38,55.76,140,112,0.2,93.11,1000
2017,6,19,75.2,60.62,133,174,0.4,94.77,1000
2017,6,20,65.66,57.02,111,28,0.4,96.49,995
2017,6,21,72.32,55.76,164,135,0.3,91.17,992
2017,6,22,77,53.24,77,406,0.3,84.78,990
2017,6,23,74.66,51.8,147,152,0.2,89.75,990
2017,6,24,66.74,60.08,78,24,0.4,95.97,985
2017,6,25,81.14,58.1,61,422,0.2,84.84,990
2017,6,26,78.98,55.22,79,301,0.3,84.71,993
2017,6,27,74.3,53.06,77,381,0.2,85.1,1000
2017,6,28,71.06,51.44,99,263,0.3,90.71,1000
2017,6,29,73.22,53.06,113,257,0.3,85.38,1000
2017,6,30,62.06,54.14,113,29,0.3,97.98,1000
2017,7,1,62.6,56.66,90,17,0.2,97.46,1000
2017,7,2,71.6,57.56,140,93,0.3,99.37,994
2017,7,3,78.98,58.64,98,345,0.3,89.72,990
2017,7,4,75.02,57.02,116,285,0.2,87.19,998
2017,7,5,75.38,53.42,76,407,0.2,78.77,1003
2017,7,6,74.66,53.78,51,472,0.3,84.22,1004
2017,7,7,73.76,53.42,147,131,0.3,90.22,998
2017,7,8,75.02,62.42,105,42,0.2,95.55,990
2017,7,9,79.16,59.9,111,190,0.3,90.91,992
2017,7,10,79.34,57.38,64,382,0.3,87.22,1000
2017,7,11,73.58,58.46,128,77,0.3,92.37,1000
2017,7,12,78.8,61.7,127,171,0.2,89.57,1000
2017,7,13,63.14,51.26,89,32,0.3,85.58,1000
2017,7,14,73.58,48.74,71,368,0.3,82.08,1000
2017,7,15,73.76,48.74,129,222,0.3,83,995
2017,7,16,75.74,56.66,136,119,0.2,91.08,998
2017,7,17,79.34,54.68,118,260,0.2,89.44,1002
2017,7,18,73.94,61.7,131,73,0.2,94.51,1002
2017,7,19,80.06,61.52,123,205,0.2,89.54,1000
2017,7,20,84.02,62.78,106,311,0.2,88.12,992
2017,7,21,84.74,63.86,99,273,0.3,90.15,990
2017,7,22,73.76,57.38,88,366,0.3,83.48,990
2017,7,23,71.78,53.06,57,451,0.3,76.22,992
2017,7,24,71.78,49.82,117,202,0.2,80.36,1000
2017,7,25,60.44,52.7,91,6,0.4,95.93,1000
2017,7,26,73.94,50.9,44,469,0.3,82.09,1000
2017,7,27,68.54,53.42,141,138,0.4,89.26,1000
2017,7,28,69.62,56.48,116,85,0.3,92,990
2017,7,29,72.32,59.72,146,106,0.2,85.55,997
2017,7,30,74.66,57.56,64,358,0.4,84.24,994
2017,7,31,80.24,58.1,56,427,0.3,81.59,1000
2017,8,1,82.04,57.56,55,410,0.3,85.46,1000
2017,8,2,79.52,58.1,52,421,0.2,82.89,1000
2017,8,3,78.08,60.26,76,332,0.2,87.99,1008
2017,8,4,79.52,36.41,84,295,0.3,86.66,1002
2017,8,5,77.18,63.5,69,343,0.3,88.27,1000
2017,8,6,72.5,57.74,98,79,0.4,95.32,994
2017,8,7,74.12,54.32,46,442,0.4,80.6,1000
2017,8,8,62.78,55.76,70,4,0.3,96.91,996
2017,8,9,75.38,53.6,44,441,0.3,83.59,1001
2017,8,10,79.16,59,67,353,0.3,85.97,1010
2017,8,11,79.88,58.46,65,341,0.2,86.03,1007
2017,8,12,69.8,58.64,72,15,0.3,99.14,1000
2017,8,13,71.78,60.98,124,68,0.3,96.27,990
2017,8,14,79.16,59.36,54,394,0.3,85.22,1000
2017,8,15,78.08,58.1,88,262,0.3,82.08,1000
2017,8,16,77.72,54.86,111,190,0.3,91.74,990
2017,8,17,70.34,51.62,85,317,0.5,79.92,992
2017,8,18,73.22,36.41,117,173,0.3,81.24,1000
2017,8,19,66.74,57.92,57,1,0.5,97.56,999
2017,8,20,78.44,62.78,83,227,0.3,91.27,992
2017,8,21,81.14,61.7,76,308,0.3,84.93,1000
2017,8,22,86.18,60.44,86,279,0.3,87.06,999
2017,8,23,69.08,63.86,46,1,0.4,96.64,990
2017,8,24,77.18,58.82,89,228,0.2,86.24,992
2017,8,25,75.38,55.94,87,239,0.2,84.59,1000
2017,8,26,67.28,53.06,77,301,0.4,85.54,1002
2017,8,27,67.28,52.34,77,144,0.3,86.89,1010
2017,8,28,71.06,48.02,40,414,0.4,79.16,1010
2017,8,29,73.22,48.38,52,355,0.3,77.81,1007
2017,8,30,64.58,54.32,95,11,0.3,86.31,996
2017,8,31,74.48,53.42,79,240,0.3,87.76,990
2017,9,1,62.42,48.38,90,170,0.5,80.36,990
2017,9,2,56.84,46.4,105,88,0.5,82.75,1002
2017,9,3,62.24,45.86,102,142,0.4,86.39,1007
2017,9,4,69.26,55.04,96,189,0.6,88.96,990
2017,9,5,71.6,54.32,65,280,0.4,89.84,998
2017,9,6,77.72,65.66,85,164,0.4,93.87,1000
2017,9,7,72.14,60.26,70,2,0.4,99.72,995
2017,9,8,73.04,52.52,60,289,0.3,88.07,1000
2017,9,9,71.24,52.16,41,373,0.3,83.31,1000
2017,9,10,64.94,48.92,99,116,0.4,88.91,1000
2017,9,11,65.12,48.2,97,166,0.6,89.89,996
2017,9,12,69.98,51.26,60,306,0.4,82.71,990
2017,9,13,76.1,51.98,40,365,0.3,84.33,990
2017,9,14,77.72,55.4,48,320,0.3,86.79,992
2017,9,15,74.66,58.1,78,142,0.2,88.38,1000
2017,9,16,77,60.26,91,169,0.2,93.31,1000
2017,9,17,67.46,58.82,77,45,0.2,94.28,1003
2017,9,18,65.66,61.16,62,64,0.3,94.56,1010
2017,9,19,70.52,61.16,61,17,0.3,94.98,1007
2017,9,20,71.42,64.04,86,28,0.2,100,1000
2017,9,21,70.52,48.2,38,349,0.3,83.51,1000
2017,9,22,67.1,46.22,78,198,0.3,84.27,1001
2017,9,23,77.9,53.6,55,196,0.2,93.44,1000
2017,9,24,76.1,55.4,69,220,0.2,88.62,1000
2017,9,25,78.26,59.18,51,275,0.2,89.27,1000
2017,9,26,84.02,58.64,72,217,0.3,89.98,1000
2017,9,27,69.26,57.2,79,75,0.3,94.33,995
2017,9,28,71.42,47.12,29,1,0.4,99.57,988
2017,9,29,56.3,42.44,67,187,0.4,83.64,993
2017,9,30,55.22,40.46,77,124,0.3,84.22,1005
2017,10,1,61.16,39.02,30,357,0.5,77.23,1005
2017,10,2,56.3,41.36,65,201,0.5,82.24,1008
2017,10,3,58.28,39.56,54,236,0.4,80.9,1018
2017,10,4,69.44,42.98,41,289,0.4,89.22,1005
2017,10,5,71.6,50.36,42,273,0.3,89.99,998
2017,10,6,65.12,50.36,34,144,0.3,85.85,1000
2017,10,7,66.56,46.76,47,274,0.4,84.95,1006
2017,10,8,73.04,59.54,73,60,0.4,96.05,1000
2017,10,9,73.58,59.54,65,79,0.2,94.47,1000
2017,10,10,70.7,57.92,56,135,0.3,95.72,993
2017,10,11,58.64,52.34,30,319,0.4,79.09,1002
2017,10,12,52.88,37.4,30,327,0.4,75.88,1010
2017,10,13,55.58,36.14,31,314,0.4,77.87,1017
2017,10,14,62.42,41.9,51,11,0.4,91.78,1006
2017,10,15,64.58,52.7,57,71,0.4,95.34,996
2017,10,16,69.98,45.14,47,206,0.4,85.67,992
2017,10,17,49.46,35.96,52,197,0.4,79.61,1000
2017,10,18,60.62,36.14,44,154,0.5,84.43,1002
2017,10,19,63.86,40.28,26,316,0.6,81.55,1005
2017,10,20,63.68,45.5,31,282,0.4,79.49,992
2017,10,21,53.42,37.58,25,322,0.5,74.54,1004
2017,10,22,51.8,35.42,25,320,0.5,78.27,1015
2017,10,23,62.06,35.24,30,282,0.4,84.61,1011
2017,10,24,70.16,51.8,34,254,0.3,95.33,1010
2017,10,25,69.08,59.54,60,85,0.3,97.87,1000
2017,10,26,68.72,58.28,57,120,0.6,91.39,996
2017,10,27,60.98,44.6,36,239,0.4,87.42,997
2017,10,28,57.74,41,24,300,0.4,82.6,1000
2017,10,29,63.32,44.96,26,290,0.5,85.24,1000
2017,10,30,64.04,51.8,32,14,0.7,94.94,989
2017,10,31,59,43.16,42,198,0.5,79.76,994
2017,11,1,54.68,39.74,27,272,0.4,81.09,1010
2017,11,2,58.1,37.22,51,117,0.4,88.23,1014
2017,11,3,64.22,48.56,54,67,0.3,98.55,1000
2017,11,4,48.74,31.46,24,295,0.5,76.43,1005
2017,11,5,52.16,29.84,48,108,0.4,78.68,1015
2017,11,6,63.86,48.74,28,13,0.4,96.68,998
2017,11,7,60.08,35.42,44,93,0.4,83.61,1002
2017,11,8,53.08,36.41,33,10,0.3,90.74,1010
2017,11,9,44.96,35.06,23,268,0.3,85.7,1004
2017,11,10,55.04,23,11,179.81,0.6,82.57,994
2017,11,11,35.6,22.46,28,240,0.5,63.85,1005
2017,11,12,35.24,21.38,47,98,0.4,67.67,1016
2017,11,13,42.44,26.24,32,193,0.4,73,1010
2017,11,14,38.66,31.46,42,9,0.4,93.17,1007
2017,11,15,43.88,29.12,46,53,0.3,96.89,1010
2017,11,16,47.3,26.6,36,66,0.3,91.47,998
2017,11,17,50.72,33.26,39,35,0.5,95.05,980
2017,11,18,37.58,30.38,29,139,0.4,80.66,989
2017,11,19,59.36,32.18,28,1,0.4,98.38,980
2017,11,20,41.72,24.44,35,13,0.5,75.38,984
2017,11,21,48.38,22.1,19,246,0.4,73.89,1000
2017,11,22,60.8,46.94,31,142,0.3,99.02,996
2017,11,23,57.2,28.76,22,167,0.5,84.08,986
2017,11,24,42.44,28.58,19,247,0.4,84,998
2017,11,25,53.96,36.14,26,173,0.3,96.59,994
2017,11,26,50.18,29.12,30,4,0.4,98.87,982
2017,11,27,33.98,20.48,32,54,0.4,71.48,993
2017,11,28,30.2,19.22,18,253,0.3,60.57,1008
2017,11,29,49.82,28.22,9,127,0.4,95.27,997
2017,11,30,35.78,24.62,17,254,0.3,74.36,1008
2017,12,1,47.3,32.72,22,127,0.3,97.28,1001
2017,12,2,41.36,33.26,23,81,0.3,99.2,1004
2017,12,3,37.76,32.18,30,9,0.2,94.76,1008
2017,12,4,37.04,30.56,24,48,0.3,95.27,1010
2017,12,5,40.82,30.56,37,43,0.3,94.48,1010
2017,12,6,53.24,39.2,12,127,0.4,98.23,995
2017,12,7,41.72,31.82,23,193,0.3,88.08,990
2017,12,8,40.1,30.2,24,181,0.3,87.62,998
2017,12,9,38.48,32.72,23,2,0.3,97.44,996
2017,12,10,38.3,27.86,36,29,0.3,98.62,982
2017,12,11,35.06,28.4,37,27,0.3,90.92,998
2017,12,12,44.78,24.98,28,68,0.4,92.8,995
2017,12,13,53.24,24.8,30,8,0.5,94.02,968
2017,12,14,32.9,18.32,30,137,0.6,67.91,980
2017,12,15,26.24,16.52,20,228,0.4,58.37,995
2017,12,16,22.28,12.92,35,73,0.4,68.84,990
2017,12,17,23.9,6.62,19,253,0.4,67.81,999
2017,12,18,23,5,27,166,0.2,67.93,1001
2017,12,19,39.38,21.38,10,127,0.2,96.13,989
2017,12,20,39.2,25.16,17,234,0.4,90.81,982
2017,12,21,25.34,15.44,17,243,0.5,64.58,995
2017,12,22,23.9,13.28,18,240,0.3,63.59,1008
2017,12,23,53.24,17.06,31,5,0.3,86.19,1003
2017,12,24,52.16,23.72,20,212,0.4,84.55,999
2017,12,25,46.94,22.64,20,82,0.5,77.54,987
2017,12,26,29.12,14,32,104,0.5,60.57,998
2017,12,27,14.9,5.72,22,32,0.6,56.57,1000
2017,12,28,8.96,1.76,29,111,0.5,70.03,1000
2017,12,29,17.42,6.8,31,64,0.2,76.74,1000
2017,12,30,17.24,6.98,19,240,0.3,75.34,991
2017,12,31,13.82,5.72,19,245,0.4,72.22,992
2018,1,1,13.64,9.14,34,13,0.8,81.59,999
2018,1,2,11.48,7.52,32,8,0.9,80.09,1001
2018,1,3,25.7,6.08,24,183,0.7,84.52,1010
2018,1,4,49.64,22.28,20,179.81,1.4,97.73,988
2018,1,5,42.62,11.66,31,45,1.9,78.32,967
2018,1,6,11.84,2.48,28,141,1.6,67.96,986
2018,1,7,11.84,1.4,28,143,1.3,74.31,1004
2018,1,8,37.76,11.66,35,57,0.7,86.82,1005
2018,1,9,37.76,19.22,34,23,0.8,95.67,994
2018,1,10,27.14,16.16,19,251,1.1,76.84,1011
2018,1,11,47.3,21.2,34,70,0.8,98.3,1012
2018,1,12,55.76,42.8,36,60,1,99.75,1007
2018,1,13,59.72,28.4,38,39,1.3,99.55,995
2018,1,14,28.94,17.24,34,13,0.8,73.5,1014
2018,1,15,23.9,17.24,36,73,1,69.14,1023
2018,1,16,26.78,19.22,36,66,0.8,87.9,1015
2018,1,17,29.66,19.04,41,49,0.5,89.4,1012
2018,1,18,32,16.52,33,94,0.7,97.3,995
2018,1,19,20.3,10.94,29,149,1,90.18,996
2018,1,20,37.94,15.62,35,31,1,95.27,989
2018,1,21,37.94,19.94,20,277,0.8,81.39,1001
2018,1,22,21.2,9.5,23,222,0.9,66.94,1013
2018,1,23,50,12.56,32,16,1.1,89.52,1006
2018,1,24,51.62,19.4,33,128,1,92.51,987
2018,1,25,25.7,11.84,27,233,1.1,61.61,1000
2018,1,26,18.14,7.16,22,245,0.9,70.68,1014
2018,1,27,40.64,9.14,33,84,0.9,83.58,1017
2018,1,28,45.5,33.98,29,6,0.7,99.93,1006
2018,1,29,33.98,19.22,32,1,0.9,80.76,1012
2018,1,30,24.26,14.54,33,22,1.4,89.06,991
2018,1,31,19.76,11.48,24,256,1.3,86.4,996
2018,2,1,39.74,14.72,46,14,0.8,94.96,1003
2018,2,2,44.6,8.96,40,3,1,95.37,990
2018,2,3,10.76,2.84,28,232,1.2,69.05,1008
2018,2,4,37.94,36.41,52,47,1,88.79,1015
2018,2,5,52.16,23.18,42,6,1.4,97.22,991
2018,2,6,28.04,18.86,50,96,0.5,71.28,1013
2018,2,7,46.94,19.4,40,119,0.7,82.14,1015
2018,2,8,49.64,19.22,38,6,1,85.64,1000
2018,2,9,25.16,12.2,31,189,0.7,69.82,1016
2018,2,10,43.7,24.26,41,13,0.8,96.96,1014
2018,2,11,44.78,30.56,50,11,0.7,99.72,1005
2018,2,12,49.46,22.46,23,2,0.9,90.59,1002
2018,2,13,22.46,13.28,22,343,1,65.65,1022
2018,2,14,53.08,13.28,47,46,0.8,85.02,1010
2018,2,15,45.5,29.3,33,234,0.4,98.91,996
2018,2,16,41,29.12,12,3,0.5,99.94,985
2018,2,17,29.12,14.18,22,347,1,63.13,1008
2018,2,18,30.02,18.14,29,4,0.8,88.95,1006
2018,2,19,36.86,21.02,38,256,0.6,86.28,1019
2018,2,20,41,32.72,62,43,0.5,99.71,1012
2018,2,21,51.08,32.9,42,153,0.7,99.71,1007
2018,2,22,42.08,21.74,29,295,0.8,70.77,1017
2018,2,23,31.82,16.34,31,308,0.7,61.58,1020
2018,2,24,40.64,25.88,52,75,0.9,88.43,1000
2018,2,25,29.66,21.92,55,83,0.8,69.66,1013
2018,2,26,39.02,27.68,50,10,0.9,98.71,1000
2018,2,27,39.2,26.24,52,245,0.8,86.29,1004
2018,2,28,47.12,25.34,44,215,0.6,93.32,1002
2018,3,1,35.42,28.76,38,1,0.9,91.11,1003
2018,3,2,44.96,29.66,47,243,1.3,86.77,997
2018,3,3,47.48,32,50,99,1.5,86.71,997
2018,3,4,36.32,30.38,45,1,1.3,85.82,999
2018,3,5,41.54,29.66,72,76,1.4,83.66,998
2018,3,6,38.48,28.94,72,51,1.3,81.68,998
2018,3,7,39.74,28.76,75,27,1,82.01,1002
2018,3,8,37.76,31.28,39,11,1.5,93.97,992
2018,3,9,36.68,31.28,77,20,0.8,98.68,986
2018,3,10,35.96,30.2,56,257,1,93.63,984
2018,3,11,36.14,28.76,69,163,0.8,95.2,992
2018,3,12,33.44,25.7,79,78,0.7,88.58,1003
2018,3,13,35.42,25.7,83,22,1.7,92.67,989
2018,3,14,38.3,32,75,143,1.6,86.78,975
2018,3,15,37.94,30.92,61,266,1,89.52,974
2018,3,16,36.32,25.16,78,111,1,80.25,977
2018,3,17,25.52,12.2,75,193,1.3,64.02,981
2018,3,18,27.68,12.2,34,405,1.1,66.48,987
2018,3,19,28.22,13.64,40,377,1.1,69.59,987
2018,3,20,32.9,20.66,63,251,0.9,76.2,994
2018,3,21,41,18.14,72,168,0.9,83.57,998
2018,3,22,37.58,28.22,85,65,1.1,93.46,986
2018,3,23,32.72,29.48,89,56,0.9,93.49,991
2018,3,24,53.08,29.3,96,73,1,89.76,999
2018,3,25,29.48,21.92,88,26,1.2,81.64,1013
2018,3,26,36.5,20.3,40,391,0.8,77.28,1024
2018,3,27,49.46,18.5,37,401,1,78.06,1017
2018,3,28,43.16,33.08,98,31,0.6,98.31,999
2018,3,29,47.12,32,58,260,0.7,86.12,1001
2018,3,30,50.72,33.8,91,22,0.7,96.74,995
2018,3,31,42.98,31.28,68,263,0.8,80.4,999
2018,4,1,44.06,31.1,108,49,0.9,87.78,1000
2018,4,2,37.04,27.32,93,213,0.6,74.75,1003
2018,4,3,45.86,25.88,81,238,0.5,72.68,1008
2018,4,4,52.88,32.18,70,15,1,98.64,992
2018,4,5,48.38,23.72,59,299,1.3,70.08,988
2018,4,6,37.76,20.84,40,411,1,60.02,1001
2018,4,7,38.48,30.74,57,3,0.6,97.1,992
2018,4,8,35.42,26.96,58,8,0.7,92.94,992
2018,4,9,31.64,22.46,51,389,1.3,73.58,996
2018,4,10,41.54,21.02,54,414,0.8,73.4,1008
2018,4,11,45.5,26.24,50,376,0.5,77.16,1006
2018,4,12,45.86,27.5,91,174,0.5,84.55,1005
2018,4,13,50,34.34,72,20,0.9,95.43,997
2018,4,14,42.08,25.88,53,3,0.8,74.58,1003
2018,4,15,36.14,21.74,105,150,0.7,54.17,1019
2018,4,16,40.28,21.2,110,48,0.9,74.51,1017
2018,4,17,49.28,35.6,50,26,1.2,97.91,991
2018,4,18,45.68,36.86,98,58,0.8,90.35,986
2018,4,19,48.74,34.16,77,24,0.6,90.98,991
2018,4,20,39.92,29.3,89,24,0.6,92.66,994
2018,4,21,46.4,31.1,115,81,0.6,81.92,1004
2018,4,22,51.62,31.82,45,427,0.5,74.76,1008
2018,4,23,58.82,33.62,45,440,0.6,66.59,1014
2018,4,24,63.14,35.96,49,426,0.8,73.63,1013
2018,4,25,60.44,35.96,111,143,0.7,86.46,1010
2018,4,26,54.86,44.96,46,13,1.2,97.99,997
2018,4,27,64.58,41.18,73,332,0.6,88.13,999
2018,4,28,57.74,44.6,47,22,0.7,97.03,999
2018,4,29,58.46,46.4,83,82,0.5,91.6,998
2018,4,30,52.7,39.56,46,23,0.7,94.3,1002
2018,5,1,48.38,38.66,68,3,0.4,89.89,999
2018,5,2,68.18,37.94,104,208,0.7,89.79,996
2018,5,3,59.72,40.46,109,22,0.5,89.6,999
2018,5,4,52.52,39.2,76,2,0.4,91.74,998
2018,5,5,63.86,36.41,56,385,1,82.53,993
2018,5,6,70.34,45.68,100,177,0.6,85.49,1004
2018,5,7,56.84,38.84,94,193,0.6,84.61,1003
2018,5,8,58.82,36.68,47,466,0.5,78.93,1011
2018,5,9,53.08,38.66,111,249,0.4,84.1,1010
2018,5,10,50.9,39.92,67,73,0.8,88.88,1000
2018,5,11,63.5,38.3,100,278,0.7,79.35,995
2018,5,12,56.12,33.8,69,426,0.6,71.4,1007
2018,5,13,65.66,37.22,49,466,0.5,77.7,1006
2018,5,14,62.06,36.68,46,470,0.6,80.26,1001
2018,5,15,62.6,45.14,93,184,0.7,91.11,996
2018,5,16,57.38,39.38,78,385,0.6,71.49,1007
2018,5,17,68,42.08,138,64,0.6,89.34,1003
2018,5,18,58.1,38.48,46,472,0.5,69.52,1013
2018,5,19,61.7,37.4,87,345,0.6,72.43,1016
2018,5,20,65.12,50.9,65,5,0.9,95.77,997
2018,5,21,69.62,45.32,54,403,0.6,75.9,1001
2018,5,22,60.98,43.88,132,233,0.6,74.29,1007
2018,5,23,64.58,36.86,100,67,0.6,81.23,997
2018,5,24,55.76,33.44,71,394,0.7,71.41,1003
2018,5,25,66.74,42.08,71,14,0.8,89.77,992
2018,5,26,63.32,49.82,76,23,0.6,88.61,993
2018,5,27,60.08,34.16,52,460,0.6,76.26,1011
2018,5,28,60.98,36.14,97,264,0.6,84.84,1006
2018,5,29,70.52,43.52,88,176,0.6,90.49,998
2018,5,30,65.12,42.8,60,469,0.6,69.03,1006
2018,5,31,79.7,47.3,53,463,0.5,74.53,1003
2018,6,1,85.1,57.74,76,363,0.5,80.45,995
2018,6,2,66.74,41.18,60,20,0.9,93.98,991
2018,6,3,49.46,32.54,121,234,1.1,71.94,1003
2018,6,4,55.22,30.56,91,322,0.7,71.84,1003
2018,6,5,44.78,38.66,68,18,1,92.02,992
2018,6,6,48.56,39.56,67,11,0.4,82.89,996
2018,6,7,65.12,38.3,77,358,0.5,82.45,1006
2018,6,8,63.86,47.84,106,179,0.7,90.04,1005
2018,6,9,69.08,47.12,114,242,0.5,79.02,1000
2018,6,10,64.76,41.9,111,183,0.6,80.87,1001
2018,6,11,56.84,39.74,125,159,0.6,75.18,1005
2018,6,12,69.08,38.84,101,353,0.8,76.9,1002
2018,6,13,79.52,46.76,89,226,0.8,83.69,996
2018,6,14,48.74,44.78,46,3,0.7,95.63,990
2018,6,15,67.1,43.88,54,395,0.6,82.43,994
2018,6,16,77.72,47.12,132,145,0.5,82.39,997
2018,6,17,71.24,42.8,70,410,0.5,72.09,1006
2018,6,18,58.64,46.76,38,1,0.9,94.02,998
2018,6,19,72.86,52.88,92,233,0.8,86.83,986
2018,6,20,78.98,52.52,47,461,0.6,76.56,993
2018,6,21,53.08,52.88,104,180,0.5,84.45,993
2018,6,22,70.7,46.04,44,495,0.5,75.33,1003
2018,6,23,68.54,48.02,134,167,0.5,85.36,1003
2018,6,24,72.14,56.66,100,145,0.5,90.14,993
