Year,Month,Day,Max Temp (F),Min Temp (F),Average Wind Speed (mph),Relative Humidity (%),Real Feel (F),Users Thermostat (F)
2015,8,20,75,62,5.8,72,76,76
2015,8,21,79,60,6.6,78,80,80
2015,8,22,81,59,5.6,73,85,82
2015,8,23,77,60,5.2,73,78,78
2015,8,24,77,62,5.2,73,78,78
2015,8,25,80,59,5.3,70,83,79
2015,8,26,86,59,4.7,62,92,77
2015,8,27,92,63,4.5,54,101,74
2015,8,28,95,64,5.8,68,121,78
2015,8,29,80,64,5.3,74,83,80
2015,8,30,78,62,5.8,76,78,78
2015,8,31,85,59,5.1,74,94,77
2015,9,1,83,59,6.8,76,90,74
2015,9,2,78,57,7,79,78,78
2015,9,3,75,56,7,75,76,76
2015,9,4,76,55,7.5,76,76,76
2015,9,5,80,53,3.7,58,82,83
2015,9,6,86,52,3,41,86,79
2015,9,7,93,56,2.3,31,92,76
2015,9,8,96,59,2.5,24,94,78
2015,9,9,96,65,2.6,26,94,78
2015,9,10,95,66,3.6,35,96,75
2015,9,11,89,63,5.4,44,91,77
2015,9,12,78,60,5.9,75,78,78
2015,9,13,81,61,5.1,72,85,81
2015,9,14,74,59,7.3,87,74,74
2015,9,15,73,57,6.3,76,74,74
2015,9,16,75,52,5.2,80,76,76
2015,9,17,75,58,4.2,75,76,76
2015,9,18,81,54,3.7,66,84,79
2015,9,19,88,55,2.4,48,90,77
2015,9,20,95,59,2.6,27,93,75
2015,9,21,97,64,3.9,33,99,75
2015,9,22,77,57,7.8,74,78,78
2015,9,23,82,53,4.5,64,85,81
2015,9,24,89,59,2,49,92,74
2015,9,25,86,61,4.6,61,91,75
2015,9,26,83,58,5.3,72,89,83
2015,9,27,80,59,4.3,72,83,82
2015,9,28,74,58,4.7,74,74,74
2015,9,29,71,57,3.8,81,72,72
2015,9,30,65,59,2,87,65,65
2015,10,1,77,60,3.5,82,78,78
2015,10,2,81,55,5,76,86,84
2015,10,3,78,53,5.8,79,78,78
2015,10,4,81,52,3.6,68,84,81
2015,10,5,80,57,3.8,77,84,79
2015,10,6,78,58,3.8,81,78,78
2015,10,7,79,60,2.6,80,80,80
2015,10,8,86,59,2.2,64,93,75
2015,10,9,82,58,3.4,68,86,82
2015,10,10,77,57,4.2,83,78,78
2015,10,11,82,56,2.9,76,88,82
2015,10,12,88,55,1.9,59,95,77
2015,10,13,93,61,2.8,54,103,75
2015,10,14,84,62,3.6,64,89,83
2015,10,15,80,63,3.1,58,82,84
2015,10,16,79,60,3.6,76,80,80
2015,10,17,73,61,5.1,86,74,74
2015,10,18,71,57,5.6,86,72,72
2015,10,19,72,57,3.9,84,72,72
2015,10,20,80,54,3.9,74,83,82
2015,10,21,82,52,3.3,67,86,79
2015,10,22,77,53,2.8,70,78,78
2015,10,23,79,54,2.4,70,80,80
2015,10,24,79,52,2.2,66,80,80
2015,10,25,74,57,3.4,82,74,74
2015,10,26,78,55,1.7,71,78,78
2015,10,27,69,57,2.1,71,69,69
2015,10,28,72,57,3.7,83,72,72
2015,10,29,75,51,5.5,75,76,76
2015,10,30,80,49,3.7,59,82,83
2015,10,31,85,53,3.5,78,96,74
2015,11,1,73,54,4,88,74,74
2015,11,2,65,51,4.8,92,66,66
2015,11,3,64,46,4.4,80,64,64
2015,11,4,66,42,5.5,64,66,66
2015,11,5,67,43,2.1,70,67,67
2015,11,6,67,43,3.1,70,67,67
2015,11,7,68,43,1.8,74,68,68
2015,11,8,61,44,4,95,61,61
2015,11,9,57,46,4.8,95,57,64
2015,11,10,58,44,3.5,85,58,61
2015,11,11,64,41,2.5,77,64,61
2015,11,12,64,40,3.4,80,64,60
2015,11,13,67,40,2.8,76,67,67
2015,11,14,66,41,3.3,79,66,66
2015,11,15,59,48,10.2,86,59,65
2015,11,16,61,44,8.4,64,60,63
2015,11,17,64,43,3.8,89,64,62
2015,11,18,65,44,3.7,91,65,65
2015,11,19,68,45,3,85,68,68
2015,11,20,72,47,3.6,85,72,72
2015,11,21,70,47,3.1,85,70,70
2015,11,22,71,46,2.5,77,71,71
2015,11,23,60,45,3.4,88,60,64
2015,11,24,57,45,6,93,57,60
2015,11,25,54,40,2.7,80,54,65
2015,11,26,53,36,2.8,71,52,65
2015,11,27,56,35,3.3,68,55,65
2015,11,28,58,31,2.9,60,57,63
2015,11,29,59,32,2.8,58,58,60
2015,11,30,54,35,2.3,67,53,65
2015,12,1,62,36,2.3,59,62,63
2015,12,2,60,41,2.5,74,60,64
2015,12,3,62,42,5.9,97,62,61
2015,12,4,62,40,2.3,86,62,64
2015,12,5,59,40,2.7,91,59,65
2015,12,6,70,49,3.9,94,70,70
2015,12,7,63,52,1.4,95,63,61
2015,12,8,64,48,2.2,96,64,61
2015,12,9,71,54,2.8,95,72,72
2015,12,10,63,51,6.4,90,63,64
2015,12,11,58,47,4.7,91,58,61
2015,12,12,59,41,3.1,88,59,61
2015,12,13,55,46,9.3,92,55,61
2015,12,14,55,37,5.9,81,54,64
2015,12,15,56,39,5.2,75,56,64
2015,12,16,59,36,1.9,68,58,62
2015,12,17,60,37,2.1,77,60,65
2015,12,18,62,40,4,94,62,63
2015,12,19,56,41,3.3,95,56,65
2015,12,20,54,37,5.3,94,54,60
2015,12,21,59,52,6.3,100,59,63
2015,12,22,62,52,10.6,98,62,61
2015,12,23,57,44,6.1,88,57,64
2015,12,24,53,40,5.2,95,52,61
2015,12,25,52,34,4.1,93,52,60
2015,12,26,54,37,3.6,72,53,61
2015,12,27,49,30,1.9,69,50,62
2015,12,28,49,39,3.7,92,48,63
2015,12,29,55,33,2.5,80,54,64
2015,12,30,57,32,2.2,91,57,65
2015,12,31,53,38,3.2,85,52,62
2016,1,1,51,33,2.4,82,50,63
2016,1,2,54,41,3,86,54,61
2016,1,3,55,43,2.9,94,55,62
2016,1,4,62,48,6.2,94,62,65
2016,1,5,56,49,5.9,97,56,60
2016,1,6,54,48,6.2,99,54,65
2016,1,7,56,43,2.1,94,56,64
2016,1,8,56,38,1.7,94,56,65
2016,1,9,56,50,3.6,100,56,63
2016,1,10,57,47,2.5,92,57,63
2016,1,11,63,48,2.5,93,63,60
2016,1,12,66,44,3.5,93,66,66
2016,1,13,62,46,6.6,94,62,62
2016,1,14,58,42,4.4,94,58,61
2016,1,15,65,51,1.8,92,66,66
2016,1,16,62,53,4.1,99,62,65
2016,1,17,61,56,4.8,99,61,62
2016,1,18,66,52,3,91,66,66
2016,1,19,67,52,6.4,99,68,68
2016,1,20,67,48,1.5,79,67,67
2016,1,21,68,49,4,92,68,68
2016,1,22,63,56,6.6,100,64,61
2016,1,23,60,48,5.4,97,60,64
2016,1,24,59,45,3,95,59,61
2016,1,25,62,44,2.6,95,62,62
2016,1,26,63,47,2.2,93,63,62
2016,1,27,66,46,1.7,88,66,66
2016,1,28,63,42,1.9,91,63,63
2016,1,29,68,55,5.3,99,68,68
2016,1,30,59,51,4,93,59,61
2016,1,31,55,46,7.3,87,54,65
2016,2,1,56,39,6.4,80,56,63
2016,2,2,58,38,2.6,99,58,64
2016,2,3,60,38,3,89,60,61
2016,2,4,62,45,2.8,90,62,64
2016,2,5,65,40,2.7,90,65,65
2016,2,6,65,41,2.9,90,65,65
2016,2,7,76,44,3.2,87,76,76
2016,2,8,78,45,3.1,75,78,78
2016,2,9,76,46,2.7,80,76,76
2016,2,10,73,45,2.1,92,74,74
2016,2,11,72,47,2.1,92,72,72
2016,2,12,69,48,2.3,96,70,70
2016,2,13,68,52,3.3,93,68,68
2016,2,14,71,45,5.1,92,72,72
2016,2,15,76,52,3.6,87,76,76
2016,2,16,80,49,2.7,89,85,79
2016,2,17,68,51,8.9,95,68,68
2016,2,18,63,49,5.3,91,63,60
2016,2,19,62,44,4.5,95,62,61
2016,2,20,62,48,2.5,84,62,63
2016,2,21,64,43,3.3,88,64,63
2016,2,22,69,44,4.1,86,70,70
2016,2,23,73,46,2,68,73,73
2016,2,24,73,44,1.8,77,74,74
2016,2,25,77,47,1.3,83,78,78
2016,2,26,71,50,3.2,92,72,72
2016,2,27,70,53,2.6,89,70,70
2016,2,28,68,46,3.4,93,68,68
2016,3,1,73,52,3.6,82,74,74
2016,3,2,77,49,3.1,93,78,78
2016,3,3,72,54,2.1,96,72,72
2016,3,4,67,58,3.7,97,68,68
2016,3,5,66,55,9.6,98,66,66
2016,3,6,62,50,7,89,62,60
2016,3,7,58,48,5.4,94,58,60
2016,3,8,61,41,2.9,89,61,61
2016,3,9,71,52,3.7,96,72,72
2016,3,10,70,59,5.2,94,70,70
2016,3,11,60,52,8.4,96,60,62
2016,3,12,60,46,6.3,96,60,62
2016,3,13,60,55,6.1,98,60,63
2016,3,14,62,49,4.2,90,62,64
2016,3,15,66,44,3.6,87,66,66
2016,3,16,71,43,3.3,88,72,72
2016,3,17,77,47,2.4,85,78,78
2016,3,18,68,52,3.2,92,68,68
2016,3,19,73,52,3.3,95,74,74
2016,3,20,72,52,5,95,72,72
2016,3,21,67,49,5.4,95,68,68
2016,3,22,63,46,4.5,88,63,64
2016,3,23,67,45,3.8,86,67,67
2016,3,24,69,45,4.1,91,70,70
2016,3,25,70,47,3.8,89,70,70
2016,3,26,72,47,4.7,88,72,72
2016,3,27,66,53,6.2,90,66,66
2016,3,28,61,47,6.7,83,61,64
2016,3,29,66,41,3.5,83,66,66
2016,3,30,65,44,4.5,89,65,65
2016,3,31,68,51,4.5,91,68,68
2016,4,1,66,45,4.2,91,66,66
2016,4,2,73,53,2.5,88,74,74
2016,4,3,68,54,3.2,88,68,68
2016,4,4,71,52,4.7,89,72,72
2016,4,5,82,49,3.7,80,89,83
2016,4,6,88,53,2.5,71,101,78
2016,4,7,78,59,5.2,91,79,79
2016,4,8,66,58,3.7,96,66,66
2016,4,9,65,58,3.3,96,66,66
2016,4,10,60,55,3.8,97,60,60
2016,4,11,70,54,3,92,70,70
2016,4,12,61,52,4.9,93,61,65
2016,4,13,68,49,4.8,86,68,68
2016,4,14,65,51,6.4,87,65,65
2016,4,15,71,48,5.9,81,72,72
2016,4,16,80,49,3.5,76,84,81
2016,4,17,87,52,2.5,65,95,78
2016,4,18,91,53,2.5,60,102,76
2016,4,19,82,56,2.8,69,86,82
2016,4,20,79,50,3.5,76,80,80
2016,4,21,77,57,4.1,90,78,78
2016,4,22,64,54,6.9,95,64,64
2016,4,23,68,48,5,88,68,68
2016,4,24,68,51,6.9,86,68,68
2016,4,25,66,47,6.4,78,66,66
2016,4,26,69,45,4.8,84,70,70
2016,4,27,63,49,6.7,92,63,62
2016,4,28,73,49,6,85,74,74
2016,4,29,71,51,6.7,92,72,72
2016,4,30,78,50,6.7,76,78,78
2016,5,1,84,54,3.1,76,93,78
2016,5,2,74,52,3.3,83,74,74
2016,5,3,73,55,2.6,89,74,74
2016,5,4,72,56,4.3,90,72,72
2016,5,5,71,55,4.2,88,72,72
2016,5,6,61,54,3.1,94,61,62
2016,5,7,65,54,3.4,90,65,65
2016,5,8,71,56,4,90,72,72
2016,5,9,72,56,4.9,88,72,72
2016,5,10,75,56,4.2,86,76,76
2016,5,11,73,53,3.7,84,74,74
2016,5,12,71,57,4.8,85,72,72
2016,5,13,70,53,6.2,86,70,70
2016,5,14,74,51,5.1,85,74,74
2016,5,15,73,58,5.9,85,74,74
2016,5,16,79,55,5.4,82,80,80
2016,5,17,89,56,4.3,71,104,76
2016,5,18,88,60,5.4,75,103,77
2016,5,19,73,55,9.7,82,74,74
2016,5,20,65,53,9.2,81,65,65
2016,5,21,63,52,4.8,85,63,63
2016,5,22,69,48,4.8,83,70,70
2016,5,23,70,50,5.5,87,70,70
2016,5,24,70,55,6.1,86,70,70
2016,5,25,72,56,6.5,87,72,72
2016,5,26,78,50,6.4,82,78,78
2016,5,27,80,53,4.5,73,83,83
2016,5,28,87,60,4,67,96,77
2016,5,29,83,55,5.4,77,90,76
2016,5,30,83,54,4.5,72,89,83
2016,5,31,89,58,4.1,63,99,78
2016,6,1,82,59,5.7,66,86,83
2016,6,2,86,55,3.9,65,93,78
2016,6,3,95,60,2.7,56,110,76
2016,6,4,89,61,4,61,98,78
2016,6,5,88,59,5.3,68,99,76
2016,6,6,77,57,6.8,76,78,78
2016,6,7,79,59,6.3,74,80,80
2016,6,8,74,60,6.9,81,74,74
2016,6,9,72,59,7.2,82,72,72
2016,6,10,73,56,7.3,74,73,73
2016,6,11,86,53,4.7,67,94,75
2016,6,12,84,59,7.4,73,91,74
2016,6,13,75,58,8.1,80,76,76
2016,6,14,72,54,9,77,72,72
2016,6,15,70,51,8,75,70,70
2016,6,16,77,52,3.9,76,78,78
2016,6,17,79,58,5.3,79,80,80
2016,6,18,77,58,3.8,64,77,77
2016,6,19,87,59,3.7,61,93,74
2016,6,20,85,59,5.2,60,89,84
2016,6,21,90,59,5.7,60,100,74
2016,6,22,75,56,8.1,77,76,76
2016,6,23,82,54,7.7,70,86,83
2016,6,24,82,56,6.1,67,86,83
2016,6,25,90,60,5.2,60,100,76
2016,6,26,88,59,5.3,62,96,77
2016,6,27,87,59,5,58,92,78
2016,6,28,84,60,5.5,59,87,84
2016,6,29,73,56,7.7,77,74,74
2016,6,30,86,56,6.3,70,95,78
2016,7,1,81,56,7.6,71,85,79
2016,7,2,81,55,7.6,75,85,84
2016,7,3,81,57,6.8,67,84,83
2016,7,4,80,56,7.2,70,83,79
2016,7,5,77,57,7.7,78,78,78
2016,7,6,75,55,8.2,79,76,76
2016,7,7,73,57,8.1,79,74,74
2016,7,8,78,59,7.2,79,78,78
2016,7,9,80,60,7.4,77,84,83
2016,7,10,79,55,6.9,68,80,80
2016,7,11,84,58,5.5,67,90,76
2016,7,12,79,56,7.2,75,80,80
2016,7,13,89,57,5.1,61,98,75
2016,7,14,86,60,5.7,57,90,76
2016,7,15,82,55,7.1,62,85,79
2016,7,16,82,57,7.8,73,87,81
2016,7,17,80,56,8.5,78,84,79
2016,7,18,73,58,7.1,79,74,74
2016,7,19,75,57,6,72,76,76
2016,7,20,80,56,6.1,68,83,81
2016,7,21,78,57,6.7,72,78,78
2016,7,22,85,56,5.7,64,91,75
2016,7,23,89,59,5.5,61,98,75
2016,7,24,85,59,6.4,61,90,76
2016,7,25,84,56,6.4,62,88,84
2016,7,26,94,61,3.5,50,103,77
2016,7,27,91,64,5.7,43,93,74
2016,7,28,86,61,6.2,46,87,84
2016,7,29,84,60,6.3,45,84,80
2016,7,30,81,60,6.8,56,83,81
2016,7,31,79,59,5.9,66,80,80
2016,8,1,79,59,5.8,66,80,80
2016,8,2,81,57,6.1,62,83,80
2016,8,3,82,57,6.4,69,86,82
2016,8,4,74,58,7.4,75,74,74
2016,8,5,78,58,6.2,71,78,78
2016,8,6,75,58,7.4,75,76,76
2016,8,7,78,55,6.7,72,78,78
2016,8,8,81,57,6.7,73,85,83
2016,8,9,85,57,6.2,71,93,78
2016,8,10,84,56,6.2,70,90,77
2016,8,11,81,56,4.9,67,84,80
2016,8,12,80,60,4.8,59,82,82
2016,8,13,88,59,5,52,92,74
2016,8,14,85,60,5.7,56,88,81
2016,8,15,79,60,6.1,67,80,80
2016,8,16,82,59,5,60,84,83
2016,8,17,82,59,5.7,60,84,79
2016,8,18,80,61,5.8,64,82,82
2016,8,19,78,58,5.6,69,78,78
2016,8,20,76,61,5.5,72,76,76
2016,8,21,78,60,6.2,71,78,78
2016,8,22,77,60,6.3,76,78,78
2016,8,23,81,60,5.7,69,84,82
2016,8,24,78,60,5.5,70,78,78
2016,8,25,76,60,5.8,70,76,76
2016,8,26,81,60,5.6,76,86,83
2016,8,27,78,61,5.7,76,78,78
2016,8,28,79,60,4.4,72,80,80
2016,8,29,76,60,5.8,78,76,76
2016,8,30,81,59,6.6,75,85,84
2016,8,31,78,60,6.8,82,78,78
2016,9,1,75,59,6.3,80,76,76
2016,9,2,81,57,6.1,76,86,84
2016,9,3,75,57,8.2,84,76,76
2016,9,4,76,55,7.1,78,76,76
2016,9,5,81,54,4.5,71,85,81
2016,9,6,87,54,3.6,60,93,76
2016,9,7,93,59,3.4,48,100,76
2016,9,8,80,59,5.4,74,83,79
2016,9,9,80,59,4.7,67,83,80
2016,9,10,77,59,6,71,78,78
2016,9,11,76,57,6.6,78,76,76
2016,9,12,76,57,8.1,78,76,76
2016,9,13,73,56,3.9,72,73,73
2016,9,14,78,54,3,71,78,78
2016,9,15,76,56,4.1,71,76,76
2016,9,16,80,57,2.6,64,82,84
2016,9,17,85,58,2.4,50,86,81
2016,9,18,93,58,2.7,40,95,75
2016,9,19,94,63,4.8,44,99,74
2016,9,20,81,61,6.7,60,83,80
2016,9,21,76,58,9.1,80,76,76
2016,9,22,73,57,7.3,78,74,74
2016,9,23,80,52,5,69,83,82
2016,9,24,87,57,3.9,63,94,74
2016,9,25,97,59,2.8,40,103,78
2016,9,26,98,62,3.4,29,98,78
2016,9,27,95,63,3.9,36,97,75
2016,9,28,80,58,6,67,83,81
2016,9,29,73,57,5.8,71,73,73
2016,9,30,70,56,7,79,70,70
2016,10,1,73,52,5.5,76,74,74
2016,10,2,72,51,6.1,84,72,72
2016,10,3,69,50,2.9,80,69,69
2016,10,4,72,56,4.2,80,72,72
2016,10,5,75,51,5,72,76,76
2016,10,6,78,50,3.8,60,78,78
2016,10,7,85,53,2.5,39,84,84
2016,10,8,89,54,2.2,30,87,80
2016,10,9,86,56,3.6,43,86,79
2016,10,10,73,56,4.3,72,73,73
2016,10,11,71,59,3.9,78,71,71
2016,10,12,72,55,3.9,80,72,72
2016,10,13,73,51,4.4,82,74,74
2016,10,14,72,60,6.8,95,72,72
2016,10,15,76,60,8.5,90,77,77
2016,10,16,68,61,8.7,96,68,68
2016,10,17,71,54,3.7,85,72,72
2016,10,18,71,52,4.6,82,72,72
2016,10,19,78,51,4.3,68,78,78
2016,10,20,82,52,3.3,65,85,81
2016,10,21,79,53,2.5,82,80,80
2016,10,22,74,53,3,83,74,74
2016,10,23,75,51,5.1,82,76,76
2016,10,24,69,59,7.3,86,70,70
2016,10,25,75,62,5.5,84,76,76
2016,10,26,80,54,4.2,83,85,80
2016,10,27,70,60,3.9,92,70,70
2016,10,28,72,62,3.1,95,72,72
2016,10,29,73,59,4.3,91,74,74
2016,10,30,68,58,6.9,92,68,68
2016,10,31,68,51,4.7,87,68,68
2016,11,1,67,52,3.2,89,68,68
2016,11,2,73,47,2.6,85,74,74
2016,11,3,75,49,2.4,80,76,76
2016,11,4,76,50,2.3,83,76,76
2016,11,5,70,48,3,91,70,70
2016,11,6,74,54,2.5,92,74,74
2016,11,7,75,57,1.9,87,76,76
2016,11,8,77,56,1.7,87,78,78
2016,11,9,79,55,2.1,85,83,82
2016,11,10,78,54,2.3,89,79,79
2016,11,11,77,53,3.3,85,78,78
2016,11,12,75,56,2.3,88,76,76
2016,11,13,73,51,1.5,91,74,74
2016,11,14,69,57,1.7,90,70,70
2016,11,15,71,57,4.6,95,72,72
2016,11,16,62,50,5.1,85,62,62
2016,11,17,64,42,3,76,64,62
2016,11,18,73,42,5.1,72,73,73
2016,11,19,65,53,7.4,94,66,66
2016,11,20,64,54,2.6,96,64,65
2016,11,21,63,49,3.6,92,63,64
2016,11,22,64,44,3,89,64,61
2016,11,23,62,46,3.5,89,62,65
2016,11,24,62,40,1.7,79,62,60
2016,11,25,62,41,2.8,86,62,64
2016,11,26,56,49,6.3,97,56,63
2016,11,27,59,50,5.1,88,59,65
2016,11,28,60,48,5.5,93,60,63
2016,11,29,61,42,3.5,80,61,62
2016,11,30,61,39,2.6,94,61,65
2016,12,1,60,42,4.5,84,60,61
2016,12,2,63,47,5.7,74,62,60
2016,12,3,65,39,3.5,86,65,65
2016,12,4,62,42,2,91,62,64
2016,12,5,57,49,2.5,94,57,61
2016,12,6,57,42,3.7,88,57,62
2016,12,7,54,38,3.8,92,54,62
2016,12,8,63,50,6.2,100,64,62
2016,12,9,68,57,3.5,98,68,68
2016,12,10,64,54,5.8,100,64,63
2016,12,11,55,48,2.6,94,55,61
2016,12,12,57,49,2,93,57,61
2016,12,13,61,50,2.3,96,61,63
2016,12,14,63,55,5,99,64,65
2016,12,15,62,51,9.1,100,62,61
2016,12,16,54,43,7.7,88,54,64
2016,12,17,54,33,3.3,79,54,63
2016,12,18,54,30,3.2,81,54,64
2016,12,19,56,30,3,88,56,62
2016,12,20,60,35,3,89,60,61
2016,12,21,65,40,3,94,66,66
2016,12,22,65,40,2.6,85,65,65
2016,12,23,54,43,7,98,54,63
2016,12,24,52,37,4.1,91,52,61
2016,12,25,54,34,3.5,90,54,61
2016,12,26,55,32,2.8,83,54,62
2016,12,27,57,34,2.3,84,56,62
2016,12,28,61,33,3.4,91,61,62
2016,12,29,62,36,3.2,94,62,62
2016,12,30,62,41,3.9,96,62,64
2016,12,31,56,39,3,84,56,65
2017,1,1,56,39,4.9,94,56,62
2017,1,2,51,43,3.4,97,50,65
2017,1,3,55,48,9.1,98,55,63
2017,1,4,59,48,5,100,59,60
2017,1,5,52,38,3.5,86,52,61
2017,1,6,53,31,2.6,85,52,60
2017,1,7,60,47,7.6,99,60,60
2017,1,8,64,58,12.6,100,64,63
2017,1,9,60,52,5.6,99,60,65
2017,1,10,60,54,9.2,100,60,64
2017,1,11,57,46,4.8,96,57,60
2017,1,12,53,46,2.4,97,53,65
2017,1,13,56,39,3,94,56,65
2017,1,14,58,37,2.5,92,58,60
2017,1,15,54,40,2.9,94,54,61
2017,1,16,58,35,2.7,93,58,62
2017,1,17,56,36,2.3,96,56,60
2017,1,18,53,47,7.9,99,53,61
2017,1,19,58,46,4,99,58,64
2017,1,20,55,45,8.4,97,55,64
2017,1,21,56,43,6.3,97,56,60
2017,1,22,57,47,7.1,97,57,65
2017,1,23,52,41,2.9,96,52,61
2017,1,24,56,38,3.2,94,56,62
2017,1,25,57,35,2.4,93,57,60
2017,1,26,57,38,2.6,91,57,65
2017,1,27,60,36,2.5,86,60,61
2017,1,28,64,34,3.1,86,64,61
2017,1,29,64,37,3.4,91,64,60
2017,1,30,65,38,2.9,89,65,65
2017,1,31,64,38,2.6,91,64,60
2017,2,1,62,44,3.9,90,62,61
2017,2,2,64,51,6.3,99,64,63
2017,2,3,64,56,7.1,97,64,60
2017,2,4,63,49,3.7,96,64,63
2017,2,5,59,49,6.6,97,59,65
2017,2,6,62,54,6.9,98,62,61
2017,2,7,67,55,7.2,100,68,68
2017,2,8,66,59,4.7,100,66,66
2017,2,9,64,58,6.5,100,64,61
2017,2,10,63,50,3.3,98,64,62
2017,2,11,60,46,3.9,95,60,64
2017,2,12,65,41,2.3,92,66,66
2017,2,13,63,41,2.2,92,63,60
2017,2,14,70,45,2.3,87,70,70
2017,2,15,71,49,3.7,92,72,72
2017,2,16,66,54,5.5,94,66,66
2017,2,17,59,53,8.8,98,59,62
2017,2,18,56,47,5.2,98,56,63
2017,2,19,56,48,6.8,97,56,62
2017,2,20,61,53,10.8,99,61,63
2017,2,21,61,48,5.3,96,61,63
2017,2,22,56,42,5.2,91,56,65
2017,2,23,54,38,3.6,89,54,64
2017,2,24,56,35,3,87,56,65
2017,2,25,59,36,1.7,86,59,63
2017,2,26,59,38,3.1,88,59,63
2017,2,27,55,42,3.2,88,54,61
2017,2,28,58,38,3.5,88,58,60
2017,3,1,64,37,2.7,87,64,62
2017,3,2,66,38,2.7,90,66,66
2017,3,3,67,40,1.8,90,68,68
2017,3,4,62,46,5.9,95,62,60
2017,3,5,53,40,6.5,90,52,64
2017,3,6,56,39,3.5,91,56,62
2017,3,7,62,40,1.9,90,62,65
2017,3,8,67,44,3.4,92,68,68
2017,3,9,71,46,2.4,94,72,72
2017,3,10,72,52,2.5,96,72,72
2017,3,11,73,51,2.7,92,74,74
2017,3,12,75,50,3.1,90,76,76
2017,3,13,79,47,2.3,85,83,82
2017,3,14,81,53,2.1,85,87,82
2017,3,15,70,52,2.9,91,70,70
2017,3,16,69,53,3.4,92,70,70
2017,3,17,77,46,1.5,77,78,78
2017,3,18,73,51,2,86,74,74
2017,3,19,71,54,1.6,87,72,72
2017,3,20,64,53,5.4,96,64,64
2017,3,21,69,56,6.1,97,70,70
2017,3,22,61,50,5.4,93,61,63
2017,3,23,64,49,3.7,87,64,62
2017,3,24,59,53,4.5,99,59,63
2017,3,25,65,50,3.4,92,66,66
2017,3,26,64,49,4,91,64,61
2017,3,27,63,50,5.5,89,63,63
2017,3,28,72,45,5.4,87,72,72
2017,3,29,72,47,4.3,88,72,72
2017,3,30,66,52,7.8,86,66,66
2017,3,31,73,52,7.9,82,74,74
2017,4,1,79,49,2.8,83,82,83
2017,4,2,78,51,3,89,79,79
2017,4,3,73,50,3.8,84,74,74
2017,4,4,74,46,3.3,84,74,74
2017,4,5,77,53,2.6,73,78,78
2017,4,6,70,51,7.6,84,70,70
2017,4,7,65,52,6.6,94,66,66
2017,4,8,58,46,5.3,90,58,64
2017,4,9,65,41,2.7,84,65,65
2017,4,10,69,41,2.8,90,70,70
2017,4,11,69,55,6.1,86,70,70
2017,4,12,68,56,7.1,98,68,68
2017,4,13,64,49,6.6,91,64,63
2017,4,14,64,45,4.8,83,64,63
2017,4,15,71,44,2.6,82,72,72
2017,4,16,62,53,4.5,93,62,64
2017,4,17,66,56,2.5,95,66,66
2017,4,18,69,51,2.4,93,70,70
2017,4,19,72,46,3.3,84,72,72
2017,4,20,69,54,4.2,86,70,70
2017,4,21,77,50,3.7,83,78,78
2017,4,22,69,50,4.2,90,70,70
2017,4,23,68,52,6.6,90,68,68
2017,4,24,64,52,5.9,94,64,61
2017,4,25,67,51,5.5,91,68,68
2017,4,26,69,57,5.8,96,70,70
2017,4,27,70,53,5.8,84,70,70
2017,4,28,74,49,6.6,79,74,74
2017,4,29,79,53,4.2,78,80,80
2017,4,30,79,50,3.4,82,80,80
2017,5,1,87,56,4.9,80,103,75
2017,5,2,89,60,4.3,83,112,76
2017,5,3,91,62,3.1,79,116,77
2017,5,4,79,58,5.2,84,83,79
2017,5,5,70,53,8.1,90,70,70
2017,5,6,64,51,5.9,86,64,64
2017,5,7,76,50,3.5,82,76,76
2017,5,8,78,52,3.9,85,78,78
2017,5,9,83,52,5.3,84,93,75
2017,5,10,73,54,6.5,87,74,74
2017,5,11,72,54,4.8,89,72,72
2017,5,12,66,52,7.7,82,66,66
2017,5,13,67,50,6.4,81,67,67
2017,5,14,68,51,5.4,84,68,68
2017,5,15,70,49,6.8,87,70,70
2017,5,16,66,49,8.2,94,66,66
2017,5,17,71,52,5.7,79,72,72
2017,5,18,80,48,4.6,78,84,79
2017,5,19,87,55,3.1,74,100,77
2017,5,20,89,57,3.1,71,104,77
2017,5,21,89,59,2.7,63,99,78
2017,5,22,83,56,3,75,90,76
2017,5,23,78,58,4.3,78,78,78
2017,5,24,74,57,6.5,76,74,74
2017,5,25,68,55,6.7,83,68,68
2017,5,26,69,56,4.4,84,70,70
2017,5,27,71,55,4.5,81,72,72
2017,5,28,69,57,5.7,83,70,70
2017,5,29,67,53,7.8,87,67,67
2017,5,30,70,55,8.4,84,70,70
2017,5,31,75,56,5.9,82,76,76
2017,6,1,76,57,6.5,83,76,76
2017,6,2,80,54,5.3,78,84,84
2017,6,3,76,55,5.9,81,76,76
2017,6,4,75,54,7.9,80,76,76
2017,6,5,81,51,4.6,73,85,81
2017,6,6,73,54,6.4,76,74,74
2017,6,7,75,53,5.7,77,76,76
2017,6,8,72,60,3.6,85,72,72
2017,6,9,71,54,7,82,72,72
2017,6,10,71,52,7.8,80,72,72
2017,6,11,69,53,7.6,81,69,69
2017,6,12,72,53,5.5,81,72,72
2017,6,13,79,52,5.2,74,80,80
2017,6,14,83,54,5.3,71,89,83
2017,6,15,81,55,6,78,86,81
2017,6,16,87,62,5.8,75,100,74
2017,6,17,89,62,4.9,69,102,74
2017,6,18,103,70,4.1,55,134,77
2017,6,19,94,67,5.8,60,110,74
