Year,Month,Day,Max Temp (F),Min Temp (F),Average Wind Speed (mph),Relative Humidity (%),Real Feel (F),Users Thermostat (F)
2017,6,20,88,61,6.9,71,101,75
2017,6,21,91,59,5.2,66,106,77
2017,6,22,96,67,5.3,59,115,76
2017,6,23,83,62,5.5,67,88,84
2017,6,24,78,61,6.4,85,78,78
2017,6,25,74,61,6.4,75,74,74
2017,6,26,76,60,6.7,78,76,76
2017,6,27,74,60,6.9,82,74,74
2017,6,28,76,58,6.9,72,76,76
2017,6,29,75,58,7.4,77,76,76
2017,6,30,74,58,7.7,79,74,74
2017,7,1,75,54,8.2,83,76,76
2017,7,2,84,56,6.6,76,93,77
2017,7,3,82,56,5.2,70,86,83
2017,7,4,79,57,5.3,64,80,80
2017,7,5,76,59,5.5,69,76,76
2017,7,6,86,59,6.2,59,91,74
2017,7,7,93,61,6,51,101,78
2017,7,8,97,64,6.5,49,109,74
2017,7,9,85,58,7.1,59,89,80
2017,7,10,84,58,7.6,72,91,75
2017,7,11,84,59,7.9,67,90,74
2017,7,12,81,58,6.2,65,84,82
2017,7,13,82,57,6.7,65,85,83
2017,7,14,85,58,6.7,67,92,77
2017,7,15,94,59,6.1,58,109,76
2017,7,16,97,66,5.7,50,110,75
2017,7,17,85,62,7.7,56,88,82
2017,7,18,75,57,7.9,72,76,76
2017,7,19,81,56,7.1,74,85,82
2017,7,20,79,58,7.9,80,80,80
2017,7,21,81,57,6.9,76,86,79
2017,7,22,92,57,4.2,57,103,77
2017,7,23,86,62,5.7,55,89,83
2017,7,24,87,58,6.9,69,97,78
2017,7,25,81,60,5.1,72,85,80
2017,7,26,82,61,4.4,61,85,84
2017,7,27,90,60,4.7,53,96,74
2017,7,28,80,60,7.2,68,83,81
2017,7,29,81,58,6.6,65,84,82
2017,7,30,82,57,5,60,84,81
2017,7,31,83,59,5.6,50,84,80
2017,8,1,90,59,5.1,43,92,77
2017,8,2,92,65,4.7,33,91,76
2017,8,3,88,70,3.3,40,88,81
2017,8,4,83,67,5.4,47,83,84
2017,8,5,80,63,6.3,53,81,83
2017,8,6,79,63,6.7,68,80,80
2017,8,7,76,62,6.3,75,76,76
2017,8,8,78,62,6.3,69,78,78
2017,8,9,74,62,6.5,77,74,74
2017,8,10,78,62,6.1,75,78,78
2017,8,11,80,61,5.6,69,83,79
2017,8,12,75,60,7.1,75,76,76
2017,8,13,80,58,8,80,84,79
2017,8,14,75,62,8.5,82,76,76
2017,8,15,77,60,6.6,77,78,78
2017,8,16,81,61,4.7,69,84,79
2017,8,17,81,60,4.8,64,84,83
2017,8,18,83,61,5.1,68,88,81
2017,8,19,80,59,5.4,72,83,81
2017,8,20,81,62,5.4,75,85,84
2017,8,21,82,64,5.4,73,87,79
2017,8,22,81,62,4.5,72,85,84
2017,8,23,79,61,5.7,74,80,80
2017,8,24,78,60,7,76,78,78
2017,8,25,83,57,4.7,59,86,84
2017,8,26,95,61,3.1,46,103,75
2017,8,27,97,65,3.8,48,109,76
2017,8,28,91,64,4.3,50,97,75
2017,8,29,78,62,6.8,68,78,78
2017,8,30,80,58,6.4,72,83,84
2017,8,31,95,57,2.7,49,105,74
2017,9,1,108,69,3.3,25,113,75
2017,9,2,107,74,2.7,25,111,78
2017,9,3,98,78,5.8,38,104,77
2017,9,4,88,72,6,66,98,76
2017,9,5,89,70,5,74,106,76
2017,9,6,83,66,6.2,76,90,74
2017,9,7,81,64,5.6,80,86,81
2017,9,8,79,63,4.2,81,80,80
2017,9,9,86,65,3.2,67,94,76
2017,9,10,95,64,3,51,106,75
2017,9,11,97,70,4.2,55,114,76
2017,9,12,92,67,6.3,69,111,78
2017,9,13,80,66,6.7,83,85,81
2017,9,14,78,62,7,80,78,78
2017,9,15,77,55,4.9,76,78,78
2017,9,16,80,57,4.2,74,83,81
2017,9,17,81,57,5.7,76,86,80
2017,9,18,80,60,7.6,83,85,80
2017,9,19,77,58,5.5,72,78,78
2017,9,20,76,57,6.9,85,76,76
2017,9,21,72,54,5.7,75,72,72
2017,9,22,73,50,3,72,73,73
2017,9,23,81,51,4.4,63,84,82
2017,9,24,83,51,3.9,58,85,80
2017,9,25,87,55,3.7,55,91,77
2017,9,26,91,58,3.4,45,94,78
2017,9,27,92,61,3,42,95,77
2017,9,28,89,59,3.4,43,90,74
2017,9,29,75,57,5.1,75,76,76
2017,9,30,80,58,5.4,76,84,81
2017,10,1,80,55,6.5,60,82,81
2017,10,2,79,53,6.1,51,79,79
2017,10,3,74,49,3.7,69,74,74
2017,10,4,80,51,3.3,61,82,79
2017,10,5,84,50,3.3,45,84,79
2017,10,6,89,51,3.1,38,89,82
2017,10,7,84,52,4.1,48,85,81
2017,10,8,85,52,6.1,52,87,84
2017,10,9,84,57,4.5,37,83,81
2017,10,10,81,53,4.7,58,83,81
2017,10,11,70,51,5.1,68,70,70
2017,10,12,75,45,5.4,49,75,75
2017,10,13,78,45,4.1,62,78,78
2017,10,14,80,48,4.1,43,80,80
2017,10,15,86,48,2.8,30,84,80
2017,10,16,85,52,2.3,28,83,82
2017,10,17,80,54,2.6,43,80,80
2017,10,18,73,51,3.4,57,73,73
2017,10,19,71,55,6.1,89,72,72
2017,10,20,66,54,4.9,82,66,66
2017,10,21,70,47,3.9,76,70,70
2017,10,22,75,50,3.9,76,76,76
2017,10,23,89,54,3.9,59,97,75
2017,10,24,94,58,3.2,43,99,74
2017,10,25,90,57,2.6,42,91,78
2017,10,26,91,57,2,44,94,77
2017,10,27,87,58,2.3,46,88,81
2017,10,28,78,55,2.2,63,78,78
2017,10,29,68,56,2.9,82,68,68
2017,10,30,68,55,7.1,88,68,68
2017,10,31,71,53,2.2,82,72,72
2017,11,1,72,48,2.8,83,72,72
2017,11,2,70,49,3.2,82,70,70
2017,11,3,69,57,4.7,87,70,70
2017,11,4,62,45,4.2,81,62,61
2017,11,5,62,44,3.7,80,62,64
2017,11,6,66,46,2.6,80,66,66
2017,11,7,70,41,2,66,70,70
2017,11,8,69,51,5.4,88,70,70
2017,11,9,69,55,4.4,88,70,70
2017,11,10,70,52,3.6,92,70,70
2017,11,11,68,50,2.3,87,68,68
2017,11,12,69,48,2.6,86,70,70
2017,11,13,73,51,3.5,90,74,74
2017,11,14,68,53,2.5,79,68,68
2017,11,15,72,51,5.4,76,72,72
2017,11,16,64,56,4.3,100,64,64
2017,11,17,63,48,3.8,79,63,65
2017,11,18,65,40,1.7,71,65,65
2017,11,19,65,42,1.5,73,65,65
2017,11,20,71,56,2.4,75,71,71
2017,11,21,76,53,2.1,88,76,76
2017,11,22,76,51,2,88,76,76
2017,11,23,74,56,2.4,91,74,74
2017,11,24,74,58,3,86,74,74
2017,11,25,80,52,3.7,79,84,80
2017,11,26,69,58,6.4,98,70,70
2017,11,27,61,48,4.1,84,61,63
2017,11,28,63,42,3.2,87,63,63
2017,11,29,67,44,3.4,85,67,67
2017,11,30,67,41,2.8,85,67,67
2017,12,1,62,42,1.5,86,62,64
2017,12,2,63,44,1.6,89,63,64
2017,12,3,59,46,5,81,58,65
2017,12,4,64,45,8.1,63,64,64
2017,12,5,68,43,2,50,68,68
2017,12,6,64,38,3.3,62,64,64
2017,12,7,68,36,3.5,51,68,68
2017,12,8,67,40,3.3,57,66,66
2017,12,9,68,39,3.5,64,68,68
2017,12,10,70,36,3.2,62,70,70
2017,12,11,69,39,3.4,55,68,68
2017,12,12,67,37,3.3,59,66,66
2017,12,13,65,35,3.1,73,65,65
2017,12,14,69,39,3.1,72,69,69
2017,12,15,63,37,2.2,71,62,61
2017,12,16,67,43,11.2,61,66,66
2017,12,17,68,46,3.8,52,68,68
2017,12,18,65,40,2.5,50,64,64
2017,12,19,66,37,3.5,74,66,66
2017,12,20,56,41,4.8,87,56,62
2017,12,21,58,35,3.8,66,58,60
2017,12,22,58,34,2.3,51,57,65
2017,12,23,57,38,1.8,66,56,65
2017,12,24,56,45,2,74,56,60
2017,12,25,62,41,2,64,62,63
2017,12,26,64,40,1.8,77,64,63
2017,12,27,62,38,2.3,86,62,60
2017,12,28,66,38,2.6,84,66,66
2017,12,29,66,38,2.5,84,66,66
2017,12,30,64,37,2.1,90,64,63
2017,12,31,61,44,2.5,91,61,64
2018,1,1,64,43,2,77,64,63
2018,1,2,62,48,2.2,71,62,62
2018,1,3,60,47,3.2,80,60,63
2018,1,4,70,53,4.3,87,70,70
2018,1,5,66,54,3.1,92,66,66
2018,1,6,61,47,2.8,80,61,64
2018,1,7,56,46,2.4,87,56,65
2018,1,8,61,52,3.9,92,61,61
2018,1,9,60,51,3.7,88,60,62
2018,1,10,57,45,3.2,89,57,64
2018,1,11,65,53,2.1,88,65,65
2018,1,12,60,49,3.3,90,60,60
2018,1,13,66,43,3.7,85,66,66
2018,1,14,59,45,2.7,80,58,63
2018,1,15,67,46,2,79,67,67
2018,1,16,67,53,1.5,88,68,68
2018,1,17,65,53,2.1,87,65,65
2018,1,18,68,50,4.2,92,68,68
2018,1,19,58,45,3.6,78,58,60
2018,1,20,58,38,4.2,82,58,63
2018,1,21,60,37,2.6,81,60,61
2018,1,22,60,47,3.7,84,60,61
2018,1,23,62,44,1.7,78,62,65
2018,1,24,63,41,4.9,88,63,60
2018,1,25,57,42,3.6,78,56,63
2018,1,26,58,42,2.4,75,58,60
2018,1,27,63,40,3.5,77,63,60
2018,1,28,68,42,3.4,82,68,68
2018,1,29,64,43,3,82,64,63
2018,1,30,70,45,2.5,80,70,70
2018,1,31,68,44,2.7,83,68,68
2018,2,1,74,47,2.8,69,74,74
2018,2,2,76,48,3.1,82,76,76
2018,2,3,78,49,2.4,75,78,78
2018,2,4,76,49,2.4,73,76,76
2018,2,5,79,48,2.9,67,80,80
2018,2,6,77,48,3.6,59,77,77
2018,2,7,76,47,2.2,60,76,76
2018,2,8,76,47,2.1,62,76,76
2018,2,9,80,49,2.6,67,83,82
2018,2,10,71,48,4.7,71,71,71
2018,2,11,63,40,5.3,71,62,65
2018,2,12,60,44,4,76,60,62
2018,2,13,66,38,2.2,59,66,66
2018,2,14,66,42,3.7,65,66,66
2018,2,15,64,43,4.5,67,64,64
2018,2,16,69,39,2.9,58,68,68
2018,2,17,71,42,2.5,70,71,71
2018,2,18,60,45,8.1,75,60,61
2018,2,19,54,42,5.8,67,53,64
2018,2,20,58,34,2.9,65,58,62
2018,2,21,59,36,2.4,68,58,64
2018,2,22,56,40,6.5,76,56,64
2018,2,23,55,37,4.9,65,54,61
2018,2,24,59,32,4.8,82,58,60
2018,2,25,63,37,3.7,74,62,61
2018,2,26,56,43,5.5,78,56,60
2018,2,27,58,39,5,59,57,61
2018,2,28,60,37,4.2,83,60,60
2018,3,1,59,49,8.4,88,59,64
2018,3,2,57,45,5.4,79,56,63
2018,3,3,55,39,3.8,80,54,62
2018,3,4,58,37,2.5,69,58,63
2018,3,5,64,35,3.3,66,64,61
2018,3,6,72,39,2.6,55,72,72
2018,3,7,74,50,3.4,61,74,74
2018,3,8,70,55,2.6,80,70,70
2018,3,9,67,50,2.7,81,67,67
2018,3,10,61,52,1.6,88,61,63
2018,3,11,74,52,2,76,74,74
2018,3,12,76,52,4.8,78,76,76
2018,3,13,63,51,5,85,63,64
2018,3,14,57,47,3.8,83,56,64
2018,3,15,58,40,5.7,81,58,65
2018,3,16,58,44,5.3,80,58,64
2018,3,17,58,43,2.9,81,58,63
2018,3,18,59,39,1.7,70,58,63
2018,3,19,68,40,3,63,68,68
2018,3,20,59,53,4.7,84,59,60
2018,3,21,67,56,5.4,89,68,68
2018,3,22,63,42,6.8,84,63,61
2018,3,23,61,39,3.7,74,60,64
2018,3,24,59,46,4.4,77,58,62
2018,3,25,59,39,4.2,75,58,63
2018,3,26,65,43,5,76,65,65
2018,3,27,73,44,3.7,76,74,74
2018,3,28,78,48,3,76,78,78
2018,3,29,82,51,2.7,68,86,81
2018,3,30,82,54,2.3,64,85,80
2018,3,31,77,52,3.4,76,78,78
2018,4,1,76,49,4.7,82,76,76
2018,4,2,72,49,5.3,81,72,72
2018,4,3,72,47,3.4,78,72,72
2018,4,4,71,52,3.3,73,71,71
2018,4,5,69,53,2.7,76,69,69
2018,4,6,65,57,5.1,88,65,65
2018,4,7,68,54,5.3,83,68,68
2018,4,8,66,50,4.6,79,66,66
2018,4,9,81,47,2.3,72,85,82
2018,4,10,69,52,4,80,69,69
2018,4,11,68,46,5.4,80,68,68
2018,4,12,62,47,5.6,73,62,64
2018,4,13,70,45,4.2,74,70,70
2018,4,14,77,48,2.9,74,78,78
2018,4,15,73,49,5.9,78,74,74
2018,4,16,58,47,4.9,79,58,62
2018,4,17,66,43,2.8,71,66,66
2018,4,18,61,49,3.1,72,60,63
2018,4,19,67,46,4.8,79,67,67
2018,4,20,76,47,4,79,76,76
2018,4,21,81,48,2.8,73,85,84
2018,4,22,82,51,2.5,71,87,81
2018,4,23,84,54,2.6,74,92,78
2018,4,24,72,53,3.2,75,72,72
2018,4,25,71,55,4.1,74,71,71
2018,4,26,68,53,5.4,74,68,68
2018,4,27,70,51,4.4,73,70,70
2018,4,28,68,48,4.7,76,68,68
2018,4,29,66,53,5.3,77,66,66
2018,4,30,66,47,5.3,77,66,66
2018,5,1,73,49,5.3,77,74,74
2018,5,2,72,50,4.3,74,72,72
2018,5,3,69,52,4.5,77,69,69
2018,5,4,78,53,3.1,66,78,78
2018,5,5,71,54,4.6,76,71,71
2018,5,6,68,52,5.4,77,68,68
2018,5,7,77,51,4.7,73,78,78
2018,5,8,75,52,5,81,76,76
2018,5,9,72,56,6.2,76,72,72
2018,5,10,73,51,6.3,78,74,74
2018,5,11,79,52,5.7,63,80,80
2018,5,12,78,55,4.2,61,78,78
2018,5,13,73,54,5.1,74,73,73
2018,5,14,69,55,5.1,71,69,69
2018,5,15,70,56,4.6,72,70,70
2018,5,16,69,51,4.6,72,69,69
2018,5,17,71,51,5.4,76,71,71
2018,5,18,70,56,6.1,76,70,70
2018,5,19,68,55,7.9,77,68,68
2018,5,20,67,55,7.1,78,67,67
2018,5,21,74,55,5.4,73,74,74
2018,5,22,68,56,6.3,76,68,68
2018,5,23,69,57,5.6,73,69,69
2018,5,24,64,56,4.7,74,64,63
2018,5,25,66,56,4.3,77,66,66
2018,5,26,69,55,4.8,78,69,69
2018,5,27,82,53,4,69,86,80
2018,5,28,91,59,3.7,61,103,75
2018,5,29,84,56,5.5,64,89,79
2018,5,30,70,53,8.9,73,70,70
2018,5,31,66,53,7.3,72,66,66
2018,6,1,80,48,4.2,63,82,84
2018,6,2,93,57,3.2,56,105,76
2018,6,3,89,60,4.7,57,96,76
2018,6,4,76,56,7.2,70,76,76
2018,6,5,73,53,7.1,75,74,74
2018,6,6,70,53,7.3,76,70,70
2018,6,7,73,55,6.6,71,73,73
2018,6,8,78,52,5.9,70,78,78
2018,6,9,73,54,7.2,71,73,73
2018,6,10,75,53,5.9,61,75,75
2018,6,11,81,55,4.6,66,84,80
2018,6,12,88,59,4.7,62,96,75
2018,6,13,85,56,6.3,68,92,77
2018,6,14,84,56,6.8,70,90,76
2018,6,15,77,55,7.4,75,78,78
2018,6,16,73,56,6.7,71,73,73
2018,6,17,77,55,4.7,72,78,78
2018,6,18,79,58,4.3,71,80,80
2018,6,19,77,58,5,67,78,78
2018,6,20,73,56,5.9,68,73,73
2018,6,21,80,55,5.1,66,82,84
2018,6,22,89,57,3.8,59,97,76
2018,6,23,98,62,4.6,52,115,74
2018,6,24,86,59,6.2,67,94,74
2018,6,25,82,61,6.3,72,87,79
2018,6,26,80,58,6.3,67,83,84
2018,6,27,78,56,7.2,69,78,78
2018,6,28,77,57,7.3,72,78,78
2018,6,29,90,56,5.3,61,100,78
2018,6,30,90,60,4.7,56,98,78
2018,7,1,80,60,6.2,65,82,84
2018,7,2,77,59,5.2,65,77,77
2018,7,3,79,57,6.2,68,80,80
2018,7,4,81,58,5.3,65,84,82
2018,7,5,81,57,3.5,56,83,80
2018,7,6,89,66,4.8,53,94,75
2018,7,7,86,63,5.7,51,88,81
2018,7,8,86,58,6.3,57,90,77
2018,7,9,90,58,6,53,96,75
2018,7,10,90,62,5.9,57,98,74
2018,7,11,84,57,4.9,61,88,80
2018,7,12,82,60,4.3,57,84,82
2018,7,13,84,65,5,56,86,80
2018,7,14,81,62,6,63,84,84
2018,7,15,78,61,5.8,61,78,78
2018,7,16,83,61,5.3,59,86,81
2018,7,17,82,60,4.9,60,84,81
2018,7,18,84,62,4.8,58,87,80
2018,7,19,86,60,5.2,53,89,80
2018,7,20,86,62,5.8,52,88,80
2018,7,21,84,64,5.3,59,87,82
2018,7,22,81,64,5.2,68,84,82
2018,7,23,84,63,5.4,61,88,84
2018,7,24,83,60,5.8,61,86,84
2018,7,25,91,63,5.6,61,103,74
2018,7,26,80,61,5.7,67,83,81
2018,7,27,79,62,6.8,71,80,80
2018,7,28,84,60,5.6,67,90,77
2018,7,29,81,61,5.7,67,84,81
2018,7,30,82,63,5.6,63,85,83
2018,7,31,82,61,5.4,64,85,84
2018,8,1,82,61,5.9,68,86,79
2018,8,2,83,61,6.4,69,88,80
2018,8,3,72,51,4.9,60,72,72
2018,8,4,72,51,5.3,56,72,72
2018,8,5,72,51,5.3,62,72,72
2018,8,6,72,51,4.3,58,72,72
2018,8,7,72,51,4.7,66,72,72
2018,8,8,72,51,4.3,61,72,72
2018,8,9,90,61,4,53,96,74
2018,8,10,87,59,4.9,52,90,74
2018,8,11,88,62,5.9,66,98,78
2018,8,12,86,60,5.3,63,92,75
2018,8,13,75,59,5.6,65,75,75
2018,8,14,72,60,5.9,71,72,72
2018,8,15,75,62,5.4,71,76,76
2018,8,16,78,60,4.7,63,78,78
2018,8,17,85,59,3.8,57,88,79
2018,8,18,86,58,4.1,47,87,83
2018,8,19,81,57,4.8,59,83,80
2018,8,20,80,54,5.6,69,83,83
2018,8,21,75,60,4.6,72,76,76
2018,8,22,78,62,3.9,71,78,78
2018,8,23,75,62,4.8,74,76,76
2018,8,24,76,59,4.7,67,76,76
2018,8,25,79,57,4.3,70,80,80
2018,8,26,78,55,5,68,78,78
2018,8,27,78,57,5.6,70,78,78
2018,8,28,75,60,4.8,69,75,75
2018,8,29,80,57,4.2,71,83,79
2018,8,30,76,60,4,73,76,76
2018,8,31,80,59,4.8,72,83,79
2018,9,1,77,56,4.7,71,78,78
2018,9,2,98,56,4.5,66,129,77
2018,9,3,90,61,4.1,65,103,77
2018,9,4,88,57,4.1,62,96,74
2018,9,5,78,58,4.8,69,78,78
2018,9,6,75,59,3.8,63,75,75
2018,9,7,84,55,4.1,62,88,83
2018,9,8,84,57,5.3,68,90,74
2018,9,9,83,54,4.7,67,88,82
2018,9,10,85,54,5.1,68,92,78
2018,9,11,81,55,6.2,70,85,84
2018,9,12,76,54,6.3,74,76,76
2018,9,13,76,54,5.2,73,76,76
2018,9,14,78,52,4.4,67,78,78
2018,9,15,73,54,6.1,75,74,74
2018,9,16,76,50,4.3,72,76,76
2018,9,17,74,53,5.2,75,74,74
2018,9,18,75,49,5.1,73,76,76
2018,9,19,80,51,3.8,63,82,79
2018,9,20,91,54,3,39,92,75
2018,9,21,85,57,3.5,43,85,80
2018,9,22,80,57,3.6,58,82,80
2018,9,23,81,53,4.4,68,84,83
2018,9,24,88,53,2.6,59,95,78
2018,9,25,82,53,2.6,56,84,83
2018,9,26,86,56,2.5,53,89,81
2018,9,27,75,57,3.9,60,75,75
2018,9,28,71,57,4.9,74,71,71
2018,9,29,77,56,3.8,76,78,78
2018,9,30,79,57,2.2,69,80,80
2018,10,1,79,57,2.4,64,80,80
2018,10,2,83,65,2.8,72,89,84
2018,10,3,79,64,2.8,77,80,80
2018,10,4,74,58,4.1,80,74,74
2018,10,5,75,53,3.8,71,76,76
2018,10,6,75,55,6,65,75,75
2018,10,7,81,60,6.5,40,81,83
2018,10,8,84,59,3.8,48,85,80
2018,10,9,80,57,3.9,71,83,83
2018,10,10,73,53,3.2,69,73,73
2018,10,11,73,55,2.4,71,73,73
2018,10,12,84,53,3.2,61,88,82
2018,10,13,80,53,3.6,57,81,80
2018,10,14,76,52,3.2,61,76,76
2018,10,15,83,49,2.9,48,84,82
2018,10,16,81,49,2.8,51,82,79
2018,10,17,76,49,2.2,57,76,76
2018,10,18,74,50,1.9,61,74,74
2018,10,19,80,51,2.3,45,80,80
2018,10,20,77,51,2.5,50,77,77
2018,10,21,68,54,2.7,68,68,68
2018,10,22,67,53,3.9,77,67,67
2018,10,23,68,51,3.5,79,68,68
2018,10,24,74,47,3.3,79,74,74
2018,10,25,77,57,2.8,73,78,78
2018,10,26,78,53,2.3,58,78,78
2018,10,27,74,54,3.4,76,74,74
2018,10,28,74,53,4.8,82,74,74
2018,10,29,70,50,5.1,76,70,70
2018,10,30,73,47,5.4,59,73,73
2018,10,31,80,47,3.6,42,80,80
2018,11,1,83,54,3.2,49,84,81
2018,11,2,79,53,2.8,55,79,79
2018,11,3,83,52,4.1,46,83,84
2018,11,4,73,50,3.3,71,73,73
2018,11,5,75,50,4.1,64,75,75
2018,11,6,80,46,3.5,47,81,84
2018,11,7,75,46,3,31,74,74
2018,11,8,72,50,4.1,28,71,71
2018,11,9,73,40,2.5,24,72,72
2018,11,10,62,41,2.3,26,60,64
2018,11,11,72,40,3.2,29,71,71
2018,11,12,71,40,3,25,70,70
2018,11,13,63,42,2.3,30,62,60
2018,11,14,68,38,2.8,29,67,67
2018,11,15,67,38,2.8,29,66,66
2018,11,16,68,40,2.1,36,67,67
2018,11,17,64,40,2.2,74,64,60
2018,11,18,64,42,1.8,71,64,61
2018,11,19,67,41,2.2,53,66,66
2018,11,20,67,41,2.9,54,66,66
2018,11,21,66,52,5,89,66,66
2018,11,22,66,50,5.4,81,66,66
2018,11,23,61,55,5.2,91,61,63
2018,11,24,64,50,3.8,84,64,62
2018,11,25,65,47,2.6,70,64,60
2018,11,26,67,44,2.2,73,67,67
2018,11,27,63,47,2.8,89,63,60
2018,11,28,63,57,4.5,86,63,62
2018,11,29,60,54,9.5,82,60,63
2018,11,30,61,45,5.3,79,61,65
2018,12,1,58,44,5.9,83,58,60
2018,12,2,57,39,2.5,75,56,65
2018,12,3,60,42,3.3,67,60,63
2018,12,4,55,49,4.5,65,54,62
2018,12,5,59,48,3.6,79,58,60
2018,12,6,62,48,2.6,74,62,65
2018,12,7,64,42,1.9,75,64,61
2018,12,8,63,41,2.6,75,63,62
2018,12,9,54,42,2.2,89,54,61
2018,12,10,57,43,3.7,86,56,65
2018,12,11,60,42,3.3,82,60,62
2018,12,12,61,46,4.1,77,60,61
2018,12,13,64,40,3.6,69,64,60
2018,12,14,63,43,5.1,87,63,62
2018,12,15,66,47,2.9,85,66,66
2018,12,16,62,51,5.6,91,62,62
2018,12,17,62,48,2.7,81,62,63
2018,12,18,64,43,2.4,85,64,62
2018,12,19,59,47,2.6,88,59,65
2018,12,20,55,46,1.8,91,54,63
2018,12,21,61,50,2.7,87,61,61
2018,12,22,60,41,2.2,77,60,63
2018,12,23,62,45,2.3,70,62,62
2018,12,24,59,47,4.3,84,59,64
2018,12,25,59,46,5,83,59,63
2018,12,26,72,51,4.1,85,72,72
2018,12,27,60,44,7.4,71,60,63
2018,12,28,58,40,4.9,61,57,65
2018,12,29,61,36,2.8,65,60,60
2018,12,30,58,36,3.6,89,58,60
2018,12,31,56,41,6,75,56,60
2019,1,1,55,36,3.1,51,54,60
2019,1,2,57,33,2.2,53,56,60
2019,1,3,58,34,2.6,62,57,60
2019,1,4,62,35,3.4,75,62,64
2019,1,5,56,46,7.7,87,56,62
2019,1,6,59,43,8.2,89,59,61
2019,1,7,62,49,3.4,82,62,63
2019,1,8,61,51,5.6,90,61,65
2019,1,9,61,50,4.7,89,61,60
2019,1,10,62,43,2.3,85,62,64
2019,1,11,64,45,4.5,85,64,65
2019,1,12,64,47,3.4,86,64,60
2019,1,13,62,43,3.9,83,62,65
2019,1,14,57,48,5.9,77,56,64
2019,1,15,57,51,7.5,86,56,63
2019,1,16,61,54,10.1,88,61,62
2019,1,17,60,52,5.7,88,60,62
2019,1,18,64,50,2.1,76,64,60
2019,1,19,69,49,1.8,76,69,69
2019,1,20,65,47,6.3,89,65,65
2019,1,21,56,43,4.8,80,56,65
2019,1,22,59,41,3.5,69,58,62
2019,1,23,61,37,2.8,70,60,65
2019,1,24,64,40,2.8,81,64,64
2019,1,25,66,39,3,84,66,66
2019,1,26,65,38,3,77,65,65
2019,1,27,66,43,2.6,73,66,66
2019,1,28,65,49,1.9,82,65,65
2019,1,29,64,48,2.2,88,64,61
2019,1,30,66,51,1.9,83,66,66
2019,1,31,63,50,2.3,87,63,61
2019,2,1,59,52,7.4,87,59,61
2019,2,2,59,50,11.2,81,58,62
2019,2,3,59,48,7.4,85,59,60
2019,2,4,56,42,7.8,84,56,63
2019,2,5,50,37,4.8,74,48,60
2019,2,6,55,34,3.2,79,54,60
2019,2,7,57,35,2.8,71,56,64
2019,2,8,53,42,4.1,85,52,64
2019,2,9,56,36,5.5,81,56,65
2019,2,10,51,39,4.5,80,50,65
2019,2,11,55,35,2.2,71,54,61
2019,2,12,55,37,5.9,75,54,61
2019,2,13,63,42,10.4,88,63,63
2019,2,14,62,48,8.8,85,62,62
2019,2,15,53,42,5.3,82,52,63
2019,2,16,53,42,6.1,80,52,64
2019,2,17,53,39,5,80,52,64
2019,2,18,55,34,4.8,72,54,61
2019,2,19,56,33,3.7,76,56,62
2019,2,20,56,45,5.6,83,56,62
2019,2,21,56,40,6,75,56,65
2019,2,22,56,35,3.4,67,55,65
2019,2,23,58,33,2.6,70,58,62
2019,2,24,60,43,2.4,78,60,61
2019,2,25,57,47,6.8,86,56,61
2019,2,26,60,52,9,86,60,64
2019,2,27,64,51,6.7,87,64,63
2019,2,28,59,48,2.6,78,58,63
2019,3,1,59,44,1.9,75,58,62
2019,3,2,65,51,4.4,89,65,65
2019,3,3,63,51,3.8,89,63,62
2019,3,4,58,49,2.7,80,58,65
2019,3,5,59,50,5.2,86,59,64
2019,3,6,62,53,7.5,86,62,64
2019,3,7,55,46,4.1,83,54,61
2019,3,8,56,41,5.3,77,56,65
2019,3,9,53,41,5,86,52,60
2019,3,10,58,44,3.1,81,58,64
2019,3,11,63,40,3.3,79,63,64
2019,3,12,61,39,7.3,83,61,61
2019,3,13,61,43,5.7,70,60,63
2019,3,14,65,39,3,71,65,65
2019,3,15,68,39,2.6,67,68,68
2019,3,16,71,42,2.2,74,71,71
2019,3,17,74,44,2.1,66,74,74
2019,3,18,78,47,2.7,71,78,78
2019,3,19,72,50,3,76,72,72
2019,3,20,64,46,4.6,83,64,60
2019,3,21,63,43,2.9,76,63,62
2019,3,22,59,45,3.2,83,59,60
2019,3,23,62,46,3.7,79,62,62
2019,3,24,67,41,2.3,77,67,67
2019,3,25,68,48,4.7,87,68,68
2019,3,26,67,51,2.9,80,67,67
2019,3,27,64,49,6.3,84,64,64
2019,3,28,65,45,4.1,80,65,65
2019,3,29,64,45,3.8,79,64,63
2019,3,30,68,45,3.2,81,68,68
2019,3,31,75,44,2.6,78,76,76
2019,4,1,65,50,1.8,73,65,65
2019,4,2,67,52,4,88,68,68
2019,4,3,63,52,2.4,84,63,64
2019,4,4,62,52,3.2,82,62,64
2019,4,5,65,52,3.3,83,65,65
2019,4,6,69,52,3.5,82,69,69
2019,4,7,75,53,2,81,76,76
2019,4,8,75,56,3.9,86,76,76
2019,4,9,66,52,7.5,77,66,66
2019,4,10,69,48,5.5,76,69,69
2019,4,11,64,47,5.9,83,64,65
2019,4,12,70,47,4.5,80,70,70
2019,4,13,76,48,3,81,76,76
2019,4,14,66,48,5.2,83,66,66
2019,4,15,67,49,3.5,80,67,67
2019,4,16,66,50,4.6,81,66,66
2019,4,17,74,47,2.8,79,74,74
2019,4,18,82,50,2.1,75,88,79
