Year,Month,Day,Max Temp (F),Min Temp (F)
2011,3,5,66,45
2011,3,6,61,54
2011,3,7,58,49
2011,3,8,62,50
2011,3,9,66,45
2011,3,10,67,44
2011,3,11,60,47
2011,3,12,63,43
2011,3,13,65,49
2011,3,14,69,56
2011,3,15,70,56
2011,3,16,60,46
2011,3,17,64,41
2011,3,18,57,45
2011,3,19,53,44
2011,3,20,56,45
2011,3,21,56,43
2011,3,22,60,44
2011,3,23,57,47
2011,3,24,54,43
2011,3,25,58,43
2011,3,26,58,47
2011,3,27,62,40
2011,3,28,63,47
2011,3,29,66,43
2011,3,30,79,50
2011,3,31,81,54
2011,4,1,84,50
2011,4,2,66,50
2011,4,3,66,45
2011,4,4,78,45
2011,4,5,68,50
2011,4,6,64,46
2011,4,7,57,45
2011,4,8,59,40
2011,4,9,64,39
2011,4,10,63,41
2011,4,11,64,46
2011,4,12,64,41
2011,4,13,60,43
2011,4,14,64,43
2011,4,15,71,45
2011,4,16,71,54
2011,4,17,69,56
2011,4,18,66,56
2011,4,19,71,55
2011,4,20,69,54
2011,4,21,64,50
2011,4,22,63,46
2011,4,23,67,50
2011,4,24,66,54
2011,4,25,69,50
2011,4,26,67,49
2011,4,27,69,46
2011,4,28,65,49
2011,4,29,68,43
2011,4,30,74,50
2011,5,1,79,44
2011,5,2,76,49
2011,5,3,75,48
2011,5,4,86,52
2011,5,5,89,55
2011,5,6,70,49
2011,5,7,66,48
2011,5,8,62,50
2011,5,9,69,45
2011,5,10,75,47
2011,5,11,64,52
2011,5,12,72,51
2011,5,13,68,48
2011,5,14,62,47
2011,5,15,60,46
2011,5,16,60,48
2011,5,17,62,51
2011,5,18,68,51
2011,5,19,76,46
2011,5,20,71,52
2011,5,21,71,52
2011,5,22,69,50
2011,5,23,70,50
2011,5,24,69,46
2011,5,25,66,49
2011,5,26,68,48
2011,5,27,69,51
2011,5,28,68,50
2011,5,29,69,50
2011,5,30,66,48
2011,5,31,65,51
2011,6,1,66,50
2011,6,2,68,46
2011,6,3,67,50
2011,6,4,63,55
2011,6,5,69,56
2011,6,6,71,54
2011,6,7,73,56
2011,6,8,75,56
2011,6,9,76,54
2011,6,10,73,55
2011,6,11,68,52
2011,6,12,74,55
2011,6,13,74,54
2011,6,14,85,55
2011,6,15,86,58
2011,6,16,78,54
2011,6,17,77,53
2011,6,18,80,53
2011,6,19,86,55
2011,6,20,96,61
2011,6,21,96,65
2011,6,22,82,57
2011,6,23,79,55
2011,6,24,79,54
2011,6,25,75,53
2011,6,26,79,54
2011,6,27,73,55
2011,6,28,69,58
2011,6,29,70,55
2011,6,30,80,54
2011,7,1,88,57
2011,7,2,87,61
2011,7,3,93,62
2011,7,4,85,61
2011,7,5,92,60
2011,7,6,89,61
2011,7,7,82,59
2011,7,8,86,58
2011,7,9,77,54
2011,7,10,78,53
2011,7,11,71,55
2011,7,12,72,54
2011,7,13,74,56
2011,7,14,70,55
2011,7,15,72,54
2011,7,16,75,58
2011,7,17,72,58
2011,7,18,80,55
2011,7,19,80,61
2011,7,20,91,60
2011,7,21,84,58
2011,7,22,83,56
2011,7,23,80,55
2011,7,24,79,57
2011,7,25,75,58
2011,7,26,79,55
2011,7,27,84,55
2011,7,28,82,57
2011,7,29,80,58
2011,7,30,79,59
2011,7,31,78,61
2011,8,1,75,59
2011,8,2,78,59
2011,8,3,80,56
2011,8,4,74,59
2011,8,5,81,60
2011,8,6,81,55
2011,8,7,73,59
2011,8,8,77,58
2011,8,9,82,55
2011,8,10,82,55
2011,8,11,79,55
2011,8,12,78,55
2011,8,13,82,57
2011,8,14,82,57
2011,8,15,83,58
2011,8,16,80,57
2011,8,17,78,58
2011,8,18,79,57
2011,8,19,77,55
2011,8,20,79,57
2011,8,21,75,59
2011,8,22,77,61
2011,8,23,93,58
2011,8,24,84,62
2011,8,25,79,61
2011,8,26,82,60
2011,8,27,80,60
2011,8,28,82,59
2011,8,29,78,58
2011,8,30,80,55
2011,8,31,80,55
2011,9,1,84,55
2011,9,2,89,58
2011,9,3,78,57
2011,9,4,74,58
2011,9,5,76,58
2011,9,6,86,57
2011,9,7,93,58
2011,9,8,78,57
2011,9,9,83,57
2011,9,10,86,61
2011,9,11,80,61
2011,9,12,77,62
2011,9,13,81,60
2011,9,14,74,58
2011,9,15,77,56
2011,9,16,78,56
2011,9,17,79,53
2011,9,18,88,55
2011,9,19,93,59
2011,9,20,94,63
2011,9,21,93,60
