Year,Month,Day,DHI (w/m2),DNI (w/m2),Wind Speed (m/s),Relative Humidity (%),Pressure (mbar)
2016,1,1,16,126,0.4,91.44,990
2016,1,2,21,132,0.4,89.00,990
2016,1,3,19,3,0.3,93.96,990
2016,1,4,37,62,0.4,88.89,994
2016,1,5,29,166,0.6,80.65,1008
2016,1,6,21,256,0.6,87.83,1010
2016,1,7,23,234,0.5,88.90,1010
2016,1,8,29,164,0.4,84.68,1010
2016,1,9,36,24,0.4,85.37,1010
2016,1,10,38,90,0.4,94.94,1006
2016,1,11,33,92,0.5,93.01,985
2016,1,12,21,267,0.4,61.13,999
2016,1,13,27,106,0.6,88.27,975
2016,1,14,28,185,0.5,77.14,989
2016,1,15,22,280,0.6,76.53,996
2016,1,16,21,149,0.5,82.76,983
2016,1,17,35,10,0.4,91.19,989
2016,1,18,40,69,0.3,89.66,978
2016,1,19,38,58,0.5,86.71,971
2016,1,20,30,220,0.6,87.08,984
2016,1,21,30,206,0.5,86.46,990
2016,1,22,27,243,0.4,86.02,995
2016,1,23,29,200,0.3,86.05,1000
2016,1,24,29,193,0.4,87.43,990
2016,1,25,23,291,0.6,84.76,1003
2016,1,26,36,165,0.5,93.08,1001
2016,1,27,31,2,0.3,98.48,991
2016,1,28,23,298,0.3,77.45,999
2016,1,29,16,127,0.4,96.86,979
2016,1,30,36,1,0.5,84.65,991
2016,1,31,51,72,0.2,96.20,995
2016,2,1,46,103,0.3,100.00,988
2016,2,2,23,308,0.4,79.42,1004
2016,2,3,47,93,0.4,72.89,1012
2016,2,4,27,1,0.4,99.84,1000
2016,2,5,34,2,0.4,98.44,995
2016,2,6,25,293,0.5,76.43,1005
2016,2,7,36,154,0.5,83.95,1003
2016,2,8,36,4,0.6,75.12,995
2016,2,9,48,84,0.4,88.33,980
2016,2,10,47,71,0.4,87.60,984
2016,2,11,52,88,0.4,90.55,980
2016,2,12,38,225,0.5,85.05,995
2016,2,13,46,79,0.4,83.43,993
2016,2,14,51,160,0.5,85.21,995
2016,2,15,29,335,0.6,83.54,1016
2016,2,16,45,82,0.5,94.19,1010
2016,2,17,58,94,0.4,98.53,991
2016,2,18,39,288,0.3,79.80,1005
2016,2,19,29,338,0.4,65.13,1010
2016,2,20,50,46,0.5,85.75,1004
2016,2,21,51,17,0.3,100.00,990
2016,2,22,41,237,0.4,72.98,999
2016,2,23,30,336,0.3,56.40,1017
2016,2,24,41,6,0.4,91.49,1010
2016,2,25,25,180,0.5,99.98,983
2016,2,26,41,3,0.5,89.18,979
2016,2,27,28,363,0.5,62.70,995
2016,2,28,58,120,0.4,87.81,992
2016,3,1,41,279,0.5,77.78,995
2016,3,2,45,42,0.6,84.95,992
2016,3,3,40,283,0.8,64.36,994
2016,3,4,36,321,0.4,58.22,1010
2016,3,5,73,27,0.8,80.70,996
2016,3,6,42,343,0.5,73.51,1008
2016,3,7,48,301,0.5,82.60,1005
2016,3,8,52,309,0.4,82.90,1001
2016,3,9,48,8,0.4,87.93,1002
2016,3,10,84,23,0.3,91.27,997
2016,3,11,72,26,0.5,84.36,997
2016,3,12,79,170,0.4,83.14,999
2016,3,13,63,209,0.6,80.98,990
2016,3,14,40,384,0.4,62.29,1010
2016,3,15,77,154,0.4,81.41,1007
2016,3,16,87,107,0.3,99.44,995
2016,3,17,82,67,0.2,94.67,990
2016,3,18,54,7,0.3,95.67,984
2016,3,19,57,290,0.5,63.43,993
2016,3,20,39,420,0.4,57.52,1000
2016,3,21,54,134,0.5,88.59,985
2016,3,22,55,343,0.8,73.99,991
2016,3,23,76,53,0.4,92.33,997
2016,3,24,88,24,0.4,64.12,1009
2016,3,25,88,17,0.4,91.11,997
2016,3,26,89,157,0.5,82.33,1005
2016,3,27,73,277,0.2,75.61,1010
2016,3,28,93,92,0.3,96.60,995
2016,3,29,100,141,0.7,89.36,973
2016,3,30,41,401,0.4,70.38,999
2016,3,31,86,142,0.4,92.06,1000
2016,4,1,61,4,0.5,99.24,987
2016,4,2,48,2,0.2,97.04,981
2016,4,3,65,41,0.4,87.40,971
2016,4,4,61,351,0.6,52.63,998
2016,4,5,53,347,0.5,63.51,1000
2016,4,6,42,428,0.5,60.37,1008
2016,4,7,104,115,0.6,88.16,1004
2016,4,8,73,31,0.5,98.96,990
2016,4,9,84,238,0.2,90.22,990
2016,4,10,83,257,0.6,83.50,995
2016,4,11,73,271,0.4,82.37,1010
2016,4,12,110,67,0.5,99.34,1009
2016,4,13,106,171,0.3,89.34,1008
2016,4,14,113,119,0.5,80.91,1010
2016,4,15,78,3,0.7,89.92,1010
2016,4,16,117,24,0.6,86.96,1011
2016,4,17,67,339,0.2,78.47,1010
2016,4,18,104,196,0.3,77.75,1002
2016,4,19,92,281,0.2,73.41,1000
2016,4,20,59,343,0.5,73.82,1000
2016,4,21,54,309,0.4,78.86,993
2016,4,22,43,432,0.3,79.48,990
2016,4,23,88,47,0.3,87.68,990
2016,4,24,76,192,0.5,77.46,992
2016,4,25,61,407,0.4,74.27,998
2016,4,26,115,151,0.2,77.71,993
2016,4,27,52,431,0.3,75.74,990
2016,4,28,97,244,0.5,73.10,996
2016,4,29,42,480,0.3,66.27,1000
2016,4,30,47,451,0.2,72.50,1007
2016,5,1,55,431,0.3,71.91,1010
2016,5,2,132,99,0.3,77.77,1005
2016,5,3,115,22,0.3,96.34,990
2016,5,4,142,51,0.3,85.84,998
2016,5,5,103,6,0.3,97.68,991
2016,5,6,143,38,0.2,97.37,993
2016,5,7,131,103,0.2,92.75,997
2016,5,8,117,166,0.2,95.36,987
2016,5,9,76,302,0.6,75.32,989
2016,5,10,76,377,0.4,80.10,999
2016,5,11,97,325,0.4,77.09,1000
2016,5,12,68,322,0.4,78.97,1000
2016,5,13,110,287,0.3,77.01,1000
2016,5,14,90,90,0.2,97.57,986
2016,5,15,108,101,0.3,93.79,985
2016,5,16,134,75,0.6,83.28,984
