Year,Month,Day,Max Temp (F),Min Temp (F),Average Wind Speed (mph)
2019,12,8,56,34,8.72
2019,12,9,38,20,8.05
2019,12,10,40,16,6.49
2019,12,11,51,24,9.62
2019,12,12,52,28,10.96
2019,12,13,47,24,12.08
2019,12,14,37,21,8.72
2019,12,15,31,17,4.25
2019,12,16,32,16,8.28
2019,12,17,42,15,11.63
2019,12,18,57,27,11.18
2019,12,19,44,20,6.71
2019,12,20,54,17,9.84
2019,12,21,65,29,11.18
2019,12,22,67,36,11.41
2019,12,23,62,37,7.38
2019,12,24,51,33,5.82
2019,12,25,54,23,8.05
2019,12,26,39,17,7.38
2019,12,27,35,20,4.7
2019,12,28,29,20,19.24
2019,12,29,30,3,9.4
2019,12,30,31,3,11.41
2019,12,31,44,18,12.08
