Year,Month,Day,Max Temp (F),Min Temp (F),Average Wind Speed (mph)
2015,1,1,26,5,8.05
2015,1,2,35,11,9.84
2015,1,3,35,-5,12.3
2015,1,4,36,-10,6.71
2015,1,5,56,-5,15.43
2015,1,6,49,20,9.17
2015,1,7,39,14,7.61
2015,1,8,49,19,13.2
2015,1,9,29,15,5.37
2015,1,10,56,22,8.95
2015,1,11,40,27,8.05
2015,1,12,28,22,8.5
2015,1,13,32,22,6.49
2015,1,14,41,19,5.82
2015,1,15,55,23,11.18
2015,1,16,60,30,12.75
2015,1,17,54,35,17.45
2015,1,18,63,37,10.74
2015,1,19,58,31,9.62
2015,1,20,43,26,5.82
2015,1,21,30,16,6.93
2015,1,22,36,6,10.51
2015,1,23,46,16,9.84
2015,1,24,53,30,13.42
2015,1,25,61,26,8.72
2015,1,26,71,35,10.74
2015,1,27,75,42,12.3
2015,1,28,61,32,14.76
2015,1,29,47,31,9.17
2015,1,30,47,30,6.04
2015,1,31,38,29,5.59
2015,2,1,29,8,9.4
2015,2,2,52,17,9.4
2015,2,3,62,33,9.62
2015,2,4,47,22,10.96
2015,2,5,63,23,10.96
2015,2,6,70,46,12.08
2015,2,7,74,41,13.65
2015,2,8,67,33,11.63
2015,2,9,70,31,8.95
2015,2,10,59,32,8.5
2015,2,11,48,30,6.49
2015,2,12,62,28,10.51
2015,2,13,62,31,9.62
2015,2,14,70,30,7.38
2015,2,15,35,26,8.95
2015,2,16,31,22,7.83
2015,2,17,34,17,9.4
2015,2,18,47,14,9.17
2015,2,19,63,22,8.72
2015,2,20,52,29,9.4
2015,2,21,33,14,10.74
2015,2,22,15,8,8.95
2015,2,23,21,6,5.37
2015,2,24,38,12,10.07
2015,2,25,40,16,12.08
2015,2,26,17,4,10.96
2015,2,27,21,-6,8.72
2015,2,28,22,0,4.47
2015,3,1,26,6,5.14
2015,3,2,35,12,6.49
2015,3,3,39,14,11.41
2015,3,4,16,3,9.17
2015,3,5,38,2,9.62
2015,3,6,49,19,8.5
2015,3,7,52,26,10.51
2015,3,8,52,32,8.05
2015,3,9,59,32,6.93
2015,3,10,62,34,8.95
2015,3,11,68,33,9.17
2015,3,12,64,42,10.29
2015,3,13,60,41,8.5
2015,3,14,69,30,11.41
2015,3,15,79,47,13.87
2015,3,16,81,39,13.87
2015,3,17,61,35,14.76
2015,3,18,67,38,6.71
2015,3,19,48,34,8.05
2015,3,20,64,35,8.5
2015,3,21,70,35,10.96
2015,3,22,71,43,10.51
2015,3,23,69,41,14.32
2015,3,24,60,41,13.87
2015,3,25,46,30,10.74
2015,3,26,60,31,8.5
2015,3,27,69,39,7.61
2015,3,28,79,46,13.87
2015,3,29,62,35,11.18
2015,3,30,73,34,7.16
2015,3,31,77,38,9.17
2015,4,1,73,35,11.18
2015,4,2,45,29,12.75
2015,4,3,47,27,7.61
2015,4,4,63,28,9.62
2015,4,5,74,31,9.17
2015,4,6,73,38,12.08
2015,4,7,64,39,10.51
2015,4,8,68,37,12.3
2015,4,9,51,33,12.75
2015,4,10,64,32,8.5
2015,4,11,72,35,10.07
2015,4,12,68,33,17
2015,4,13,70,28,10.74
2015,4,14,75,40,15.21
2015,4,15,69,35,15.43
2015,4,16,36,33,13.65
2015,4,17,51,33,9.84
2015,4,18,53,34,9.17
2015,4,19,51,34,15.21
2015,4,20,54,29,6.26
2015,4,21,66,36,8.05
2015,4,22,69,37,10.51
2015,4,23,69,43,8.5
2015,4,24,67,35,8.5
2015,4,25,68,39,10.07
2015,4,26,47,39,14.76
2015,4,27,46,37,5.82
2015,4,28,60,40,6.93
2015,4,29,72,40,8.72
2015,4,30,79,50,10.51
2015,5,1,64,47,6.71
2015,5,2,76,47,10.29
2015,5,3,74,49,11.63
2015,5,4,60,48,8.5
2015,5,5,56,47,11.41
2015,5,6,65,47,7.61
2015,5,7,61,43,8.05
2015,5,8,51,47,12.97
2015,5,9,51,27,14.99
2015,5,10,43,27,9.62
2015,5,11,55,30,6.93
2015,5,12,73,37,8.95
2015,5,13,62,47,11.41
2015,5,14,74,41,10.74
2015,5,15,68,43,7.16
2015,5,16,64,44,8.95
2015,5,17,66,43,8.28
2015,5,18,57,42,8.95
2015,5,19,49,37,15.21
2015,5,20,44,35,8.05
2015,5,21,55,40,8.28
2015,5,22,58,46,8.28
2015,5,23,64,43,6.04
2015,5,24,61,40,7.83
2015,5,25,67,42,7.38
2015,5,26,71,46,8.05
2015,5,27,76,50,8.5
2015,5,28,73,50,8.05
2015,5,29,67,47,9.4
2015,5,30,72,40,8.5
2015,5,31,85,53,10.96
2015,6,1,85,52,12.08
2015,6,2,86,53,9.4
2015,6,3,74,51,8.95
2015,6,4,82,52,9.84
2015,6,5,70,55,7.61
2015,6,6,76,52,7.16
2015,6,7,77,52,7.61
2015,6,8,80,53,7.38
2015,6,9,85,59,10.74
