Year,Month,Day,DHI (w/m2),DNI (w/m2),Wind Speed (m/s),Relative Humidity (%),Pressure (mbar)
2016,1,1,22,308,3,41.61,947
2016,1,2,41,178,2,56.87,943
2016,1,3,56,50,2.7,53.14,940
2016,1,4,27,2,1.5,64.63,939
2016,1,5,34,7,2.6,94.19,935
2016,1,6,42,182,3.8,86.24,931
2016,1,7,43,159,2.1,84.89,930
2016,1,8,23,295,2.2,63.29,938
2016,1,9,25,293,0.9,56.37,941
2016,1,10,54,123,1,74.49,945
2016,1,11,23,328,2.2,49.54,950
2016,1,12,20,348,2.1,37.98,950
2016,1,13,48,100,1.3,44.28,943
2016,1,14,42,228,1.3,54.41,940
2016,1,15,23,263,2.9,58.08,938
2016,1,16,59,51,0.6,56.43,944
2016,1,17,35,235,1.1,62.05,947
2016,1,18,34,246,2.6,62.8,940
2016,1,19,34,183,1.2,81.48,944
2016,1,20,34,268,1.1,69.79,949
2016,1,21,48,213,2.2,41.87,950
2016,1,22,53,189,1.2,40.62,945
2016,1,23,66,78,1.3,57.09,940
2016,1,24,25,323,2.1,60.06,940
2016,1,25,25,330,2.6,49.06,945
2016,1,26,24,344,2.8,40.13,950
2016,1,27,26,330,1.8,39.78,950
2016,1,28,25,333,1.2,36.47,945
2016,1,29,31,281,1.2,40.83,940
2016,1,30,35,277,4.3,68.39,933
2016,1,31,30,19,5.4,81.54,925
2016,2,1,65,151,5.1,53.27,933
2016,2,2,26,345,1.6,44.62,943
2016,2,3,28,341,1.6,37.47,950
2016,2,4,30,322,1.8,42.24,950
2016,2,5,29,333,2.7,50.09,951
2016,2,6,27,341,2.3,49.25,950
2016,2,7,29,335,3.7,43.41,950
2016,2,8,26,356,4.3,46.17,950
2016,2,9,28,349,2.9,41.46,950
2016,2,10,31,339,1.7,37.1,950
2016,2,11,29,350,1.7,31.97,950
2016,2,12,29,357,1.5,29.64,948
2016,2,13,49,278,1.8,32.67,943
2016,2,14,69,140,3,41.7,943
2016,2,15,42,304,2.9,51.12,945
2016,2,16,28,363,1.9,38.99,940
2016,2,17,45,267,3,36.77,935
2016,2,18,32,284,4.1,56.35,937
2016,2,19,30,351,1.7,38.49,940
2016,2,20,32,348,1.6,36.87,940
2016,2,21,32,349,1.8,35.43,940
2016,2,22,29,373,3.7,35.49,940
2016,2,23,46,312,3.2,35.23,945
2016,2,24,37,344,1.8,34.54,947
2016,2,25,33,355,1.9,30.99,943
2016,2,26,37,331,1.6,31.96,943
2016,2,27,39,340,0.9,28.8,940
2016,2,28,54,275,1.6,31.5,940
2016,3,1,67,235,1.6,31.55,941
2016,3,2,46,307,1.5,31.8,940
2016,3,3,63,255,1.8,25.27,940
2016,3,4,49,304,1.4,28.19,940
2016,3,5,83,95,4.3,56.99,940
2016,3,6,69,187,4.8,60.9,932
2016,3,7,84,199,2.6,55.74,930
2016,3,8,43,347,2.3,41.54,938
2016,3,9,45,329,1.8,33.68,940
2016,3,10,34,390,1.6,32.03,940
2016,3,11,91,148,5,40.27,935
2016,3,12,48,351,2.6,50.98,939
2016,3,13,87,219,4.1,55.1,940
2016,3,14,86,233,2.2,55.25,940
2016,3,15,54,323,1.7,27.33,940
2016,3,16,40,389,2.1,28.72,940
2016,3,17,45,371,1.4,25.61,940
2016,3,18,43,379,1.5,23.26,940
2016,3,19,66,303,1.5,23.94,940
2016,3,20,58,303,2.4,24.21,940
2016,3,21,93,30,6.1,34.63,940
2016,3,22,50,381,5.8,37.73,938
2016,3,23,35,426,3,28.36,945
2016,3,24,67,320,1.5,24.84,942
2016,3,25,43,397,2.1,25.39,935
2016,3,26,42,411,3.5,23.66,939
2016,3,27,103,126,1.6,26.84,940
2016,3,28,63,228,7.2,45.62,930
2016,3,29,73,208,3.7,37.35,930
2016,3,30,103,182,1.2,34.09,938
2016,3,31,47,383,2.2,34.17,940
2016,4,1,39,416,2.4,32.79,941
2016,4,2,40,414,1.3,24.95,945
2016,4,3,43,411,1.5,19.7,940
2016,4,4,59,355,1.5,23.38,940
2016,4,5,47,402,2.8,22.25,944
2016,4,6,63,364,3.8,19.66,946
2016,4,7,127,140,2.5,23.17,940
2016,4,8,118,66,2.4,71.96,940
2016,4,9,112,116,2.2,82.99,940
2016,4,10,117,194,1.2,80.93,940
2016,4,11,98,145,1.1,72.6,940
