Year,Month,Day,Max Temp (F),Min Temp (F)
2018,6,20,105,79
2018,6,21,112,78
2018,6,22,108,86
2018,6,23,110,78
2018,6,24,104,80
2018,6,25,108,80
2018,6,26,109,80
2018,6,27,108,77
2018,6,28,105,82
2018,6,29,101,74
2018,6,30,102,77
2018,7,1,105,78
2018,7,2,108,80
2018,7,3,106,77
2018,7,4,104,78
2018,7,5,106,78
2018,7,6,111,82
2018,7,7,107,90
2018,7,8,109,85
2018,7,9,107,74
2018,7,10,98,74
2018,7,11,99,83
2018,7,12,95,82
2018,7,13,98,81
2018,7,14,104,79
2018,7,15,103,79
2018,7,16,108,86
2018,7,17,109,87
2018,7,18,106,88
2018,7,19,107,76
2018,7,20,103,71
2018,7,21,99,83
2018,7,22,103,78
2018,7,23,110,86
2018,7,24,110,91
2018,7,25,113,87
2018,7,26,113,90
2018,7,27,113,87
2018,7,28,112,86
2018,7,29,106,87
2018,7,30,107,85
2018,7,31,106,86
2018,8,1,109,88
2018,8,2,108,85
2018,8,3,104,80
2018,8,4,109,82
2018,8,5,108,79
2018,8,6,108,78
2018,8,7,110,80
2018,8,8,106,83
2018,8,9,107,84
2018,8,10,106,85
2018,8,11,107,76
2018,8,12,102,77
2018,8,13,107,80
2018,8,14,106,83
2018,8,15,103,84
2018,8,16,98,81
2018,8,17,103,81
2018,8,18,106,85
2018,8,19,109,87
2018,8,20,108,84
2018,8,21,105,85
2018,8,22,100,86
2018,8,23,103,82
2018,8,24,102,79
2018,8,25,102,74
2018,8,26,103,82
2018,8,27,102,75
2018,8,28,99,75
2018,8,29,100,72
2018,8,30,101,76
2018,8,31,100,75
2018,9,1,99,70
2018,9,2,99,74
2018,9,3,98,76
2018,9,4,95,73
2018,9,5,97,75
2018,9,6,100,75
2018,9,7,104,77
2018,9,8,107,78
2018,9,9,105,76
2018,9,10,103,73
2018,9,11,102,71
2018,9,12,99,75
2018,9,13,96,76
2018,9,14,99,68
2018,9,15,101,71
2018,9,16,100,74
2018,9,17,100,72
2018,9,18,99,68
2018,9,19,99,65
2018,9,20,94,69
2018,9,21,96,69
2018,9,22,98,70
2018,9,23,99,63
2018,9,24,98,71
2018,9,25,95,74
2018,9,26,95,70
2018,9,27,98,66
2018,9,28,98,67
2018,9,29,96,73
2018,9,30,95,75
2018,10,1,89,73
2018,10,2,84,74
2018,10,3,88,65
2018,10,4,81,63
2018,10,5,83,65
2018,10,6,74,64
2018,10,7,69,59
2018,10,8,76,61
2018,10,9,80,56
2018,10,10,78,60
2018,10,11,78,57
2018,10,12,79,62
2018,10,13,80,62
2018,10,14,73,55
2018,10,15,69,51
2018,10,16,71,52
2018,10,17,72,50
2018,10,18,75,50
2018,10,19,81,53
2018,10,20,81,58
2018,10,21,76,58
2018,10,22,75,56
2018,10,23,80,56
2018,10,24,81,59
2018,10,25,82,57
2018,10,26,82,56
2018,10,27,83,55
2018,10,28,81,54
2018,10,29,85,60
2018,10,30,73,58
2018,10,31,69,54
2018,11,1,78,54
2018,11,2,78,56
2018,11,3,80,58
2018,11,4,72,56
2018,11,5,77,52
2018,11,6,76,53
2018,11,7,73,48
2018,11,8,65,51
2018,11,9,67,44
2018,11,10,65,39
2018,11,11,61,43
2018,11,12,60,36
2018,11,13,62,35
2018,11,14,68,43
2018,11,15,69,42
2018,11,16,66,43
2018,11,17,67,40
2018,11,18,65,42
2018,11,19,63,39
2018,11,20,66,42
2018,11,21,65,41
2018,11,22,69,48
2018,11,23,62,42
2018,11,24,66,42
2018,11,25,59,41
2018,11,26,61,43
2018,11,27,61,40
2018,11,28,64,40
2018,11,29,60,50
2018,11,30,62,42
2018,12,1,60,39
2018,12,2,55,38
2018,12,3,52,36
2018,12,4,54,35
2018,12,5,50,39
2018,12,6,53,45
2018,12,7,56,44
2018,12,8,61,42
2018,12,9,60,40
2018,12,10,61,42
2018,12,11,64,46
2018,12,12,68,41
2018,12,13,57,39
2018,12,14,55,36
2018,12,15,61,39
2018,12,16,63,36
2018,12,17,59,42
2018,12,18,60,39
2018,12,19,65,41
2018,12,20,62,39
2018,12,21,62,44
2018,12,22,63,40
2018,12,23,60,41
2018,12,24,59,38
2018,12,25,57,40
2018,12,26,55,42
2018,12,27,54,35
2018,12,28,49,39
2018,12,29,51,34
2018,12,30,53,33
2018,12,31,50,37
2019,1,1,46,31
2019,1,2,48,26
2019,1,3,50,28
2019,1,4,54,30
2019,1,5,49,34
2019,1,6,53,40
2019,1,7,52,46
2019,1,8,58,43
2019,1,9,61,42
2019,1,10,62,38
2019,1,11,59,40
2019,1,12,57,38
2019,1,13,56,35
2019,1,14,55,41
2019,1,15,48,45
2019,1,16,58,45
2019,1,17,63,49
2019,1,18,60,44
2019,1,19,61,42
2019,1,20,58,40
2019,1,21,59,44
2019,1,22,52,41
2019,1,23,54,34
2019,1,24,62,36
2019,1,25,61,41
2019,1,26,65,48
2019,1,27,65,44
2019,1,28,69,45
2019,1,29,63,49
2019,1,30,63,44
2019,1,31,61,40
2019,2,1,65,41
2019,2,2,57,51
2019,2,3,60,47
2019,2,4,58,47
2019,2,5,53,37
2019,2,6,48,36
2019,2,7,47,31
2019,2,8,50,30
2019,2,9,56,32
2019,2,10,58,36
2019,2,11,50,32
2019,2,12,52,30
2019,2,13,56,40
2019,2,14,57,45
2019,2,15,59,37
2019,2,16,54,41
2019,2,17,49,34
2019,2,18,48,37
2019,2,19,46,34
2019,2,20,47,30
2019,2,21,41,33
2019,2,22,50,36
2019,2,23,51,30
2019,2,24,55,33
2019,2,25,58,36
2019,2,26,67,42
2019,2,27,72,43
2019,2,28,74,52
2019,3,1,73,53
2019,3,2,70,54
2019,3,3,69,48
2019,3,4,67,48
2019,3,5,70,52
2019,3,6,61,54
2019,3,7,67,52
2019,3,8,58,45
2019,3,9,59,38
2019,3,10,58,47
2019,3,11,65,46
2019,3,12,64,47
2019,3,13,57,46
2019,3,14,60,43
2019,3,15,66,44
2019,3,16,71,50
2019,3,17,74,46
2019,3,18,77,48
2019,3,19,76,51
2019,3,20,67,53
2019,3,21,63,48
2019,3,22,68,47
2019,3,23,72,50
2019,3,24,72,53
2019,3,25,74,48
2019,3,26,80,51
2019,3,27,79,52
2019,3,28,75,57
2019,3,29,72,51
2019,3,30,70,50
2019,3,31,72,54
2019,4,1,74,51
2019,4,2,79,
2019,4,3,75,55
2019,4,4,76,58
2019,4,5,76,60
2019,4,6,78,57
2019,4,7,84,58
2019,4,8,86,62
2019,4,9,84,58
2019,4,10,71,53
2019,4,11,70,54
2019,4,12,66,53
2019,4,13,74,50
2019,4,14,82,52
2019,4,15,80,65
2019,4,16,68,51
2019,4,17,79,52
2019,4,18,85,56
2019,4,19,89,59
2019,4,20,89,63
2019,4,21,79,60
2019,4,22,80,61
2019,4,23,87,67
2019,4,24,91,65
2019,4,25,95,67
2019,4,26,96,70
2019,4,27,94,68
2019,4,28,92,66
2019,4,29,79,55
2019,4,30,77,55
2019,5,1,74,58
2019,5,2,80,55
2019,5,3,84,59
2019,5,4,90,60
2019,5,5,90,62
2019,5,6,82,62
2019,5,7,85,60
2019,5,8,87,63
2019,5,9,75,56
2019,5,10,74,56
2019,5,11,83,62
2019,5,12,87,65
2019,5,13,92,66
2019,5,14,93,68
2019,5,15,91,69
2019,5,16,77,59
2019,5,17,73,55
2019,5,18,81,56
2019,5,19,73,58
2019,5,20,73,53
2019,5,21,75,55
2019,5,22,65,53
2019,5,23,70,53
2019,5,24,77,58
2019,5,25,84,58
2019,5,26,75,57
2019,5,27,73,53
2019,5,28,80,59
2019,5,29,83,62
2019,5,30,87,64
2019,5,31,91,67
2019,6,1,90,70
2019,6,2,90,69
2019,6,3,92,71
2019,6,4,98,75
2019,6,5,101,77
2019,6,6,103,78
2019,6,7,97,78
2019,6,8,90,74
2019,6,9,91,70
2019,6,10,97,74
2019,6,11,102,75
2019,6,12,105,78
2019,6,13,105,78
2019,6,14,96,79
2019,6,15,102,76
2019,6,16,101,79
2019,6,17,98,75
2019,6,18,100,77
2019,6,19,105,76
2019,6,20,103,80
2019,6,21,95,77
2019,6,22,89,72
2019,6,23,94,67
2019,6,24,101,69
2019,6,25,100,75
2019,6,26,99,73
2019,6,27,99,76
2019,6,28,101,74
2019,6,29,100,74
2019,6,30,100,81
2019,7,1,104,73
2019,7,2,103,73
2019,7,3,100,75
2019,7,4,100,76
2019,7,5,101,72
2019,7,6,103,73
2019,7,7,101,76
2019,7,8,99,77
2019,7,9,101,74
2019,7,10,105,73
2019,7,11,109,80
2019,7,12,107,86
2019,7,13,109,81
2019,7,14,110,83
2019,7,15,109,80
2019,7,16,108,76
2019,7,17,105,83
2019,7,18,106,76
2019,7,19,104,77
2019,7,20,104,76
2019,7,21,107,76
2019,7,22,108,81
2019,7,23,103,91
2019,7,24,100,88
2019,7,25,98,85
2019,7,26,106,84
2019,7,27,107,85
2019,7,28,109,87
2019,7,29,112,83
2019,7,30,108,81
2019,7,31,95,82
2019,8,1,103,79
2019,8,2,107,80
2019,8,3,109,85
2019,8,4,110,84
2019,8,5,111,82
2019,8,6,108,86
2019,8,7,105,81
2019,8,8,100,77
2019,8,9,103,79
2019,8,10,101,73
2019,8,11,99,73
2019,8,12,102,72
2019,8,13,104,76
2019,8,14,108,78
2019,8,15,109,80
2019,8,16,108,76
2019,8,17,106,77
2019,8,18,104,74
2019,8,19,103,73
2019,8,20,104,73
2019,8,21,108,78
2019,8,22,106,75
2019,8,23,104,76
2019,8,24,104,77
2019,8,25,106,78
2019,8,26,107,80
2019,8,27,107,82
2019,8,28,110,83
2019,8,29,107,83
2019,8,30,108,80
2019,8,31,108,78
2019,9,1,109,75
2019,9,2,100,82
2019,9,3,105,81
2019,9,4,107,81
2019,9,5,103,86
2019,9,6,105,82
2019,9,7,104,80
2019,9,8,96,76
2019,9,9,97,70
2019,9,10,92,74
2019,9,11,90,67
2019,9,12,92,68
2019,9,13,97,68
2019,9,14,100,69
2019,9,15,100,70
2019,9,16,97,79
2019,9,17,88,72
2019,9,18,93,63
2019,9,19,88,71
2019,9,20,83,65
2019,9,21,85,62
2019,9,22,88,61
2019,9,23,89,66
2019,9,24,93,63
2019,9,25,94,67
2019,9,26,87,72
2019,9,27,90,68
2019,9,28,87,66
2019,9,29,75,61
2019,9,30,78,53
2019,10,1,79,52
2019,10,2,78,58
2019,10,3,84,52
2019,10,4,85,67
2019,10,5,84,58
2019,10,6,85,58
2019,10,7,87,61
2019,10,8,89,59
2019,10,9,89,62
2019,10,10,68,52
2019,10,11,72,49
2019,10,12,76,49
2019,10,13,80,47
2019,10,14,80,53
2019,10,15,84,56
2019,10,16,86,55
2019,10,17,85,61
2019,10,18,77,56
2019,10,19,77,51
2019,10,20,73,55
2019,10,21,78,52
2019,10,22,82,56
2019,10,23,84,61
2019,10,24,74,57
2019,10,25,77,50
2019,10,26,81,53
2019,10,27,68,50
2019,10,28,58,42
2019,10,29,63,39
2019,10,30,53,35
2019,10,31,61,34
2019,11,1,69,37
2019,11,2,74,44
2019,11,3,75,46
2019,11,4,76,45
2019,11,5,78,47
2019,11,6,78,49
2019,11,7,78,49
2019,11,8,79,49
2019,11,9,78,49
2019,11,10,76,47
2019,11,11,79,51
2019,11,12,73,48
2019,11,13,74,50
2019,11,14,72,50
2019,11,15,75,54
2019,11,16,78,53
2019,11,17,76,56
2019,11,18,76,51
2019,11,19,77,48
2019,11,20,61,45
2019,11,21,51,44
2019,11,22,58,40
2019,11,23,60,42
2019,11,24,62,44
2019,11,25,64,37
2019,11,26,50,41
2019,11,27,57,42
2019,11,28,50,36
2019,11,29,48,36
2019,11,30,49,32
2019,12,1,50,40
2019,12,2,56,37
2019,12,3,57,43
2019,12,4,52,48
2019,12,5,61,50
2019,12,6,60,45
2019,12,7,59,49
2019,12,8,62,51
2019,12,9,63,49
2019,12,10,57,41
2019,12,11,59,41
2019,12,12,59,42
2019,12,13,60,40
2019,12,14,62,42
2019,12,15,57,44
2019,12,16,52,37
2019,12,17,50,30
2019,12,18,50,37
2019,12,19,58,36
2019,12,20,57,35
2019,12,21,57,39
2019,12,22,55,41
2019,12,23,55,44
2019,12,24,,
2019,12,25,,
2019,12,26,47,42
2019,12,27,53,43
2019,12,28,50,38
2019,12,29,47,31
2019,12,30,55,35
2019,12,31,57,40
