Year,Month,Day,DHI (w/m2),DNI (w/m2),Wind Speed (m/s),Relative Humidity (%),Pressure (mbar)
2018,1,1,43,156,1.7,22.4,949
2018,1,2,54,26,2.8,23.86,950
2018,1,3,33,224,2.2,13.16,948
2018,1,4,40,203,1.1,13.98,948
2018,1,5,22,260,1.1,30.44,949
2018,1,6,48,61,1.8,44.66,945
2018,1,7,24,273,1.9,43.25,947
2018,1,8,30,5,1.3,42.72,943
2018,1,9,16,1,1.8,82.67,936
2018,1,10,25,275,1.8,69.28,941
2018,1,11,26,274,1.1,47.77,949
2018,1,12,22,308,1.9,46.8,951
2018,1,13,27,288,2.9,39.48,953
2018,1,14,34,231,2.6,40.27,951
2018,1,15,32,259,1.6,38.83,947
2018,1,16,41,94,2.3,41.54,949
2018,1,17,42,165,1.7,35.15,950
2018,1,18,57,131,1.5,42.75,946
2018,1,19,51,114,3,48.24,939
2018,1,20,59,96,3,48.14,939
2018,1,21,22,334,2.1,33.52,949
2018,1,22,24,311,1.6,34.52,950
2018,1,23,25,326,2.2,39.07,950
2018,1,24,24,336,1.5,32.39,948
2018,1,25,42,229,4.4,37.54,940
2018,1,26,23,328,2.2,33.55,948
2018,1,27,33,281,2.2,30.61,952
2018,1,28,24,334,3.2,39.51,954
2018,1,29,42,226,2.9,37.1,953
2018,1,30,33,264,1.3,30.58,947
2018,1,31,36,252,1.2,29.28,944
2018,2,1,68,117,1.1,28.68,946
2018,2,2,28,311,1.6,34.77,948
2018,2,3,29,307,2.5,38.16,947
2018,2,4,37,277,2,38,946
2018,2,5,27,326,1.6,32.9,942
2018,2,6,25,353,3.1,32.09,945
2018,2,7,28,337,2.4,31.4,952
2018,2,8,27,334,2.4,30.98,949
2018,2,9,33,284,1.3,30.25,942
2018,2,10,47,194,3.6,25.57,938
2018,2,11,32,321,3.2,27.27,940
2018,2,12,42,285,3.7,54.32,935
2018,2,13,56,239,1.7,59.75,947
2018,2,14,52,77,1.9,51.75,945
2018,2,15,38,292,2.6,43.23,947
2018,2,16,42,285,2.2,25.21,949
2018,2,17,29,367,1.6,28.47,946
2018,2,18,32,350,6.5,32.96,934
2018,2,19,60,200,5.1,34.02,933
2018,2,20,28,388,1.5,26.34,944
2018,2,21,71,170,1.1,27.09,945
2018,2,22,58,236,4.7,32.24,943
2018,2,23,70,169,3.1,42.65,944
2018,2,24,44,290,1.8,28.86,947
2018,2,25,32,378,1.8,31.88,948
2018,2,26,36,356,2.7,27.66,939
2018,2,27,67,24,1.6,48.86,938
2018,2,28,38,351,1.5,45.11,944
2018,3,1,49,210,3.8,40.11,943
2018,3,2,34,375,4.8,51.8,940
2018,3,3,73,152,5,60.79,939
2018,3,4,32,390,2.8,36.92,944
2018,3,5,31,411,2.9,24.87,949
2018,3,6,38,354,3.1,21.1,948
2018,3,7,74,34,2.2,20.35,946
2018,3,8,77,221,1.2,20.11,943
2018,3,9,45,327,1.5,26.35,940
2018,3,10,73,10,1.5,57.83,940
2018,3,11,81,190,1.5,63.88,945
2018,3,12,55,287,1.3,48.41,946
2018,3,13,67,205,1.9,48.33,942
2018,3,14,58,285,5.5,51.87,937
2018,3,15,62,239,4.2,45.11,937
2018,3,16,50,362,3.7,38.1,938
2018,3,17,98,165,4.2,46.18,938
2018,3,18,40,377,2.1,32,943
2018,3,19,41,390,1.6,24.28,946
2018,3,20,89,118,1.1,29.26,944
2018,3,21,96,93,2.6,52.87,942
2018,3,22,79,35,4,57.85,942
2018,3,23,40,408,2.8,47.25,942
2018,3,24,73,265,5.2,31.59,938
2018,3,25,48,379,4,36.45,937
2018,3,26,51,363,4.6,23.89,942
2018,3,27,45,408,4.5,24.63,946
2018,3,28,42,394,2.5,30.72,945
2018,3,29,64,342,2.1,27,945
2018,3,30,47,394,1.6,23.27,946
2018,3,31,94,224,1.9,23.44,942
2018,4,1,102,234,1.9,24.12,938
2018,4,2,79,289,2.7,26.05,934
2018,4,3,55,382,3.3,15.58,942
2018,4,4,96,219,1.2,19.89,943
2018,4,5,94,269,1.9,22.3,940
2018,4,6,99,201,2.7,28.17,936
2018,4,7,81,236,5.9,40.67,935
2018,4,8,52,407,2.8,18.1,941
2018,4,9,59,359,3,17.67,947
2018,4,10,76,302,2.2,16.47,944
2018,4,11,79,313,6.1,19.68,937
2018,4,12,51,416,6.5,18.21,938
2018,4,13,62,394,3.8,19.06,950
2018,4,14,52,413,1.7,17.96,950
2018,4,15,121,87,2.9,13.75,941
