Year,Month,Day,Max Temp (F),Min Temp (F),Wind Speed (m/s),Relative Humidity (%)
2019,11,29,48,36,3.9,67
2019,11,30,49,32,1.2,58
2019,12,1,50,40,1.6,48
2019,12,2,56,37,1.5,48
2019,12,3,57,43,1.5,59
2019,12,4,52,48,1.7,76
2019,12,5,61,50,1.2,73
2019,12,6,60,45,1.2,65
2019,12,7,59,49,1.5,70
2019,12,8,62,51,2.6,76
2019,12,9,63,49,2.5,54
2019,12,10,57,41,1.1,38
2019,12,11,59,41,1.1,38
2019,12,12,59,42,1,43
2019,12,13,60,40,1.2,55
2019,12,14,62,42,1.6,70
2019,12,15,57,44,2.2,57
2019,12,16,52,37,2.8,40
2019,12,17,50,30,3,35
2019,12,18,50,37,1.5,38
2019,12,19,58,36,1.6,33
2019,12,20,57,35,2.1,40
2019,12,21,57,39,1.6,42
2019,12,22,55,41,1.6,46
2019,12,23,55,44,1.7,59
2019,12,24,,,1.2,73
2019,12,25,,,2.3,66
2019,12,26,47,42,3.5,75
2019,12,27,53,43,3.1,56
2019,12,28,50,38,3,44
2019,12,29,47,31,1,42
2019,12,30,55,35,2.6,51
2019,12,31,57,40,3.5,43
